WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
0.41290972518450203	2.248847025229675	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.47569e-08	0.0	-4.60995e-09	0.0	6.58388e-05	0.0
0.4293603221870005	0.8877719464850783	1.28258955	21.7664299	1.06391418	0.02238872936685	0.06826476	0.0075305353	0.0477552487	0.026305694700000003	0.0413889718	-0.0179766872	0.060079386	-0.0028832416999999997	0.0503518522	-0.0986675842	0.08795611910000001	-0.0745261602	0.0630563586	0.0630554362	0.0630538989	0.0630517466	0.0	0.0	-0.00843907	0.0106577	0.0	-0.0	0.0
0.10752590713768616	0.18522668342602194	1.31775928	22.36328316	0.98478615	0.06296177375999999	-0.0268054723	0.0377831551	0.011260849	-0.0348488001	0.046186846600000005	-0.0650000397	-0.0289255024	0.0335516119	0.0411722837	-0.0462166806	0.0812741506	-0.06024056059999999	0.0630538989	0.0630455975	0.0630317626	0.0630123954	0.0	7.603759999999999e-06	0.0114116	0.0207697	0.000534788	-0.000125042	0.0
-0.02015710923982167	-0.4120088035269518	1.07202744	18.19304466	0.89890611	0.04628480376	-0.0386993093	-0.0403515097	0.017952722	0.020329833000000002	-0.019901832	0.04953590099999999	-0.040762272200000005	-0.039314491	0.036912323	-0.0349841226	0.06983631309999999	-0.0265440602	0.0630489795	0.0630259215	0.06298749769999999	0.0629337175	0.0	0.0	0.0330458	0.021877	0.000189116	-0.0	0.0
-0.1484574866768124	-0.975128147070818	1.25900519	21.36618614	0.92372382	0.05772144	0.0598115696	-0.0330625479	-0.0148080952	-0.0048384001	0.0035944299	-0.0251831813	0.0615546008	-0.0320289859	-0.006407449	0.0025073337	0.059908572	-0.0711735201	0.0630416006	0.0629964113	0.06292111980000001	0.062815762	0.0	0.0	0.00438046	0.0414773	0.0	-0.0	0.0
-0.43379259272121706	-1.192974643715307	1.54071414	26.14698219	0.99319381	0.0403868853	-0.008389566	0.0661470749	-0.024797640899999997	-0.0784862831	0.0335121273	0.0118044674	-0.0099645008	0.057897445	-0.0034202971	0.052787413600000006	0.0193103491	-0.0313964386	0.0630317626	0.0629570716	0.06283265219999999	0.0626586026	0.0	1.51653e-05	0.00442863	0.0414517	0.000612987	-0.000192972	0.0
-0.37384977452470375	-1.2408710672248544	1.25946009	21.37390709	0.92318863	0.08556435573999999	-0.0395569638	-0.0191913342	-0.0336310245	0.023535099	-0.090490633	-1.17581e-05	-0.0377586829	-0.0122078821	0.013971371100000001	0.0568203454	0.0189814728	-0.0615877046	0.0630194657	0.0629079085	0.0627221259	0.062462337400000005	0.0	3.71956e-06	0.0380753	0.0558862	0.0	-5.65242e-05	0.0
-0.2432277695901289	-1.11265841075094	1.09536052	18.58902359	0.88279277	0.04536654044	0.0143327112	-0.05770764230000001	-0.0237318644	-0.0650917083	0.014480808000000001	0.039569315099999995	0.0159430291	-0.0612947834	0.0020642721	0.0631867017	0.009135233000000001	0.0022467887	0.0630047106	0.0628489296	0.0625895798	0.0622270887	0.0	0.002547	0.0147059	0.0470078	0.000154985	-0.0	0.0
-0.3644833072710429	-1.1663627779517396	1.24844313	21.18694115	0.95909464	0.0577906837	0.0551688857	0.0475176887	-0.0164931909	-0.024466378900000002	-0.0231467136	-0.0008212532	0.0531666789	0.054881865999999994	-0.0098801656	0.0627297634	-0.025183884	-0.0818997891	0.06298749769999999	0.0627801442	0.0624350604	0.0619530035	0.0	2.00163e-05	-0.0053968	0.0414548	0.000391135	-0.00035601	0.0
-0.30874662190129604	-0.8422681676042867	1.24927998	21.20114326	0.92990875	0.06385101630000001	-0.053327799	0.022011066	-0.007668385799999999	-0.05274390599999999	-0.00047347910000000005	-0.0875829657	-0.0500117474	0.0184242365	0.014273825700000001	0.0761183488	-0.028973541800000002	-0.0111531295	0.06296782769999999	0.0627015629	0.062258621900000005	0.0616402528	0.0	0.0	0.0360239	0.0414573	0.000483281	-0.0	0.0
-0.3029815639877653	-0.7435626867592798	0.99877733	16.94993973	0.87120873	0.021798399999999992	-0.0273535724	-0.0435224733	0.0056050431	-0.0169500148	-0.044952921500000007	0.043269489	-0.0282877389	-0.049219281399999995	0.014503078899999999	0.0562010106	-0.050366935	-0.0173818553	0.0629457015	0.06261319809999999	0.062060326299999996	0.0612890318	0.0	0.0	0.0277722	0.0414687	0.000212575	-0.0	0.0
-0.16028351514752498	-0.6645691786909065	1.09107363	18.51627159	0.92264444	0.0781639025	0.0565736196	-0.0332558056	-0.0028369502	-0.040621853900000005	-0.0061607388	-0.005872088	0.06413481160000001	-0.0313852349	-0.0050929682	0.0564643644	-0.0414298742	-0.020377152	0.06292111980000001	0.0625150636	0.061840243200000006	0.0608995598	0.0	6.1925e-06	-0.00503431	0.0414602	0.00100989	-0.000109539	0.0
-0.357070582100878	-0.3856947006198236	1.35046375	22.91830063	0.96496582	0.05779477349999999	0.003013955	0.0678707558	-0.021130740699999997	-0.07040168940000001	0.0153025399	0.0200494498	0.0005657549	0.06794160769999999	-0.0049840969	0.0749980022	-0.0498419091	-0.0298346524	0.0628940836	0.0624071746	0.0615984498	0.0604720796	0.0	1.4376e-05	-0.00286967	0.0575915	0.000331675	-0.000221137	0.0
-0.0144975628953658	-0.4385452765850668	1.18693662	20.14313316	0.93432683	0.09290480768	-0.047144825999999994	-0.0043840325	-0.0081221357	-0.0016090775	-0.06202368	-0.0299950608	-0.038491364900000005	-0.00046039400000000004	0.0269652298	0.0550995794	-0.0169737787	0.0157380932	0.06286459400000001	0.062289548	0.061335031100000006	0.0600068583	0.0	-3.36168e-06	0.0554591	0.0415212	0.000190733	7.681e-06	0.0
