WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
-0.4782521008101335	3.3861031408213966	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0106504	-0.00817289	0.000315567	-0.0	0.0
-0.017212895322371878	2.256025310864124	1.48846519	19.90924263	1.35008168	0.056797660216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-5.35216e-07	0.0069461	0.007426379999999998	-0.000100205	5.62551e-05	0.0
-0.2426882021235192	1.4526265767155382	1.41706967	18.95427895	1.4735961	0.12931705098400004	-0.007386016600000001	0.0726576037	-0.0056808437	-0.0636773563	0.0530333019	0.10615214279999999	-0.004825867199999999	0.0744458362	-0.0142517874	0.0819516609	-0.1002415816	0.0854219422	0.0570264088	0.0570258508	0.057024920800000004	0.0570236187	0.0570219447	0.0	0.0	-3.84212e-05	0.0576645	0.042499	-0.000501244	0.000524979	0.0
0.1294444743755694	1.3216757331638087	1.42695963	19.08656311	1.09019363	0.053632266339999984	-0.0272634715	0.06606981049999999	-0.00189473	-0.0473104517	0.03808847	0.050596754	-0.0243898791	0.0771985984	0.015346698600000002	0.0766761133	-0.0738535637	0.0459187636	0.057024920800000004	0.0570198986	0.0570115287	0.056999811500000004	0.0569847477	0.0	0.0	-4.11986e-06	0.0363828	0.0447869	-0.000501244	-8.1953e-24	-7.55883e-05
0.09906371027665828	0.9200230400153886	1.19221461	15.94668865	1.03229892	0.08481878485999998	-0.0401238371	0.0392336879	-0.015039500800000001	-0.0830906767	-0.0328596898	0.0094608874	-0.04459067059999999	0.0434312917	-0.0261674519	0.07922570450000001	-0.0595908643	-0.0183252385	0.0570219447	0.0570079948	0.0569847477	0.0569522069	0.0569103779	0.0	0.0	0.00439055	-0.0163102	0.0447873	-0.00023414	0.000277962	-6.604e-05
0.002145121864460739	0.6865591533810497	1.14484847	15.31313324	0.98234224	0.06059478966999999	-0.046848786399999995	0.0012359808	-0.013121645	-0.10213400019999999	-0.0771523517	0.0021546338000000003	-0.0460296812	0.0091109097	-0.045235138	0.07169061339999999	-0.053095353	-0.04661572730000001	0.057017480599999996	0.056990140700000004	0.056944584000000006	0.0568808249	0.056798884	0.0	0.0	-6.16467e-06	-0.00856048	0.0675021	-6.61439e-05	-1.82625e-24	-0.000134753
-0.11169206748132987	0.3819168964144768	1.17679477	15.74043751	1.02831435	0.11062015967	-0.053169870599999995	-0.018841263799999997	-0.009670809399999999	-0.1004103758	0.013916910800000001	0.0066113822	-0.0547584281	-0.0157536545	-0.0540406275	0.10658892699999999	-0.0795743358	-0.0060902316	0.0570115287	0.05696633809999999	0.0568910471	0.0567856953	0.056650338499999994	0.0	0.0	0.00532836	0.0311039	0.0916549	-0.000636545	0.000124215	0.0
-0.14167571346869073	0.08540001586326823	1.10201156	14.74015999	0.98159438	0.06790503000000002	-0.05531001730000001	-0.0270417545	-0.0117906913	-0.0902039001	0.02861489	0.002388929	-0.0674523888	-0.0202677514	-0.0508113418	0.11221129099999999	-0.056589542400000005	0.027842596400000003	0.0570040891	0.0569365896	0.056824149500000004	0.056666857800000005	0.0564648384	0.0	0.0	0.00677649	0.0518001	0.0916799	-0.000972904	-0.0	-0.00045414
-0.095912503066935	-0.23464131009254424	1.12468469	15.04342937	0.97445625	0.05557050080000001	-0.0610886966	-0.035771892	-0.032049003900000005	-0.1149169782	-0.0056513802	-0.0040518977	-0.0650744026	-0.0173428517	-0.065225559	0.0917872217	-0.0518399338	-0.0163381724	0.056995162	0.05690089809999999	0.0567439071	0.056524362	0.0562425048	0.0	0.0	-4.51608e-05	0.0188385	0.0916567	-0.000710759	5.3136e-05	-0.00045414
-0.3369028036836824	-0.3412813982925104	1.23066866	16.46103668	0.97937006	0.040822818600000005	-0.0651055457	-0.030913852000000002	-0.0394732371	-0.1142226407	0.0028381227	0.0099946647	-0.0749331739	-0.023581789500000002	-0.08757031859999999	0.0639782468	-0.0481197087	-0.024496658900000003	0.0569847477	0.0568592675	0.056650338499999994	0.05635826730000001	0.055983482599999995	0.0	0.0	-6.12794e-05	0.0134124	0.09701580000000003	-0.000452578	0.000195936	-0.000254691
-0.3379858367435565	-0.39038542443822266	1.02698636	13.73664665	0.95847708	0.0595649456	-0.0661048217	-0.0419372868	-0.0369882154	-0.1159452089	0.0205790067	0.0024252936	-0.07243689610000001	-0.0336533266	-0.09835623269999999	0.0537559353	-0.043791231900000005	0.006737956999999999	0.0569728463	0.0568117021	0.0565434658	0.0561686432	0.055687940899999996	0.0	0.0	-8.9475e-05	0.0324067	0.108441	-0.00074465	0.00028676	-0.00045414
-0.4080647182911332	-0.2981549909858787	1.08575881	14.52276897	0.96220833	0.031880776400000005	-0.053441819800000005	-0.0360444584	-0.0319703139	-0.1016897333	0.0017762096	0.023644448399999997	-0.06844154200000001	-0.0308398385	-0.0998345203	0.038504583599999996	-0.0662798144	0.0386024634	0.0569594583	0.056758206799999995	0.056423314100000004	0.0559555688	0.0553560723	0.0	0.0	-8.93486e-05	0.0484493	0.0991065	-0.000636545	0.000308726	-0.00045414
-0.4124137054768868	-0.07941017818316652	1.17543018	15.72218418	0.99951208	0.0575393521	-0.0446468178	-0.0392044364	-0.0327572922	-0.1068721293	-0.0273417796	0.0335264984	-0.0529432334	-0.0337011761	-0.10745272289999999	0.0328023748	-0.0582667697	-0.025976981899999998	0.056944584000000006	0.056698787199999996	0.0562899116	0.0557191331	0.0549880934	0.0	0.0	-6.85965e-05	0.0043888	0.0916537	-0.000636545	0.00018862	-0.00045414
-0.4719621101986569	0.15926846428085772	1.18379807	15.83411121	0.986031	0.029139921200000005	-0.0533838103	-0.046768255	-0.0169754993	-0.1151571497	-0.0113399714	0.0566368703	-0.0575457364	-0.0370295286	-0.1143427942	0.0150592244	-0.0835940452	-0.0399547044	0.0569282237	0.056633449599999997	0.0561432896	0.0554594347	0.054584244299999994	0.0	0.0	-6.39953e-05	-0.00617597	0.0916533	-0.000282876	0.000170886	-0.00045414
-0.4574069058915881	0.3254734997906347	1.28965867	17.25006866	1.05955708	0.0704553653	-0.054552322800000004	-0.0532159195	-0.0092319334	-0.1008176447	0.0359281958	0.032696415	-0.0536119629	-0.05037272190000001	-0.1001960771	0.0251572452	-0.106469679	0.0216303375	0.0569103779	0.056562200800000004	0.055983482599999995	0.0551765822	0.0541447883	0.0	0.0	0.00223845	0.0399619	0.0916563	-0.000636545	0.000257458	-0.00045414
-0.25843826671564657	0.31245508370786307	1.14696109	15.34139061	0.98774612	0.0357963843	-0.0658118606	-0.0443807118	-0.00576816	-0.08484680970000001	0.0797943721	0.0053914283	-0.064828357	-0.0362721416	-0.0784027642	0.0379622602	-0.1053529899	0.0328287541	0.0568910471	0.0564850481	0.05581052809999999	0.0548706935	0.0536700122	0.0	0.0	-3.57843e-05	0.0259456	0.0916555	-0.0007691879999999998	-0.0	-0.00045414
-0.1752980257607315	0.2400115343381551	1.04430461	13.96829033	0.92794114	0.0400290183	-0.066420548	-0.0407384378	-0.0260554789	-0.0668181971	0.049857032300000007	0.032157933199999995	-0.0691302504	-0.0316707508	-0.0796119712	0.050231452999999995	-0.0950182083	-0.0109691576	0.0568702317	0.0564019997	0.0556244667	0.0545418964	0.0531602257	0.0	0.0	-7.04826e-05	0.00301998	0.0916542	-0.000636545	0.000208705	-0.00045414
-0.14548116160592467	0.22452349556060808	0.99294972	13.28138351	0.93169069	0.017288153999999993	-0.06925013099999999	-0.0329830103	-0.0329875392	-0.0775720102	0.064609947	0.0382157035	-0.0671875102	-0.0299317096	-0.0799271723	0.0601538647	-0.0871739251	-0.0163281063	0.05684793230000001	0.0563130643	0.0554253421	0.054190328200000006	0.0526157612	0.0	0.0	-7.24166e-05	0.0190018	0.091655	-0.000636545	0.000234777	-0.00045414
-0.12049133656903087	0.08003009752812835	1.23077929	16.46251678	1.01636744	0.0517263674	-0.06222500139999999	-0.020408943	-0.0377391855	-0.0695964462	0.09384834800000001	0.0504635176	-0.0722702267	-0.009363175500000001	-0.08392948199999999	0.06099568440000001	-0.08630347210000001	0.0244180192	0.056824149500000004	0.056218251	0.055213201100000005	0.0538161357	0.05203697400000001	0.0	0.0	-0.000147484	0.0399852	0.0916541	-0.000490132	0.000701704	-0.00045414
-0.07175658719389137	0.11319794935066932	1.16881943	15.63376141	0.98264962	0.04000157399999999	-0.0550315217	-0.0022147042999999997	-0.049662269	-0.057766554500000004	0.0651143956	0.06903278389999999	-0.0685952826	0.0065236827	-0.0686534528	0.0748599138	-0.0856981459	0.0174856733	0.056798884	0.0561175698	0.0549880934	0.053419475	0.0514242417	0.0	0.0	-0.00011371	0.0398917	0.0916702	-0.00110023	0.000514638	-0.00045414
0.17846767585610593	0.1323348958651205	1.20262098	16.08588028	0.99849039	0.08890170129999998	-0.0536196369	0.0019543327	-0.0605645969	-0.0708040369	0.0492594983	0.0410532516	-0.0619430134	0.0201773364	-0.0622445045	0.0691222845	-0.058695913200000005	-0.0331299581	0.056772136200000003	0.0560110312	0.054750072000000004	0.0530005118	0.050777963899999994	0.0	0.0	-6.74787e-05	-0.00144722	0.0916727	-0.000461829	0.000202758	-0.00045414
