CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
11.833857161748176	0.34497159154502816	3.064945791008985	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00222912	0.0265891	0.0	0.0	-0.0	0.0
8.518458729009593	0.33990663143293715	2.4176467787664797	2.3239007	41.072258	1.20320415	0.07523545854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.56646e-06	-0.0256766	0.0172734	0.0	-6.94361e-05	0.0
4.192140979800903	0.19247850428732355	0.9180771671049444	1.86121428	32.89480972	1.24642801	0.04818646306	-0.0230813212	-0.0191598511	0.0902239359	0.0617571066	0.0064686593	-0.0237503885	0.0414681237	-0.0554563116	0.0142329776	-0.1017964527	-0.017915442900000002	0.07937723	0.06488821360000001	0.0648871492	0.0648853752	0.0648828916	0.0	0.0	4.70452e-06	-0.00740601	0.0219856	0.000441425	-0.00010863800000000003	-2.34438e-05
2.625551369439989	0.08779199340239455	0.09632056591838728	1.5010134	26.52867508	1.23523951	0.12877946192	0.033777370699999996	-0.0805440991	0.025212686600000003	0.1242766866	-0.0356030643	0.0004060574	0.0484897863	0.0204217648	0.0508754053	-0.0972117867	-0.0659009089	0.031091345899999998	0.0648853752	0.0648757959	0.0648598313	0.0648374831	0.0	0.0	-1.85024e-05	0.0843053	0.0218945	0.000989375	-6.61744e-24	5.90451e-05
1.0444327142425969	0.16404533162543747	-0.6018696580483247	1.60141385	28.30313683	1.21768546	0.1157252445	0.074530347	0.0259190069	0.0106700934	0.0045624066	0.0915722834	-0.0859548411	0.0467110915	0.0603224404	-0.0425477532	-0.0735991333	-0.0238048932	0.09226155890000001	0.0648796985	0.06485309110000001	0.0648087535	0.0647466979	0.0	0.0	-3.18969e-05	0.0571965	0.0496118	5.73248e-05	0.000266592	3.99723e-05
-0.574182499868199	-0.1537367702402341	-0.7312966938407637	1.60733116	28.40771866	1.12047279	0.06222471089999999	-0.023439246400000002	0.070351435	-0.0083927978	0.0712868591	-0.04448276809999999	-0.0547788022	-0.006609140699999999	-0.023227965099999998	-0.0675818627	-0.1081847643	-0.017626676799999998	0.036075392799999995	0.0648711837	0.0648190389	0.064732162	0.06461059940000001	0.0	0.0	0.000498129	0.0477533	0.0682091	0.000639347	0.000318081	7.954479999999998e-05
-1.0008581220851387	-0.26855999594444524	-0.8194455867761641	1.28186476	22.65547752	1.02311182	0.094205946	-0.0717330613	0.011735018100000001	-0.0044456007	0.0185067527	-0.0048939826	-0.0553590065	-0.0362055579	-0.052910479	-0.0109935625	-0.0493453983	-0.1173772135	0.0634521746	0.0648598313	0.0647736453	0.0646300868	0.0644292829	0.0	0.0	0.00340998	0.0952611	0.0700888	0.0	0.000121646	7.71949e-05
-0.8314012230529749	-0.4803608558676011	-0.5203285386693772	1.20672262	21.32742691	0.98801631	0.084281255	-0.0410670831	-0.0493260216	-0.004479543	-0.0041912139	0.011981496000000001	-0.0543076317	-0.056203219299999996	-0.021244681	0.044942729400000006	-0.0611864383	-0.0319837277	0.0688700453	0.0648456417	0.0647169182	0.0645025682	0.06420287549999999	0.0	0.0	0.00325339	0.0245547	0.070063	0.0	0.00024548	-6.68204e-05
-0.5699580353535396	-0.4786373815843029	-0.35853322747306954	1.19923401	21.19507408	0.98106927	0.040699260999999994	0.013243207	-0.0453443283	-0.009655562900000001	0.026723629500000002	-0.10831032380000001	-0.0107895644	-0.061075169000000006	0.0581969168	0.044359514800000006	-0.0493067295	0.0017258484	0.0192048753	0.06482861549999999	0.0646488674	0.0643496564	0.06393153530000001	0.0	0.0	0.000897654	0.0310288	0.070087	-0.000431429	0.00030183	8.23091e-05
-0.2822230881181247	-0.5570684740261891	-0.2830227933599209	1.30397367	23.0462265	1.0455991	0.03187047899999999	0.0873567758	-0.016320968999999998	0.0228349516	-0.0646824178	0.0119472878	-0.0082210578	-0.0684753468	0.079838294	-0.0096645205	-0.0354386753	0.021309763399999997	0.1083303735	0.0648087535	0.064569505	0.0641714116	0.0636154525	0.0	0.0	-0.00149674	0.0271612	0.0577793	-0.000185335	0.000298509	9.890980000000003e-05
-0.5904114438865816	-0.6708606743555432	-0.2533691487520235	1.63574612	28.90992165	1.03696346	0.05144641	0.0279046335	0.0576718846	0.052894809	-0.0559647694	-0.0605711753	-0.0237818547	-0.0820904103	0.052927723200000006	-0.061200442599999995	-0.031190159199999998	-0.0016061824	0.0785911415	0.0647860566	0.0644788448	0.0639679039	0.0632548482	0.0	0.0	-0.0123512	0.0338541	0.0565952	-0.000669832	0.000468311	9.890980000000003e-05
-1.1193715417504897	-0.5228336786379113	-0.21515080736297604	1.32705605	23.45417976	1.03774488	0.05305080000000001	-0.0221111032	0.0412383287	0.076099449	-0.019074913	-0.07648937139999999	0.0401945351	-0.08515364480000001	-0.0197923897	-0.0551891821	-0.0354664456	0.06014508019999999	0.082373931	0.0647605257	0.0643769027	0.0637392135	0.0628499748	0.0	0.0	-0.0191525	0.027056	0.0566335	-0.000970929	0.000955476	9.890980000000003e-05
-0.5630236135830126	-0.2435602152206113	-0.4927587493493863	1.49794292	26.4744091	1.14515162	0.21259795	-0.0565881357	0.0005401048000000001	0.0504591853	-0.0474960205	0.0041288232	0.050415768300000004	-0.0590104547	-0.0576885766	-0.0035789982	0.030718930800000002	-0.08870568289999999	0.0488227486	0.064732162	0.06426369650000001	0.0634854304	0.0624011155	0.0	0.0	-0.00583741	0.125751	0.0653713	-0.00236795	0.00116314	0.000331226
-0.6111536900182329	-0.13860149726857834	-0.6942392245022988	1.43102968	25.29179382	1.09031141	0.10899531	-0.025460429700000002	-0.0299405006	0.027133217	-0.0041378684	-0.027540637200000002	0.0661989006	-0.0262883332	-0.0055777229	0.0348849734	-0.0400135176	0.0157855735	0.071313033	0.0647009666	0.064139246	0.0632066545	0.0619085846	0.0	0.0	-0.00512155	0.067415	0.0855097	-0.00218586	0.00105563	2.4725e-05
-1.6598816494721098	0.04711406955818245	-1.052730117359198	1.23640728	21.85206795	1.06893039	0.1280357	0.0139886302	-0.0409792505	-0.027857634	0.043349756100000005	-0.0967225382	-0.0090949169	0.0032009351000000003	0.0386266403	0.0492611908	-0.0706543472	0.0408786295	0.04437999559999999	0.0646669411	0.064003573	0.0629029955	0.0613727268	0.0	0.0	-0.00234505	0.0205448	0.0843524	-0.00131364	0.000641097	-0.000233156
-1.4018092001746152	0.3946904119815514	-0.9805784167141822	1.26962948	22.43923187	1.13860953	0.09643115	0.0500225482	-0.032091637799999996	-0.059475537099999996	-0.0022106786	-0.0289818254	-0.034807868799999996	0.0429704491	0.052678916	0.0266631685	-0.0091530838	0.0131110062	0.0752486395	0.0646300868	0.0638567012	0.062574573	0.0607939171	0.0	0.0	-0.0191348	0.0456453	0.078207	-0.000505953	0.00080132	-0.000233156
-0.3506601210637642	0.4003950733542296	-0.8213106149764626	1.64379525	29.05217934	1.14795256	0.10437152000000001	0.0416011872	0.0692480318	-0.0197841249	0.0093627765	0.020524259399999998	-0.0020949363	0.045736117800000003	0.0458994453	-0.054457888899999994	-0.023199883900000003	0.0377739848	0.0265277862	0.0645904054	0.0636986563	0.062221516399999996	0.0601725605	0.0	0.0	-0.0116062	-0.00403157	0.0994107	-0.000916099	0.000692219	-0.000233156
-0.5755563685949334	0.4029454095713588	-0.8477791556895806	1.58127582	27.94722176	1.14005697	0.24062141	-0.0167379435	0.0766375019	0.0056774813	0.0680560422	-0.0293724563	0.0421941383	0.0629370167	-0.0181156227	-0.058297399400000005	-0.0035163098	-0.060664885099999996	-0.013809588700000002	0.0645478986	0.06352946599999999	0.0618439645	0.059509092	0.0	0.0	-0.00303346	0.116176	0.103448	-0.00224946	0.000558486	0.000455826
-0.4899959860650198	0.30930414081514623	-1.1569609577027162	1.399387	24.73254585	1.0618223	0.20091088	-0.04560378650000001	0.0346559754	0.0120084228	0.07758297360000001	0.0456615725	-0.0067908917	0.046881470099999996	-0.062296577400000004	-0.020546049	-0.0726865234	-0.0420891208	-0.005829405500000001	0.0645025682	0.06334915990000001	0.061442066	0.058803975700000004	0.0	0.0	-0.0190822	0.0067501	0.10454500000000001	-0.00154769	0.000812744	-7.49308e-05
-1.0777464109546178	0.34249940944510204	-1.6628056520855392	1.32538593	23.42466354	0.99681163	0.08875373999999998	-0.053505400700000004	-0.015115650900000001	-0.035951205800000004	0.068155287	0.05823351190000001	-0.0368197432	0.0616289204	-0.0536523465	0.0344008399	-0.0598124224	-0.0398124148	0.0363897942	0.0644544163	0.0631577695	0.0610159791	0.0580577054	0.0	0.0	-0.017395299999999995	0.0668691	0.0941125	-0.00174445	0.0008405669999999999	3.0793e-05
-1.2189321137572402	0.15957746817533655	-1.6778745072312031	1.24627578	22.02648354	0.98345715	0.05453348	-0.0115334551	-0.015679253799999997	-0.0794711386	0.0940587794	-0.011045993799999999	0.0194941593	0.044355445199999996	0.0174638174	0.0507286037	-0.07256815230000001	-0.0180703283	-0.06119958599999999	0.064403445	0.0629553284	0.0605658716	0.057270803099999996	0.0	0.0	-0.013314200000000003	0.0296996	0.094095	-0.00171168	0.000615003	2.38194e-05
-0.5449337921234574	0.17295867490872427	-1.5384066084734238	1.18207574	20.89182091	0.97289056	0.058486070000000015	0.0447198128	-0.0007655858999999999	-0.0663988236	0.052161604699999996	0.0686910222	0.0127970906	0.057954247599999995	0.0510405424	0.003113003	-0.0679691667	-0.0779474062	0.0178227392	0.0643496564	0.06274187190000001	0.0600919207	0.0564438196	0.0	0.0	-0.0161257	0.0666897	0.105498	-0.00171454	0.000506308	5.78938e-05
-0.36327249542866497	-0.043844189305304336	-1.612057483524915	1.22492921	21.64920616	1.02393329	0.10407356	0.0608662339	0.04308017150000001	-0.051420029699999995	0.0025392043	0.0943021181	-0.008460255	0.031220639300000002	0.0499346096	-0.0352648406	-0.060009710599999995	-0.039574822	-0.050321618600000007	0.064293053	0.0625174373	0.0595943129	0.055577333799999996	0.0	0.0	-0.0108613	0.00935975	0.117364	-0.00207012	0.000638179	0.000162707
-1.4796709341119765	-0.04118156319594618	-1.4610571975966171	1.55745268	27.52617455	1.01598299	0.028005325	-0.0042554651	0.0914068644	-0.0557849914	0.056184772599999995	-0.013726223400000001	-0.0015457175	0.0083076179	0.010345672700000001	-0.0718756089	-0.0456308829	-0.0329687756	-0.0560185491	0.0642336372	0.0622820641	0.0590732442	0.0546719519	0.0	0.0	-0.00936037	0.0194358	0.111467	-0.00207012	0.000675417	-1.06819e-05
-1.4791693916714084	-0.2526047207539029	-1.3267720173054802	1.27889013	22.60290337	0.98586535	0.07858576999999999	-0.0665711033	0.0456375336	-0.047992563200000005	0.031818156	0.029292396800000002	0.0230153129	-0.0119139979	-0.0563166622	-0.0444762974	-0.06142085059999999	-0.0225556017	-0.0456416972	0.0641714116	0.0620357933	0.058528919699999994	0.0537283077	0.0	0.0	-0.017980099999999995	0.0150663	0.0941295	-0.00270619	0.000929391	6.44549e-05
-1.176022033674054	-0.07693399519842288	-1.4921791359629428	1.39255154	24.6117382	1.0091759	0.164626605	-0.0471845376	-0.0150397571	-0.0586860529	0.0311233669	0.0525009801	0.058369878300000004	-0.0042294545	-0.029347061	0.0241011217	-0.006275358199999999	-0.1160743216	-0.0388297419	0.0641063789	0.061778667999999995	0.0579615536	0.0527470616	0.0	0.0	-0.0036444	0.104495	0.111808	-0.00311994	0.00105392	0.00038985
-1.3846922439320664	-0.5710316442465634	-1.3646576180641647	1.33784068	23.64478683	1.00956869	0.17875827500000002	0.025627154300000003	-0.0327719089	-0.05575002440000001	0.0653419209	-0.0291065051	0.08637001359999999	-0.0396847023	0.0538878511	0.0409746068	-0.0759285886	-0.025873023199999998	-0.0373363802	0.0640385421	0.0615107332	0.057371369400000004	0.0517289002	0.0	0.0	-0.00484178	0.0166281	0.0941371	-0.00260052	0.000602887	-8.015889999999998e-05
-1.635206103318247	-0.4855092858261267	-1.6350349410206917	1.32182038	23.36164665	1.01813793	0.03157144	0.0586483821	0.016534178700000002	-0.0760035053	-0.0085076402	0.0649700998	0.043165405	-0.0432916374	0.0799488139	-0.0163965394	-0.0457398404	-0.0563088181	0.027955225499999996	0.0639679039	0.0612320358	0.0567585993	0.0506745361	0.0	0.0	-0.0203582	0.00528853	0.0945672	-0.00253951	0.000627584	-8.015889999999998e-05
-2.436521864064588	-0.5281709434991181	-1.4838478135916162	1.37380385	24.2803936	1.02093542	0.06523609500000001	0.01986456	0.09653519199999999	-0.0798028767	-0.0139630732	-0.007701438299999999	0.014981501299999998	-0.0683021913	0.054335317800000005	-0.0758583268	-0.023052011400000003	-0.015941263100000002	-0.025080382400000004	0.0638944676	0.0609426246	0.0561234847	0.049584707400000004	0.0	0.0	-0.010600600000000002	0.00555388	0.102193	-0.00242164	0.00120092	0.000180382
-2.3255763343969336	-0.3514079435367801	-1.2215029386231322	1.2964828	22.91383362	1.05937743	0.11710802	-0.0359939614	0.0836291573	-0.0687073352	-0.0058608435999999995	-0.012103128500000001	0.08666806619999999	-0.0509822722	-0.0208847458	-0.0753961547	-0.008072507900000001	-0.0682222428	0.0062622854	0.06381823639999999	0.06064255019999999	0.0554662754	0.0484601765	0.0	0.0	-0.0178968	0.0714515	0.091457	-0.00261277	0.0014076500000000003	0.000446086
