CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
11.693170951301019	-0.4561866944240795	4.588950018288957	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.58919e-06	-0.0475169	-0.0199772	0.0	6.75675e-05	0.0
7.846583911172132	-0.17526451912836954	3.609782668455213	1.02287984	19.3441143	0.97611636	0.07128381419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.008104659999999998	-0.00769691	0.0	-0.0	0.0
4.8388769617505245	0.05677776010223792	2.808907048299464	1.00360942	18.97968483	0.90450078	0.041226555000000005	0.022765506499999998	0.0213180875	0.0175705773	-0.0203745571	0.022680530600000002	-0.0014962367000000002	-0.0001734538	0.012095722	-0.046991303	0.028447230299999997	-0.0118131984	-0.0029342427000000003	0.033624118700000004	0.0336240789	0.0336240127	0.0336239199	0.0336238006	0.0336236548	0.0336234824	0.0336232836	0.0336230582	0.033622806400000003	0.033622528	0.0336222231	0.033621891800000005	0.0336215339	0.0336211495	0.033620738500000004	0.0336203011	0.0336198372	0.0336193467	0.0	0.0	0.00328454	0.0142843	0.00862186	-0.000215276	-2.53693e-24	-9.35961e-05
2.654445204662115	0.5561208361079345	2.2078292923064047	1.03944349	19.65735626	0.92096132	0.07215454559999998	0.012705757199999999	0.0116788884	0.0169477986	-0.0353383991	-0.0048550894	-0.0072552523999999995	0.0185886353	0.0045892659	-0.026169915	0.0406442527	-0.0337323334	0.0005575007	0.0336240127	0.0336236548	0.0336230582	0.0336222231	0.0336211495	0.0336198372	0.0336182863	0.0336164969	0.033614469	0.0336122025	0.0336096974	0.0336069539	0.0336039719	0.0336007515	0.033597292599999995	0.0335935953	0.0335896596	0.0335854855	0.0335810731	0.0	0.0	7.9394e-06	0.0260794	0.0385487	-0.000544738	-0.000120062	0.0
0.568221520571285	0.22333955821785234	2.090575811888392	1.44183338	27.26712418	1.1472429	0.1673346056	0.0019241109	0.0008049442999999999	0.0166669578	-0.0336490451	-0.015039688	-0.030703662200000002	0.0093958336	-0.0372420242	0.013116619	-0.001902059	-0.0454668333	0.02293055	0.0336238006	0.033622806400000003	0.0336211495	0.0336188298	0.0336158474	0.0336122025	0.033607894900000004	0.033602924900000004	0.033597292599999995	0.033590998	0.0335840412	0.0335764224	0.0335681418	0.0335591996	0.0335495958	0.0335393307	0.033528404399999996	0.0335168173	0.033504569500000005	0.0	0.0	0.008349469999999998	-0.0624999	0.0385015	0.000680158	6.23735e-05	0.0
1.808878071455704	0.5662172987059256	1.889768805863704	1.5949024	30.16187668	1.1741389	0.26673553	0.006306940600000001	-0.023059302400000002	-0.0088761585	-0.031691701600000004	0.027198862	0.015606533999999998	0.029638058	-0.0280664135	0.016520586299999997	0.0242031796	-0.0219999819	-0.0376302425	0.0336234824	0.0336215339	0.0336182863	0.03361374	0.033607894900000004	0.0336007515	0.0335923099	0.0335825704	0.0335715335	0.0335591996	0.0335455691	0.0335306426	0.0335144206	0.0334969038	0.0334780929	0.0334579885	0.0334365915	0.0334139027	0.0333899229	0.0	0.0	0.00794627	0.00717811	0.0531084	-0.002543	-2.12159e-05	0.000334201
1.5254640014038232	0.7854106545175048	1.692920727012004	1.09663701	20.7389679	0.93572259	0.0930728962	0.0060867946	-0.025463055699999997	-0.0220869352	-0.0377879749	0.0137631126	0.0134599068	0.0431496364	-0.0239840596	0.019282958200000002	0.0198133682	-0.0230310936	-0.0527942953	0.0336230582	0.0336198372	0.033614469	0.0336069539	0.033597292599999995	0.0335854855	0.0335715335	0.0335554374	0.0335371983	0.0335168173	0.033494295699999996	0.033469635	0.0334428368	0.0334139027	0.0333828346	0.0333496345	0.0333143045	0.0332768468	0.0332372639	0.0	0.0	-3.36712e-05	-0.0296619	0.068298	-0.00260838	0.000386699	0.000146229
2.9131056130158015	0.8473720583729492	1.4528892598327272	1.241786	23.48394203	0.93841821	0.09855107900000003	0.014201488799999998	-0.0447161903	-0.0519370926	-0.0257293554	0.0185711468	0.0121376895	0.0501890071	-0.0279192965	0.0352426929	0.014259609	0.0013844356	-0.042821792000000004	0.033622528	0.033617716400000004	0.0336096974	0.033598472000000004	0.0335840412	0.0335664063	0.0335455691	0.0335215314	0.033494295699999996	0.0334638645	0.033430240800000004	0.0333934276	0.0333534286	0.0333102475	0.0332638885	0.0332143561	0.0331616548	0.0331057898	0.0330467663	0.0	0.0	5.23178e-05	-0.0494231	0.0730896	-0.00176256	-9.94978e-05	0.0
2.7185553654381724	0.8286227878099811	1.2731363403592992	1.8135916	34.29759979	0.97075862	0.05785649780000001	0.000391289	0.009397142800000001	-0.069751637	0.0064390875	0.0122976566	-0.010497099099999999	0.047084253	-0.017653291499999998	-0.001393468	-0.025510006499999998	0.0340698881	-0.021323693199999997	0.033621891800000005	0.0336151715	0.0336039719	0.0335882947	0.0335681418	0.033543516	0.0335144206	0.0334808593	0.0334428368	0.033400358	0.0333534286	0.0333020549	0.033246243700000004	0.033186002400000005	0.0331213391	0.0330522625	0.0329787816	0.0329009063	0.032818647	0.0	0.0	-0.00671892	-0.0586428	0.0707148	-0.00113747	-0.000264223	5.29396e-23
1.9137788374525155	0.3969695840810916	0.440026225548351	1.23798478	23.41205597	0.91121817	0.058010743	-0.0088667269	0.030800158799999998	-0.052360204199999996	-0.026660621000000002	0.0021854510999999997	-0.0073305104	0.037079509	-0.0063758224	-0.009357293000000001	-0.049865751900000005	-0.0081494858	-0.0241483792	0.0336211495	0.0336122025	0.033597292599999995	0.0335764224	0.0335495958	0.0335168173	0.0334780929	0.033433429300000005	0.0333828346	0.033326317700000004	0.0332638885	0.033195558300000004	0.0331213391	0.0330412441	0.0329552875	0.0328634846	0.0327658515	0.0326624057	0.032553165499999995	0.0	0.0	0.000100623	-0.0216479	0.075185	-0.00111209	-0.000433365	0.0
1.3869704019011797	0.27976948685063563	0.0011034302702498386	1.48779702	28.13636208	0.92708051	0.1178691207	-0.013362460500000001	-0.0025913691	-0.0388543913	-0.060253085199999994	-0.011974265100000001	0.0188102121	0.0307226684	0.0014258531	0.0279574827	-0.017149796499999998	-0.0426425412	-0.0172454471	0.0336203011	0.0336088094	0.0335896596	0.0335628559	0.033528404399999996	0.0334863131	0.0334365915	0.0333792509	0.0333143045	0.0332417669	0.0331616548	0.0330739864	0.0329787816	0.0328760622	0.0327658515	0.032648174700000004	0.0325230587	0.032390531800000004	0.0322506243	0.0	0.0	6.80573e-05	-0.0371823	0.0646304	8.54851e-05	-0.000268694	-0.000472705
1.0370252681252703	0.17331281718448685	-0.3426196572201092	1.32426286	25.04369736	0.9718014	0.0790793423	-0.0203217588	-0.0365078117	-0.0444626004	-0.013936429299999999	-0.0075962468	0.0148938556	0.0227042881	0.0075373187	0.042679175199999995	-0.0206800983	0.0145480746	-0.018609476899999998	0.0336193467	0.033604992400000006	0.0335810731	0.0335475956	0.033504569500000005	0.0334520069	0.0333899229	0.0333183351	0.0332372639	0.033146732400000004	0.0330467663	0.0329373941	0.032818647	0.032690558599999996	0.032553165499999995	0.0324065069	0.0322506243	0.0320855622	0.0319113677	0.0	0.0	-0.00230313	0.00935445	0.07947569999999998	-0.000143041	-0.000190698	-0.000472705
-0.576028930104297	-0.3703527659970675	-0.8473386081641463	1.366382	25.84023094	0.92001981	0.064748908	-0.0346397704	0.0052427808	-0.0444631468	0.0159404028	-0.023588218900000003	0.013942971	0.0057274301	0.0200649031	0.01934122	-0.038953424	0.025117494100000002	-0.014931182	0.0336182863	0.0336007515	0.0335715335	0.0335306426	0.0334780929	0.0334139027	0.0333380944	0.0332506942	0.0331517327	0.0330412441	0.032919267	0.032785843700000004	0.0326410206	0.0324848481	0.0323173805	0.032138676	0.0319487967	0.0317478087	0.0315357819	0.0	0.0	0.000131038	-0.00164104	0.0924246	0.000223476	-0.000591588	-0.000472705
-1.5718953812864545	-0.6227580893231164	-1.1721250967690733	1.17323518	22.18754959	0.8602252	0.094910488	-0.04231372059999999	0.0245489324	-0.0271251842	0.010843203300000001	-0.0053907776000000004	0.0202916858	-0.0126007255	0.026519178199999997	-0.0035334553999999997	-0.048375668399999995	0.012958848600000001	-0.0180965997	0.0336171199	0.0335960866	0.0335610409	0.0335119974	0.0334489766	0.0333720047	0.0332811138	0.0331763418	0.0330577325	0.0329253354	0.0327792055	0.0326194039	0.0324459973	0.0322590579	0.032058663700000004	0.0318448984	0.031617851	0.0313776163	0.031124294500000003	0.0	0.0	0.000155126	0.0155125	0.108313	-0.000581139	-0.0006362	-8.50428e-05
-1.980288802084224	-0.6931729889282752	-1.0114465771291132	1.12487757	21.27303696	0.89368904	0.163116524	-0.0396075	0.0290361152	0.0040832652	0.0095686922	-0.0073483406	0.0155473962	-0.0255509956	0.023231790699999998	-0.0112589023	-0.0406756625	-0.0097939829	-0.0029268919	0.0336158474	0.033590998	0.0335495958	0.033491661299999996	0.033417222999999996	0.033326317700000004	0.03321899	0.033095293	0.0329552875	0.032799042599999995	0.0326266352	0.032438150299999996	0.0322336808	0.0320133275	0.031777198799999996	0.0315254112	0.0312580888	0.0309753633	0.030677373900000002	0.0	0.0	0.00331854	-0.0559867	0.0924306	0.000593253	-0.0007571449999999998	-0.000241136
-2.659128193645484	-1.1234117313393286	-0.968910875337178	0.93479174	17.67824364	0.88283211	0.084467925	-0.0377884892	0.029649244100000003	0.024576154300000003	-0.0012570379	0.002607836	0.0188116514	-0.0434679196	0.0223049002	-0.014229868500000001	-0.0355549763	-0.0210522993	-0.0161628472	0.033614469	0.0335854855	0.0335371983	0.033469635	0.0333828346	0.0332768468	0.0331517327	0.033007564100000004	0.0328444238	0.0326624057	0.0324616144	0.0322421653	0.032004184500000005	0.0317478087	0.0314731854	0.031180472400000003	0.030869837999999997	0.0305414606	0.0301955291	0.0	0.0	0.0149621	-0.051562	0.111951	-0.000127941	-0.000716623	-2.52667e-05
-1.5758288215691914	-0.8152044892531638	-0.23347507033122755	0.92157769	17.42834663	0.87388831	0.07823600499999998	-0.0250085116	0.023438791400000002	0.0392620777	-0.0007055069	0.0162477503	0.0060698244999999994	-0.0398282489	0.019023893700000002	-0.0197652469	-0.0123836154	-0.0284806988	-0.0014902856	0.033612984500000005	0.0335795494	0.0335238489	0.0334459199	0.0333458141	0.0332235978	0.0330793521	0.0329131727	0.0327251697	0.032515467799999996	0.0322842061	0.032031537799999996	0.031757630499999995	0.0314626658	0.031146839300000003	0.030810360499999998	0.0304534524	0.0300763517	0.0296793084	0.0	0.0	0.0208721	-0.0254211	0.111923	0.000442486	-0.00036578	-2.71388e-05
