CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
10.77602950532287	0.00984857971092562	2.8622408277172395	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-2.14867e-08	6.97121e-10	-7.1092e-05	-0.0	0.0
5.389443817328993	-0.6822934086554096	1.3478207934400799	1.26312661	21.2850914	1.31773376	0.036307341716179	-0.06760086400000001	-0.024811439100000002	-0.005655196800000001	0.042029183600000006	0.0078419158	-0.0677310428	0.059507232599999994	-0.0032503315	0.0111895879	-0.0818311635	0.0684922352	-0.0905546418	0.06268361559999999	0.06268272009999999	0.0626812277	0.0626791383	0.0	0.0	-1.0813900000000002e-05	0.0262195	-0.000272633	-0.0	0.0
3.51739701421527	-0.14871537101250293	0.9945241266894772	1.23645413	20.83563042	1.16029644	0.0436996833	-0.06331609490000001	0.022486298	-0.0170392052	0.0605330641	-0.0281043817	-0.0126731207	0.0533175547	-0.0644544872	-0.0121276425	-0.1131317023	0.0230351855	-0.0554646318	0.0626812277	0.0626731687	0.0626597379	0.0626409364	0.0	0.00383388	-2.97172e-05	0.0438468	-0.000312756	0.000238375	-0.000165894
1.9086389697557458	-0.5193908086094373	0.19514706688909134	1.76134384	29.68060684	1.45428681	0.3701861914	-0.011959708500000001	0.0653675535	0.0005363651	-0.0367305328	-0.0666556507	0.018442376599999998	0.009664210999999999	-0.06592916809999999	0.0075358656	-0.0532807471	0.141222278	0.046321586399999996	0.06267645200000001	0.0626540674	0.06261676570000001	0.0625645558	0.0	8.66558e-05	0.213697	0.0597601	-0.00205881	0.000504956	0.00055745
2.487149724320929	1.3667963552001954	1.532498125533314	1.40880287	23.73989868	1.54122448	0.3137687558	0.0176220306	0.0492491972	-0.0137749572	-0.0563936509	-0.09100337189999999	-0.0424938715	-0.053225298	-0.066637142	-0.20026164850000003	-0.1128487084	0.1177051834	0.07605831519999999	0.0626692886	0.0626254191	0.0625523259	0.062450043200000006	0.0	-0.0195379	0.131839	0.0908476	-0.00327533	0.00291241	0.00055745
2.231535174206836	1.2198472749408296	1.3475162456171403	2.63256955	44.36172867	2.9844265	0.624169915	0.0295607121	0.0277741615	-0.023524335099999998	-0.043266378700000004	-0.09157564800000001	-0.1486133608	-0.0830460366	-0.0147910629	-0.20056250539999998	-0.36188568909999996	0.0511112822	-0.013963308600000002	0.0626597379	0.06258722809999999	0.0624664405	0.0622974683	0.0	-0.059484	0.00879881	0.11119200000000001	-0.0037989	0.0106608	1.26255e-05
0.83007440164102	0.6818736842785351	0.8857381183755167	1.6428206	27.68335724	1.71982801	0.25984768499999994	0.0529244046	-0.0015703497	-0.0079612612	0.020549819	-0.0831125458	-0.1624372958	-0.0848173102	0.009313022800000001	-0.1467550724	-0.268767833	0.0102466489	-0.059470405700000006	0.06264780019999999	0.0625395002	0.0623591389	0.0621069241	0.0	-0.049177	0.00883572	0.136512	-0.00334583	0.00735096	-0.00070814
0.23779553718249516	0.26191917295772005	0.6194397323769129	1.88497603	31.76394653	1.96731138	0.339019255	0.0601514846	-0.0287053086	-0.0174375564	0.0601163745	-0.1203905743	-0.0791529701	-0.0790776305	0.0319753468	-0.048836324400000006	-0.1402842143	-0.11673397619999999	-0.0943291444	0.062633476	0.062482242800000004	0.062230457999999995	0.0618785268	0.0	-0.0280041	-0.0385055	0.117448	-0.00250177	0.00379103	-8.33073e-05
0.15523474320965985	0.2954829833610234	0.3379751859580019	1.30255389	21.94948387	1.18555355	0.21029351500000001	0.040708513700000004	-0.0326555282	-0.0041313224	0.0395930819	-0.116454062	-0.0706407542	-0.0469665527	0.0561539822	-0.0833524244	-0.10807399220000001	0.0331607277	-0.05255108519999999	0.06261676570000001	0.0624154646	0.062080441900000005	0.0616124154	0.0	-0.0165931	0.0669769	0.117507	-0.00297599	0.00282126	0.000339525
1.0810691794881486	0.5497987728651661	0.6159525767971626	1.12893271	19.0237751	1.09867275	0.1350794	0.0336931705	-0.025110724700000003	-0.0059911194	0.036305816	-0.1326769327	-0.035662135299999995	-0.032446888	0.029406472799999996	-0.1059087795	-0.0637562712	0.0975610861	-0.0402907467	0.0625976702	0.062339175700000006	0.061909142	0.0613087524	0.0	-0.0150373	0.08268409999999998	0.0787536	-0.00210007	0.00211592	0.000339525
