WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	X	Y	Z	RotX	RotY	RotZ
2266.582763671875	1263.495361328125	n/a	n/a	n/a	n/a	-0.038622831	-0.016289676399999998	0.021132864900000003	-0.055907253399999995	0.1703603098	-0.0968344275	-0.0798057623	-0.37975262649999997	0.0436966858	-0.0589237613	0.0832429656	-0.07338743610000001	0.0987700601	0.09876136140000001	0.0987468643	0.09872656949999999	0.0987004782	0.111923	0.152711	-0.331798	0.00539918	1.57589e-05	0.00243678
597.7869262695312	-220.01596069335938	1.23073494	24.03242874	1.11212277	0.08054569500000003	0.04542853349999999	-0.024968087799999997	0.0064480991	-0.0701325974	0.1286946332	-0.029795589100000002	-0.10663999380000001	-0.2824446364	0.047250689000000005	-0.0147705061	0.10625026189999999	-0.0109933051	0.0987468643	0.098668592	0.098538184	0.09835570939999999	0.0981212645	0.12152	0.166913	-0.351023	0.0058767	-0.000174295	0.00235392
-824.1964721679688	-1673.2772216796875	1.2055881	23.54138756	1.05604255	0.14511905	-0.054909491500000004	0.037619018500000004	0.0553688454	0.04602712900000001	-0.034520504	-0.0299386369	-0.1320461496	-0.1552044823	0.1450825636	-0.0378058516	0.0372642479	-0.1262968247	0.0987004782	0.0984831402	0.0981212645	0.0976153824	0.09696623630000001	0.0989572	0.111244	-0.338454	0.00584645	0.00016744	0.00163954
-250.14854431152344	-816.00732421875	1.33614254	26.09071159	1.08655226	0.145656633	0.0283491573	-0.0438455265	0.0726100579	-0.0776800961	-0.0503213507	0.0718973106	-0.0618451969	-0.1465958083	0.0303449156	0.0081510934	0.0002021735	-0.057417166799999995	0.09863091269999999	0.09820518019999999	0.0974969869	0.0965083695	0.0952421716	0.0714283	0.0623668	-0.312669	0.00573565	4.00934e-06	0.00104446
-194.53814697265625	736.2939453125	1.36548316	26.66364098	1.14358366	0.088776133	0.049627095499999996	0.0754063622	0.0499224844	0.15002322029999998	-0.004261915	0.0015758916	-0.0729674541	-0.0625564138	-0.0166201565	0.0291527312	0.0187876953	-0.16431482949999998	0.098538184	0.0978349733	0.0966666703	0.095038829	0.09295918800000001	0.0560292	0.0690588	-0.302027	0.00507737	0.00041194	0.00109911
-456.333984375	-12.467376708984375	1.39764571	27.29167747	1.13312161	0.13619065000000002	-0.0602079747	-0.0791912858	0.012357513700000001	-0.0252300737	0.064928661	0.0103564032	-0.1062875732	-0.0145503785	0.0607071185	-0.056117989199999996	0.052247756	-0.0268615517	0.0984223141	0.09737286699999999	0.09563206949999999	0.0932122813	0.0901306829	0.0472093	0.087177	-0.300361	0.00339466	0.000695061	0.00128501
130.33891296386722	366.4900817871094	1.37776637	26.90349579	1.16504419	0.19825755	0.0651248743	-0.0518397164	-0.0094239384	-0.0393992896	0.0532969875	-0.0011625755	-0.0367848849	-0.006806916	-0.0517435796	-0.0261108939	0.0749456605	-0.107625941	0.0982833301	0.09681929550000001	0.0943953709	0.0910355875	0.0867732551	0.0315284	0.0698248	-0.238037	0.00205674	0.0012292500000000003	0.00109911
138.01181030273438	20.04132080078125	1.36058843	26.56806183	1.11623859	0.21195695	0.1015172828	0.07815724980000001	0.0507354197	0.08765433	-0.0559662663	0.0165150974	0.0157468092	-0.0541942158	-0.08511945359999999	0.09073178400000001	0.0069088739	-0.0255189758	0.0981212645	0.09617477880000001	0.09295918800000001	0.08851692439999999	0.0829066074	0.0166479	0.0428465	-0.208507	0.00405674	0.0008007809999999998	0.000716216
-152.75279235839844	-833.219970703125	1.4462465	28.24069786	1.18040454	0.15719794999999998	-0.0716604666	0.08343835179999999	-0.0354296979	-0.0113170184	0.1013252026	0.07774385730000001	0.00043976160000000004	-0.0166491099	0.0137408524	0.027510387999999997	-0.0256792498	0.1105982263	0.0979361556	0.09543992230000001	0.0913265559	0.0856657531	0.07855343070000001	0.0158861	0.0280275	-0.154836	0.00243063	0.000736365	0.000647819
-76.89237976074219	-938.9187622070312	1.31712961	25.71944618	1.10148036	0.10805902	-0.0992467049	-0.033352656	0.0572611667	-0.0840526439	0.011932235900000001	0.0477018097	-0.08154576870000001	0.0345508412	0.0661559023	-0.0870701021	0.0469613574	0.1520205704	0.0977280468	0.0946154162	0.08950092470000001	0.08249278389999999	0.0737392712	0.007759679999999999	0.0668731	-0.12468000000000003	0.00209448	0.000967329	0.000596313
363.843017578125	-186.9613342285156	1.23397589	24.09571457	1.08148885	0.13754267000000003	-0.052699399699999996	-0.0784203389	0.013397649099999999	0.010945884599999999	-0.0416109128	-0.17238694559999998	-0.0116518886	-0.0130246645	-0.0028348755	-0.0894669138	-0.0199651658	0.0457598362	0.0974969869	0.0937020351	0.08748615259999999	0.0790099358	0.0684923804	0.0104419	0.0335185	-0.127789	0.000560563	0.000838877	0.000290745
293.51593017578125	-605.41015625	1.2162329	23.7492485	1.03035843	0.17991798	0.0616397719	-0.0872764857	-0.019924484699999998	-0.025206361	-0.0102832382	0.0191677708	0.0312832019	0.0529499036	-0.079247234	-0.023249313799999997	0.09738310970000001	0.0002188952	0.0972430302	0.0927006369	0.0852864973	0.075230292	0.0628435491	0.00566372	-0.0231844	-0.08222659999999998	0.0017801099999999997	0.000736366	0.000155313
