WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
12843.123046875	17064.337890625	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
339.89697265625	5835.3125	1.18825316	31.88111687	1.24469352	0.3106438	0.0087066043	-0.0222240258	-0.0009784711	0.070709232	0.0400146067	0.0026139466	-0.0103471842	-0.006497851800000001	0.0535411292	-0.0141847391	0.07564745099999999	-0.0253705723	0.05255870940000001	0.0525583383	0.052557719800000006	0.0525568539	0.0525557406	0.0525543799	0.052552771799999995	0.052550916399999995	0.0525488135	0.0525464634	0.0525438658	0.05254102099999999	0.0525379288	0.0525345893	0.0525310025	0.0525271685	0.0525230872	0.05251875860000001	0.0525141829	0.052509359900000004	0.0	0.0140697	0.0419984	-0.0396767	0.0016967	0.00120687	0.00139441
-648.015625	1493.100341796875	0.8626498	23.14510155	0.78959531	0.16827491	0.0114923092	-0.0039193956	0.014781501599999998	0.0577655401	0.017587133	0.018158653	-0.0191874468	-0.0036823828000000004	0.0147384869	-0.037488321899999996	0.011933893000000001	-0.0016202895000000002	0.052557719800000006	0.0525543799	0.0525488135	0.05254102099999999	0.0525310025	0.05251875860000001	0.052504289800000006	0.0524875966	0.05246867980000001	0.0524475402	0.052424178700000004	0.0523985962	0.0523707939	0.0523407729	0.0523085346	0.052274080099999995	0.0522374112	0.052198529199999996	0.0521574358	0.052114132800000004	0.0	0.0106682	0.00903464	0.0164623	0.0010675	0.00101648	0.000698587
-962.11669921875	696.76318359375	0.86027414	23.08136177	0.71094704	0.08857206	-0.0162210949	0.0452573953	0.01608842	-0.0581965591	0.0038142831	0.023145218500000002	-0.036362049199999996	-0.0030869271	-0.0061025803	-0.0167330075	-0.0018097420999999999	-0.0233965975	0.0525557406	0.0525464634	0.0525310025	0.052509359900000004	0.052481538	0.0524475402	0.0524073704	0.0523610334	0.0523085346	0.0522498801	0.052185077	0.052114132800000004	0.0520370558	0.051953855199999996	0.0518645408	0.0517691229	0.051667613	0.0515600228	0.0514463652	0.051326653300000004	0.0	0.00234823	0.00493225	0.0648998	0.000958307	0.00100195	0.000268066
-1510.46728515625	1871.11328125	0.76160127	20.4339447	0.70002443	0.07046406	-0.0065070287	-6.0111599999999996e-05	0.020087216	-0.0614257096	-0.0111571797	0.0012627814	-0.018349675	0.0061647572	-0.023787699500000002	-0.0369387196	-0.0304377848	-0.022882051299999998	0.052552771799999995	0.0525345893	0.052504289800000006	0.0524618802	0.0524073704	0.0523407729	0.0522621031	0.0521713792	0.052068622	0.051953855199999996	0.051827105400000004	0.0516884018	0.0515377763	0.0513752637	0.05120090150000001	0.051014729800000005	0.0508167918	0.0506071329	0.0503858015	0.0501528488	0.0	0.00388429	-0.0190788	0.0420501	0.00128315	0.00100195	0.000151564
-874.00537109375	3175.776123046875	0.91459376	24.53877068	0.78111571	0.0924113122	-0.005595662800000001	-0.0185249575	0.0058238147999999995	-0.0442292668	0.0322244603	-0.0130556167	-0.0189974921	0.016380551599999998	-0.017371037	-0.0185725053	0.035499449700000005	-0.0375141875	0.0525488135	0.05251875860000001	0.05246867980000001	0.0523985962	0.0523085346	0.052198529199999996	0.052068622	0.0519188625	0.0517493079	0.0515600228	0.051351079400000006	0.051122557199999995	0.050874543499999994	0.0506071329	0.0503204271	0.0500145357	0.049689575199999995	0.04934566940000001	0.0489829496	0.048601554000000005	0.0	8.958779999999998e-05	0.00196877	0.00506246	0.000958307	0.000715165	0.000151564
-1798.16845703125	-1490.936279296875	1.45348024	38.9972229	1.22388887	0.2172656699	0.0045308231	0.0010559223	0.014517701200000002	0.0289981292	-0.007600128	0.028280871200000002	0.007955335	-0.028085515800000002	-0.005672919300000001	-0.0498379398	-0.0227665165	-0.0080271244	0.0525438658	0.0524989725	0.052424178700000004	0.052319527000000005	0.052185077	0.0520209053	0.051827105400000004	0.051603787699999994	0.051351079400000006	0.0510691243	0.0507580831	0.050418133	0.0500494675	0.0496522966	0.0492268466	0.0487733597	0.048292094199999996	0.0477833242	0.0472473396	0.0466844454	0.0	7.26879e-05	0.0638627	0.0384089	0.00230699	0.000310211	-0.000534967
-857.14404296875	-3029.460693359375	2.50572348	67.22916412	1.91780972	0.8434102496	-0.0080513876	0.0885370589	-0.1139494529	0.0173306876	-0.056525934699999995	0.035057893199999995	0.020441754399999998	-0.0904614333	0.0146673719	-0.020973343999999998	-0.0796850733	0.06737512679999999	0.0525379288	0.0524752324	0.0523707939	0.0522246963	0.0520370558	0.0518080218	0.0515377763	0.051226534299999994	0.050874543499999994	0.050482083899999995	0.0500494675	0.049577038600000005	0.049065173	0.0485142777	0.0479247911	0.0472971821	0.046631949900000004	0.045929623600000004	0.0451907619	0.0444159527	0.0	6.59883e-05	0.08947249999999998	0.084302	0.0162969	-0.000973783	-0.000370858
-1437.11962890625	950.139404296875	2.74300218	73.59540558	2.10103798	1.2129292017	-0.0775669611	-0.0005979294	0.0005554956	-0.0434917095	-0.0826053806	0.0350964483	-0.0534436936	-0.051564203899999994	-0.0266101269	-0.0154103177	-0.012793922	-0.052697120599999994	0.0525310025	0.0524475402	0.0523085346	0.052114132800000004	0.0518645408	0.0515600228	0.05120090150000001	0.050787557000000004	0.0503204271	0.0498000066	0.0492268466	0.048601554000000005	0.0479247911	0.0471972746	0.046419775	0.045593115499999996	0.044718171699999996	0.043795870199999996	0.0428271878	0.0418131502	0.0	0.0811365	-0.00534994	0.238515	0.00190665	-0.00127112	0.00259802
-2026.220703125	1460.614501953125	1.80865872	48.52674866	1.63772225	0.4756024899999999	-0.0469521496	-0.0596472855	-0.023916589199999998	-0.0447887692	-0.020468016000000002	0.014006233600000001	0.003467493	-0.0180204263	-0.0717242692	0.001201601	-0.0594640751	-0.043387337699999994	0.0525230872	0.0524158979	0.0522374112	0.051987869699999995	0.051667613	0.0512770766	0.0508167918	0.0502873846	0.049689575199999995	0.0490241767	0.048292094199999996	0.047494323600000006	0.046631949900000004	0.0457061462	0.044718171699999996	0.0436693705	0.042561169	0.0413950747	0.0401726737	0.038895628700000004	0.0	0.0636699	0.135674	0.0786938	0.00281689	-0.00180161	0.0008929349999999998
