CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
10.09677592364199	-0.5163057476993915	1.8979201867992237	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00357428	0.0	0.0	-0.0	0.0
4.584313337947256	-0.6703010004878234	0.6367766016339061	0.93868434	17.59836578	0.98047799	0.08322526999999999	-0.00024617240000000004	0.0191797496	-0.0045375282	-0.0316121931	0.0145181554	-0.0250092044	-0.0020647721	0.0251155967	-0.0038417266	0.0026897325	-0.0232148475	0.0160747657	0.0331952941	0.0331952568	0.0331951946	0.033195107599999996	0.0331949957	0.033194859	0.0331946974	0.0331945109	0.0331942995	0.0331940633	0.0331938023	0.033193516400000005	0.0331932056	0.033192869900000005	0.0331925094	0.033192123999999996	0.0331917138	0.0331912787	0.0331908187	0.0	0.0	0.0481078	0.0180291	-0.000413253	-0.0	0.0
1.0933102837784991	-0.6443431269386186	0.0031907364999370635	0.94804585	17.77387428	0.89870054	0.13501465	-0.0069677686	0.0160651768	-0.015882501299999997	-0.022477829900000003	0.011964621200000001	-0.0105987731	0.0011697613	0.0186448769	0.008882513100000001	0.022441466400000002	-0.0104056114	0.0223350618	0.0331951946	0.033194859	0.0331942995	0.033193516400000005	0.0331925094	0.0331912787	0.033189824300000004	0.033188146099999996	0.0331862442	0.0331841185	0.0331817692	0.033179196200000004	0.033176399599999996	0.0331733793	0.0331701354	0.0331666678	0.0331629767	0.0331590621	0.0331549239	0.0	0.0	-0.0298952	0.0333983	0.000419596	-0.0	0.0
-0.7948727132682412	-0.7966422988618488	-0.26028646242124565	0.82370526	15.44274902	0.8166815	0.0531790062	-0.009129019399999999	0.0151455651	-0.026003917	-0.0099543765	0.0151066007	-0.009731409	0.0094831321	0.0097551688	0.0154015209	0.0170186417	0.0049590115	0.0058095826	0.0331949957	0.0331940633	0.0331925094	0.0331903339	0.033187537	0.0331841185	0.0331800788	0.0331754177	0.0331701354	0.0331642319	0.0331577075	0.033150562200000004	0.0331427961	0.0331344094	0.0331254023	0.033115774900000006	0.0331055274	0.03309466	0.0330831729	0.0	-1.76062e-05	-0.0168625	0.051576	0.00067767	1.96182e-23	-0.000180946
-1.7610219741518378	-0.6933178546630564	-0.2953447977240272	0.76657277	14.37163448	0.7850135	0.0653089482	-0.0073959049	0.0107439389	-0.030808911600000002	-0.010168580200000001	0.0094737058	-0.0063403503	0.0068675854	0.013398745200000001	0.014572753899999999	0.019707878300000002	0.0010808497999999999	0.0029313993	0.0331946974	0.033192869900000005	0.033189824300000004	0.033185560499999996	0.0331800788	0.0331733793	0.0331654623	0.0331563281	0.033145977	0.0331344094	0.0331216258	0.0331076265	0.033092412200000004	0.0330759833	0.0330583405	0.0330394844	0.0330194157	0.0329981351	0.0329756435	0.0	0.000580942	0.0165624	0.0602696	0.0007643129999999998	0.000184249	-2.64698e-23
-1.4851134496890446	-0.3979148861392233	0.021200193938253342	0.87512982	16.40685081	0.87428635	0.150695562	-0.0009500033	0.007964854	-0.0343437842	-0.0112290283	0.028531304599999998	-0.0246135802	0.0031572402	0.0081412206	0.0153786819	0.0138602359	0.0038679072	-0.0044464557	0.0331942995	0.0331912787	0.0331862442	0.033179196200000004	0.0331701354	0.0331590621	0.033145977	0.033130881	0.033113775	0.03309466	0.0330735372	0.0330504078	0.0330252733	0.0329981351	0.032968995	0.032937854700000005	0.032904716	0.032869581099999996	0.0328324519	0.0	-0.00141837	0.08820809999999998	0.0418259	0.00170873	0.000411969	0.0
-1.5498632457346475	-0.6691398772427299	-0.10522129727636388	0.79219449	14.85198784	0.8235203	0.12664857	0.0060717975	0.0078525266	-0.0279972962	-0.0178943535	0.013806742	-0.0130623674	0.0102687324	0.0095674873	0.0156436474	0.0265438042	0.012213471699999999	-0.005672805	0.0331938023	0.0331892897	0.0331817692	0.0331712415	0.0331577075	0.0331411684	0.0331216258	0.0330990814	0.0330735372	0.0330449956	0.0330134592	0.0329789307	0.0329414134	0.0329009107	0.0328574262	0.0328109638	0.032761527799999995	0.032709122599999994	0.032653753	0.0	-0.00709964	0.0141957	0.0289295	0.00143238	0.000551567	-0.000265222
-1.7398408916982133	-0.6880280673170633	-0.2021121912955348	0.83215868	15.60123253	0.82550406	0.05593041	0.0045597807	0.0140561467	-0.023646079700000003	-0.012733629	0.0127804046	0.007791115899999999	0.0084115039	0.006638065899999999	0.014478685500000001	0.0303310866	0.0154095636	0.0077290047	0.0331932056	0.033186903	0.033176399599999996	0.0331616967	0.0331427961	0.0331197003	0.033092412200000004	0.0330609352	0.0330252733	0.032985431	0.0329414134	0.0328932261	0.0328408751	0.032784367	0.032723709100000005	0.032658909	0.0325899749	0.0325169155	0.032439740099999996	0.0	-0.00360169	-0.00965041	0.0413435	0.00167493	0.000563086	-0.000195844
-1.9001206144474077	-0.5285433306167259	-0.2431512681329021	0.87724268	16.44646263	0.80938739	0.062973135	0.0066276841000000005	0.0197830152	-0.013034933700000001	-0.005374054499999999	0.0183444128	-0.007732784499999999	0.0051586963000000005	0.0116329964	0.020471773000000002	0.0210138159	0.0133185446	-0.0012810103	0.0331925094	0.0331841185	0.0331701354	0.033150562200000004	0.0331254023	0.03309466	0.0330583405	0.0330164498	0.032968995	0.0329159842	0.0328574262	0.0327933309	0.032723709100000005	0.032648572599999995	0.032567934	0.032481807	0.032390205899999996	0.0322931463	0.032190644500000004	0.0	0.008425149999999998	0.0143945	0.0518487	0.00154743	0.000473462	-8.50443e-05
-1.2409112157695332	-0.5037337354167836	-0.4944299490894505	0.86840582	16.28079033	0.79894543	0.054582345	0.0081889252	0.025476955699999998	-0.0073582278000000004	-0.0020348399	0.018357775	-0.0064129323	0.003977574	0.015075058	0.025143212400000003	0.0278855122	0.0117354408	0.0074839349	0.0331917138	0.0331809364	0.0331629767	0.0331378386	0.0331055274	0.0330660503	0.0330194157	0.032965633700000004	0.032904716	0.0328366758	0.032761527799999995	0.032679288199999997	0.0325899749	0.0324936072	0.032390205899999996	0.0322797935	0.0321623938	0.032038032200000004	0.0319067357	0.0	-0.00262871	0.0489141	0.051038	0.00144346	0.000482226	-0.000136274
