CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
14.381651316335075	0.8501964385527868	4.009575607929174	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
8.184150988922745	0.5570856169599969	2.516837480457028	1.02240086	19.63150406	0.99827874	0.1034030464	-0.0220688677	-0.0102011593	-0.0038057459999999996	0.028001428999999998	-0.017491565900000002	0.0150242237	-0.0048773843	0.0030995222999999996	-0.0014779847	0.0211412063	-0.0220455455	0.0352093255	0.0333333206	0.0333332826	0.0333332191	0.0333331303	0.033333016	0.0333328764	0.0333327114	0.033332521000000004	0.0333323053	0.0333320641	0.0333317976	0.0333315056	0.0333311883	0.0333308457	0.0333304776	0.033330084100000004	0.0333296653	0.0333292211	0.033328751499999996	0.0	2.21964e-05	-0.0399681	0.0218145	0.000571281	-0.000260684	0.0
5.697467983636121	0.5309866430333472	2.0426787987610795	0.95720565	18.37966537	0.86276793	0.0752823164	-0.0197152042	0.003164825	0.0171083897	0.032360686	-0.0139266494	-0.0029513639	-0.0029039705	0.012226929	-0.0247887119	0.0014260966	-0.022513214500000003	0.035552542400000005	0.0333332191	0.0333328764	0.0333323053	0.0333315056	0.0333304776	0.0333292211	0.0333277361	0.0333260228	0.033324081	0.0333219108	0.0333195123	0.033316885299999995	0.033314030099999996	0.0333109465	0.0333076345	0.0333040943	0.0333003259	0.0332963292	0.0332921043	0.0	0.0	-0.008547229999999998	0.0503194	0.000525278	-0.0	0.0
4.310845585030364	0.3929437808676291	1.5048911833263188	0.91953075	17.65625572	0.85410857	0.13711279057000003	-0.014140663000000001	0.0096461495	0.0357540855	0.0319883563	-0.0052616519	0.023212707000000003	-0.0027527282	0.0097046366	-0.031207771699999998	0.0033476258	-0.0250137382	0.025822783399999997	0.033333016	0.0333320641	0.0333304776	0.0333282565	0.033325400899999996	0.0333219108	0.0333177864	0.033313027599999996	0.0333076345	0.0333016074	0.0332949462	0.033287651200000004	0.0332797224	0.0332711599	0.0332619641	0.033252135	0.0332416728	0.0332305778	0.033218850099999996	0.0	7.910569999999998e-06	0.0666769	0.041761	-0.000119878	-0.000251001	-0.00017029
3.1491557066407667	0.31368787645542273	1.197985561989003	0.78161556	15.00809383	0.76830781	0.044455374830000005	-0.0121530005	0.0133477189	0.048811517	0.0314246185	-0.0080058655	0.0339277579	-0.0001968813	0.0123713677	-0.0449440625	-0.0094674838	-0.031047565	0.0198927801	0.0333327114	0.0333308457	0.0333277361	0.033323383	0.0333177864	0.0333109465	0.0333028635	0.0332935379	0.0332829699	0.0332711599	0.0332581084	0.0332438159	0.0332282829	0.033211509900000005	0.033193497599999996	0.0331742467	0.033153757799999996	0.0331320318	0.033109069500000005	0.0	1.18354e-05	0.0685881	0.0504015	-0.000476834	-0.000100252	0.0
2.0809732073640763	0.2632064708661	0.965646854200466	0.83524501	16.03785324	0.79450488	0.1290681646	-0.008598195	0.014648583100000001	0.0502161932	0.0239739664	-0.0047968182	0.003045193	0.0018873919	0.0074774616000000006	-0.0529660029	-0.0192792536	-0.025395921800000002	0.024530367999999997	0.0333323053	0.0333292211	0.033324081	0.033316885299999995	0.0333076345	0.0332963292	0.0332829699	0.0332675576	0.0332500932	0.0332305778	0.0332090125	0.0331853988	0.0331597381	0.0331320318	0.0331022819	0.03307049	0.0330366582	0.0330007886	0.0329628833	0.0	0.00773212	-0.008161599999999998	0.06559710000000002	1.09656e-05	-0.0	0.0
1.3774397860301004	0.25059587966504776	0.8526666989739906	0.7689116	14.76416111	0.76935917	0.0424739716	-0.0060059761	0.0068518712	0.059828923	0.0212384444	-0.0064853591	-0.0085784704	0.0025986303	0.007007995899999999	-0.0542318591	-0.0175630926	-0.0230911266	0.021361334	0.0333317976	0.0333271904	0.0333195123	0.0333087639	0.0332949462	0.0332780606	0.0332581084	0.0332350917	0.0332090125	0.0331798733	0.0331476766	0.0331124255	0.0330741232	0.0330327733	0.0329883796	0.032940946	0.032890477200000004	0.0328369775	0.0327804521	0.0	3.55884e-05	-0.00810013	0.0692533	0.000389785	-0.000242376	0.0
1.0616971576915426	0.06623177977545641	0.7913473605720097	0.80029273	15.36672211	0.77499789	0.07078109160000001	-0.0071262377	0.0098055371	0.062330181500000005	0.0109790451	-0.0025850397	-0.0126853085	0.00739102	0.0079478191	-0.053964786900000006	-0.0253256069	-0.0148357965	0.007445851999999999	0.0333311883	0.0333247536	0.033314030099999996	0.033299019	0.0332797224	0.0332561426	0.0332282829	0.033196146600000004	0.0331597381	0.033119061899999996	0.0330741232	0.033024927999999995	0.0329714825	0.0329137936	0.0328518686	0.032785715699999995	0.0327153432	0.0326407604	0.0325619766	0.0	0.0062242	0.0142075	0.0670453	-0.000169376	-0.0	0.0
1.3586035910727496	0.06721722000467213	0.7905199089282291	0.9548136	18.33373451	0.82614589	0.08730511649999999	-0.009096627	0.0233342657	0.057216632	0.0004143367	-0.0045811223	0.0282199463	0.014852128899999999	0.0088577851	-0.0524037301	-0.0353162449	-0.0122461375	0.0167016135	0.0333304776	0.0333219108	0.0333076345	0.033287651200000004	0.0332619641	0.0332305778	0.033193497599999996	0.0331507298	0.0331022819	0.033048162	0.0329883796	0.032922944700000005	0.0328518686	0.0327751636	0.0326928427	0.03260492	0.0325114107	0.0324123307	0.032307697	0.0	2.73335e-05	0.0617702	0.0671005	-0.000680852	-0.000158331	0.0
1.6975363690100198	0.2067034839750276	0.8542074686468508	0.93071806	17.87106705	0.81983435	0.03121166018	-0.0073893371	0.0278843091	0.049918339299999996	-0.011494208600000002	-0.010365793	0.0176441604	0.0089043726	-0.0024900783	-0.0461899747	-0.0499184704	-0.0041706198	0.0052077788	0.0333296653	0.033318662	0.0333003259	0.033274660899999996	0.0332416728	0.0332013688	0.033153757799999996	0.033098850299999996	0.0330366582	0.0329671954	0.032890477200000004	0.032806520299999996	0.0327153432	0.0326169662	0.0325114107	0.0323987	0.032278859	0.0321519139	0.0320178929	0.0	-4.71668e-06	0.0645054	0.0670502	-0.000388635	1.14242e-05	0.00010591
1.2171781825777477	0.2428146966179077	0.5804764145816474	0.89749593	17.2331562	0.79449987	0.05885962668000001	-0.0065073772	0.027161083399999997	0.0432660329	-0.0245835119	-0.0060208778	0.0053752346	0.0081872297	-0.000574637	-0.032203305099999996	-0.0504855402	-0.0024184741	0.0054544312	0.033328751499999996	0.0333150072	0.0332921043	0.0332600489	0.033218850099999996	0.033168519	0.033109069500000005	0.033040518	0.0329628833	0.0328761867	0.0327804521	0.0326757058	0.0325619766	0.032439295800000004	0.032307697	0.0321672165	0.0320178929	0.0318597672	0.031692882900000004	0.0	0.00799448	0.0384704	0.0669964	-6.62006e-05	-0.000134381	7.8717e-05
0.8138682944985518	0.011795648018885165	0.6709568022750856	0.81209821	15.59340286	0.78405529	0.074376915	-0.0047252212	0.0230423796	0.0387348027	-0.0329253853	-0.0001592767	-0.0092165371	0.014065711000000002	0.0003114475	-0.0292559315	-0.047803352199999996	0.0117807424	-0.0005195171	0.0333277361	0.0333109465	0.0332829699	0.0332438159	0.033193497599999996	0.0331320318	0.0330594393	0.0329757444	0.0328809752	0.0327751636	0.032658345	0.032530558700000003	0.0323918477	0.0322422584	0.0320818412	0.031910649900000004	0.031728742000000004	0.0315361786	0.0313330244	0.0	0.00475459	-0.00372045	0.0751198	0.000315716	-0.000101835	8.070989999999998e-05
1.0047930980861832	0.05448419653127351	0.7541105993411518	0.93977165	18.04490852	0.79106259	0.090470355	-0.0046937521	0.0212325114	0.0194682828	-0.0474366238	-0.004097169	-0.0016865526	0.014360006100000001	-0.0002171622	-0.0139003531	-0.0491277662	0.026704956800000002	0.0070908965	0.0333266193	0.0333064798	0.0332729231	0.0332259626	0.0331656173	0.0330919114	0.0330048747	0.032904542200000005	0.0327909543	0.032664156800000003	0.0325242008	0.0323711427	0.032205044	0.032025971800000004	0.031833998100000004	0.0316292004	0.031411661	0.0311814677	0.0309387131	0.0	0.0165961	0.008988839999999998	0.0669324	0.0008726269999999998	0.000101506	0.000475101
0.8314400811917986	0.2085245654058498	0.8076009196981571	0.97071368	18.63903809	0.85010672	0.16596719149999997	-0.000185377	0.007630769	0.0075944653	-0.0351757212	0.0005990573000000001	0.008766901	0.0134086469	-0.0043637124	0.0063939858	-0.0366351685	0.023434665499999997	-0.0050014672	0.033325400899999996	0.0333016074	0.0332619641	0.033206489900000004	0.0331352113	0.033048162	0.032945383700000004	0.0328269251	0.0326928427	0.0325432002	0.032378069	0.0321975275	0.032001661800000004	0.031790565	0.0315643376	0.031323087400000005	0.031066929	0.0307959844	0.030510382599999997	0.0	0.00712249	0.10423	0.0695653	7.37957e-06	0.000255934	0.000322386
1.0074650853548894	0.20101652281782184	0.9431201793127736	0.90010887	17.28332901	0.82521397	0.08589075149999999	-0.0014646111999999998	0.0011861725999999999	0.0045842196	-0.0315193041	0.0057514294999999995	0.0169451961	0.0132755504	-0.0026053402	0.0177351002	-0.0293977287	0.0194922654	-0.015093522600000001	0.033324081	0.0332963292	0.0332500932	0.0331853988	0.0331022819	0.0330007886	0.0328809752	0.0327429084	0.0325866646	0.0324123307	0.032220003399999995	0.032009789500000004	0.0317818057	0.0315361786	0.0312730445	0.0309925495	0.0306948493	0.030380109199999998	0.030048503900000002	0.0	0.009505520000000003	0.128407	0.0668724	0.0010745	0.000303331	0.000340625
0.5475508097606996	0.2516280160116213	0.8218190716556901	0.95846194	18.40378761	0.86049241	0.16998247999999996	0.0012348286	-0.0082858605	-0.0015468038	-0.030598961	0.0074141216	0.0126336056	0.0163364131	0.0060579701	0.0149067412	-0.0186067998	0.0257108938	-0.0222468089	0.0333226596	0.0332906452	0.0332373108	0.0331626903	0.0330668317	0.0329497962	0.032811659	0.0326525083	0.0324724462	0.032271588	0.0320500623	0.031808011000000004	0.031545589	0.031262964500000004	0.0309603184	0.0306378446	0.0302957496	0.0299342525	0.0295535848	0.0	0.00507189	0.0195636	0.0497413	0.00125063	0.000896279	0.000318216
0.3717227431279213	0.2532593484707913	1.0155268634044314	0.86214435	16.55435753	0.81285793	0.08586968000000002	0.0004935798999999999	-0.0107176274	-0.0021720436	-0.0389836706	-0.0016704526	-0.0038162181	0.0151709503	0.0063135145	0.0158859583	-0.0243980517	0.027409137599999998	-0.0089784487	0.0333211367	0.033284555699999996	0.0332236171	0.033138365499999996	0.0330288632	0.0328951905	0.0327374452	0.0325557426	0.0323502158	0.0321210151	0.0318683083	0.0315922803	0.031293133199999996	0.030971085699999998	0.0306263737	0.030259249300000002	0.0298699812	0.0294588543	0.0290261695	0.0	0.00871644	-0.008084229999999998	0.0589583	0.00176017	0.000705919	0.00011091
0.7927034198898041	0.6028651195603492	1.5211349361690534	1.00031352	19.20739555	0.93835175	0.16751424	-0.011321786	-0.021238112599999998	-0.0050469782	-0.0373236281	0.0114997737	-0.0158318975	0.0087338699	0.0112767201	0.031970277799999995	-0.0187963744	0.0082116445	-0.031171792799999997	0.0333195123	0.0332780606	0.0332090125	0.0331124255	0.0329883796	0.0328369775	0.032658345	0.0324526301	0.032220003399999995	0.0319606578	0.0316748084	0.0313626923	0.031024568199999998	0.030660716600000002	0.030271439100000002	0.0298570587	0.029417918799999998	0.0289543838	0.028466837999999998	0.0	0.00367388	0.08370719999999998	0.0667829	0.00234809	0.000676365	0.000750549
2.090371464452201	0.6958148483965813	2.152154934602021	1.19549334	22.95511627	1.03026092	0.13319432	-0.014585623700000001	0.0041893769	-0.0025001447	-0.0373420067	-0.0154846968	0.0034386621999999995	-0.0034102414	-0.0014120566	0.0270233512	-0.037096970099999994	0.0181795704	-0.0092136778	0.0333177864	0.0332711599	0.033193497599999996	0.0330848717	0.032945383700000004	0.0327751636	0.0325743702	0.0323431909	0.0320818412	0.031790565	0.031469633999999996	0.0311193475	0.030740032400000002	0.030332042400000002	0.0298957581	0.0294315864	0.028939960499999997	0.028421338799999998	0.0278762052	0.0	0.0090342	0.0176341	0.0669425	0.00120719	0.000718579	0.000701637
2.429675499850398	0.7292886677688435	2.1510061440647257	1.00859225	19.3663578	0.90127653	0.068778466	-0.016618508400000002	0.0084473949	-0.0118421468	-0.0348137175	-0.0130068509	-0.0440899788	-0.0051010426	-0.0003767335	0.0330641494	-0.029706059700000002	0.0206835531	-0.0136571369	0.033315959	0.0332638539	0.033177072599999996	0.0330557054	0.0328998789	0.0327097555	0.032485533399999995	0.0322274463	0.0319357633	0.0316107885	0.0312528606	0.0308623528	0.030439672200000004	0.0299852593	0.0294995879	0.028983164300000003	0.0284365269	0.0278602454	0.0272549206	0.0	-0.000653766	0.0115852	0.0766796	0.00164811	0.000907887	0.000937499
1.96758318048659	0.7403607916487428	2.0560238416078045	1.07987916	20.73516655	0.9085055	0.030556374000000008	-0.021192996600000003	0.0077142488	-0.0096075361	-0.027494911	0.0035925126	-0.0260440219	-0.0030125315000000003	0.016811921	0.0235213987	-0.023455759500000003	0.024766855600000002	-0.0071380186	0.033314030099999996	0.0332561426	0.0331597381	0.033024927999999995	0.0328518686	0.0326407604	0.0323918477	0.0321054189	0.0317818057	0.031421383	0.031024568199999998	0.030591820899999997	0.030123642200000002	0.0296205744	0.0290832002	0.028512142	0.0279080611	0.0272716572	0.026603667400000003	0.0	-0.00429417	0.00772028	0.0668911	0.00164811	0.000907887	0.000672248
2.8819897730747943	0.9210765096003576	1.9528422866396364	1.12272954	21.55795288	0.89316297	0.07193922999999999	-0.015671331599999998	0.0129223133	-0.0220953861	-0.0123644053	-0.0081760202	-0.019769481499999998	-0.0115598344	0.0083299397	0.0260756217	-0.0034536933	0.014567280600000001	-0.0014226885999999998	0.033311999700000004	0.0332480261	0.0331414944	0.032992541	0.032801356600000005	0.0325681858	0.0322933272	0.0319771325	0.0316200065	0.031222406299999998	0.0307848409	0.030307870299999998	0.029792105099999997	0.0292382055	0.0286468804	0.0280188868	0.0273550285	0.026656155299999998	0.0259231617	0.0	-0.0016635	0.00771672	0.055242	0.00164811	0.000427017	0.0
3.6053472763635583	0.7073673727518797	1.6116086638981009	1.03983903	19.96633911	0.89316326	0.08447387999999999	-0.0132399501	0.0098990041	-0.027283397799999998	0.006941904499999999	-0.0007722655999999999	-0.0052691081	-0.012339290400000001	0.0085108102	0.0122572275	0.0191751229	0.0125090117	-0.0095459216	0.0333098679	0.0332395045	0.0331223422	0.032958546	0.0327483466	0.0324920398	0.0321899865	0.0318426121	0.0314504055	0.031013918900000003	0.030533767000000003	0.030010625699999998	0.0294452316	0.0288383807	0.028190927400000003	0.0275037833	0.0267779158	0.0260143469	0.0252141517	0.0	-0.00133495	0.0590876	0.0332511	0.00185397	0.000436828	0.0
3.0200964820226903	0.8269601560542605	0.9820439776798899	0.96656561	18.55938911	0.85605997	0.06625190000000002	-0.0051710776	0.0144188221	-0.0274922189	0.0223266995	-0.0006864092999999999	0.01689898	-0.0106261469	0.0059765819	1.213e-07	0.0268770811	0.007388284300000001	0.0029982355	0.0333076345	0.0332305778	0.0331022819	0.032922944700000005	0.0326928427	0.0324123307	0.0320818412	0.0317018839	0.0312730445	0.0307959844	0.030271439100000002	0.0297002175	0.0290832002	0.028421338799999998	0.027715653700000002	0.0269672331	0.026177231000000002	0.0253468655	0.024477417	0.0	-0.00226175	0.0865931	0.0332407	0.00209981	0.000684088	0.000263084
1.4672497429933524	0.589374536455799	0.4710169285634032	1.01606202	19.50978851	0.84784806	0.11874115	0.0030563933000000002	0.0023043157	-0.0222498983	0.0232716504	0.014379959599999999	0.0036905224	-0.0012460859	0.0078599311	-0.00038827699999999997	0.0349529117	0.0008715481	0.0011552134	0.0333052998	0.0332212462	0.0330813141	0.0328857387	0.0326348491	0.0323290672	0.0319689073	0.031554975299999996	0.031087967400000003	0.0305686691	0.029997953900000002	0.0293767817	0.0287061974	0.0279873288	0.0272213852	0.0264096548	0.025553502999999998	0.0246543698	0.0237137677	0.0	0.00464065	0.0114755	0.0332592	0.00180845	0.000504479	0.0
0.7470592369202687	0.5284081470080576	0.39611223784752597	0.88394773	16.97301292	0.84174711	0.07644518	0.0140345571	-0.0037611552	-0.0204959374	0.0219833165	0.0042117611	-0.0102233905	-0.0015276897	-0.006116814399999999	0.00033760940000000003	0.028520540299999998	-0.0016257059	0.0078643921	0.0333028635	0.033211509900000005	0.0330594393	0.0328469299	0.0325743702	0.0322422584	0.0318512017	0.0314019151	0.030895219900000003	0.030332042400000002	0.0297134122	0.0290404604	0.0283144171	0.0275366098	0.0267084604	0.025831483	0.0249072807	0.0239375433	0.0229240435	0.0	-0.0017627299999999997	0.0293618	0.0512599	0.00118071	0.000449123	0.0
0.8677668794328501	0.2565364148941218	0.22405427863785052	1.08626497	20.85778236	0.96002734	0.18165797	0.011892628899999999	-0.0226385789	-0.0092422737	0.0220205358	0.015512266200000001	0.026849551800000003	0.0096256224	0.0019627587	0.004708780300000001	0.033578082	-0.019258733899999998	-0.0199059503	0.0333003259	0.0332013688	0.0330366582	0.032806520299999996	0.0325114107	0.0321519139	0.031728742000000004	0.031242732999999998	0.0306948493	0.030086176099999997	0.029417918799999998	0.028691400899999997	0.0279080611	0.0270694509	0.026177231000000002	0.0252331685	0.024239133	0.023197093199999998	0.022109112799999997	0.0	-0.0162181	0.137895	0.0544888	0.00150654	0.000907887	0.000324216
1.3009495514042555	0.4422039732720518	0.7593165648652495	1.33004129	25.53862381	1.10892582	0.18061265	0.013060741200000002	-0.0091881513	-0.012670176200000001	0.0239043518	-0.0094069298	0.0095447135	-0.0023080683	-0.0147569931	-0.0009154041999999999	0.0171711303	-0.017004645	0.009447012	0.033297686800000004	0.0331908233	0.0330129714	0.032764511600000004	0.0324459753	0.032058043700000004	0.0316015465	0.03107746	0.0304869053	0.029831145400000002	0.029111582799999997	0.028329756400000003	0.027487338599999998	0.026586131000000002	0.0256280611	0.024615177999999998	0.0235496482	0.0224337505	0.0212698716	0.0	-0.012507	0.0114414	0.0545009	0.00147396	0.00158975	0.00061849
