WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	X	Y	Z	RotX	RotY	RotZ
0.9333907068775388	4.396754944076374	n/a	n/a	n/a	n/a	-0.0286131724	-0.0145808947	-0.0607149874	-0.0168086483	-0.0252493054	-0.0167001426	0.037021982099999996	-0.0003565421	0.0095611708	-0.044631339000000006	-0.0222234089	0.0685790352	0.0333055776	0.033305539700000004	0.0333054765	0.033305388	0.0333052742	0.0333051352	0.0333049709	0.033304781299999996	0.0333045664	0.0333043263	0.0333040608	0.0333037701	0.033303454100000005	0.0333031129	0.0333027463	0.0333023545	0.0333019374	0.033301495099999995	0.0333010274	0.0265641	-0.25599	-0.147529	0.0031431	0.00165114	-0.000492978
0.6161959819525562	3.8932250198836034	1.17626417	20.49540901	1.0519489	0.07240139999999998	-0.0282569679	-0.0099126855	-0.0282089426	-0.0068645311	-0.0359242657	-0.014307074099999999	0.0196087778	-0.0120084789	0.0116336472	-0.0400700364	-0.0200412232	0.034617197999999995	0.0333054765	0.0333051352	0.0333045664	0.0333037701	0.0333027463	0.033301495099999995	0.0333000163	0.03329831	0.0332963763	0.0332942152	0.033291826600000005	0.0332892106	0.0332863672	0.0332832964	0.0332799982	0.0332764727	0.033272719900000004	0.0332687398	0.033264532400000005	0.0200382	-0.240824	-0.143522	0.00227919	0.001581	-0.000492978
0.4566694884219553	2.90517766536849	1.02601767	17.877491	0.93114185	0.11676185	-0.0280782299	-0.0218643464	-0.0271348616	-0.0082983096	-0.0393573864	-0.0050110566	0.0069833173	-0.0291587568	0.009735451	-0.0362817691	-0.0298727185	0.0105417375	0.0333052742	0.0333043263	0.0333027463	0.0333005345	0.0332976908	0.0332942152	0.033290107799999996	0.0332853688	0.0332799982	0.0332739961	0.033267362599999996	0.0332600978	0.0332522019	0.033243675099999995	0.033234517400000003	0.0332247291	0.0332143104	0.0332032614	0.0331915824	0.0200209	-0.224762	-0.0909166	0.00269711	0.00116508	-0.000620681
0.4578453254597243	2.492853131382429	0.97067279	16.91315269	0.86422765	0.06928379999999999	-0.026587918999999998	-0.0235926262	-0.007793013299999999	-0.0110621273	-0.045552610599999994	-0.0080678088	0.0104720363	-0.034712488199999995	0.0014676535000000001	-0.0401113459	-0.0275367942	-0.0020916823	0.0333049709	0.0333031129	0.0333000163	0.0332956812	0.033290107799999996	0.0332832964	0.033275247	0.0332659601	0.033255436	0.033243675099999995	0.0332306778	0.0332164446	0.033200976	0.033184272599999995	0.0331663351	0.0331471641	0.0331267602	0.0331051244	0.0330822573	0.0200611	-0.212889	-0.053035	0.00262557	0.0013970600000000003	-0.000706941
1.0708949145239903	2.5995321977081165	1.25950944	21.94588661	1.0279572	0.15183365	-0.0255147847	-0.0026434128	0.0022365251	-0.0113629901	-0.0365056829	-0.0303209795	0.030073363199999998	-0.0212226262	0.015340881899999999	-0.0364146325	-0.017069624499999998	-0.0100987167	0.0333045664	0.033301495099999995	0.0332963763	0.0332892106	0.0332799982	0.0332687398	0.033255436	0.0332400877	0.0332226958	0.0332032614	0.0331817857	0.03315827	0.033132715699999996	0.0331051244	0.0330754978	0.033043837799999996	0.0330101462	0.0329744252	0.032936677000000004	0.0199371	-0.171422	-0.105091	0.00216326	0.000995585	-0.000406993
0.9998644375169964	2.46651638749892	1.38014579	24.04787254	1.11262345	0.2027122	-0.0201292265	0.0215912583	0.0095884995	0.0131812366	-0.0322355992	-0.0408488422	0.0326940812	0.0014379044	0.0315140285	-0.042915827999999996	0.0124939429	-0.0060818915000000005	0.0333040608	0.0332994728	0.033291826600000005	0.0332811228	0.033267362599999996	0.033250547000000005	0.0332306778	0.0332077566	0.0331817857	0.0331527673	0.033120704300000005	0.0330855994	0.0330474559	0.0330062774	0.0329620676	0.0329148306	0.0328645707	0.0328112925	0.0327550009	0.0199501	-0.191997	-0.205955	0.0008883559999999998	0.00122175	-0.000282858
0.7764557291148833	1.8630256676772745	1.25471854	21.86240959	1.0823921	0.12374895	-0.0098996893	0.012729347	0.012380808600000001	0.0187546709	-0.0189081254	0.0017644270999999999	0.0219989323	-0.0044382852	0.025151377000000003	-0.0248801219	0.0225450081	-0.0041526419	0.033303454100000005	0.0332970462	0.0332863672	0.033271418399999995	0.0332522019	0.0332287201	0.033200976	0.0331689732	0.033132715699999996	0.0330922082	0.0330474559	0.0329984646	0.0329452405	0.0328877905	0.0328261219	0.0327602427	0.0326901613	0.032615886600000005	0.032537428199999996	0.0200222	-0.195965	-0.211224	0.00289637	0.0014532	-0.000233525
0.8057079132578929	1.646315503424093	1.11087215	19.35600853	0.93727219	0.13766805	0.0018253920000000001	0.0001009008	0.0251311955	0.015406453799999999	-0.0090529843	0.015066776	0.0276547452	-0.0087445459	0.0106447851	-0.0099750686	0.0250098329	-0.0048905338	0.0333027463	0.0332942152	0.0332799982	0.0332600978	0.033234517400000003	0.0332032614	0.0331663351	0.0331237448	0.0330754978	0.0330216024	0.0329620676	0.0328969038	0.0328261219	0.0327497342	0.0326677537	0.032580194300000004	0.0324870711	0.0323883998	0.0322841974	0.0200921	-0.160122	-0.153254	0.00351262	0.0014532	-0.000492978
0.5515559982461236	1.1350343596173	1.0554589	18.39047813	0.90446222	0.04231599999999999	0.005512326600000001	0.0046230681	0.036589652400000006	0.0141761647	0.015370881000000001	-0.0023093251999999997	0.0235569446	-7.27598e-05	0.0022737101	0.0069876549	0.0334062724	-0.0054027479	0.0333019374	0.0332909798	0.033272719900000004	0.0332471615	0.0332143104	0.033174173700000004	0.0331267602	0.0330720804	0.0330101462	0.032940971299999997	0.0328645707	0.0327809612	0.0326901613	0.032592190699999996	0.0324870711	0.0323748253	0.0322554782	0.0321290558	0.0319955859	0.0200921	-0.155675	-0.126791	0.0032845	0.0014532	-0.000492978
0.7478585129576762	1.132946930055152	1.03741872	18.07614326	0.88876539	0.12849584999999997	0.0106186923	0.017230673300000002	0.0356010648	0.0187318052	0.021913931600000002	0.019498231100000003	0.028652352000000002	0.0120575621	0.0108499319	0.0168255043	0.0346987016	-0.0207186034	0.0333010274	0.0332873402	0.033264532400000005	0.0332326102	0.0331915824	0.0331414602	0.0330822573	0.03301399	0.032936677000000004	0.0328503394	0.0327550009	0.0326506877	0.032537428199999996	0.0324152537	0.0322841974	0.0321442954	0.0319955859	0.0318381098	0.0316719101	0.0199821	-0.184634	-0.187687	0.00361937	0.00132121	-0.000189221
