CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
13.430367701871537	-0.2826548668409475	2.677456022902432	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
7.510856113816336	-0.2645091093514309	1.4397151619814967	1.66679728	26.41564178	1.32076538	0.1267949274	-0.0384768659	-0.0031605654	0.0401453399	0.0448451409	0.0083094775	0.055788324400000006	-0.0390886727	0.0047238433	-0.018246325600000002	0.1438357625	-0.008672412	0.07438956690000001	0.0618389625	0.0618381258	0.0618367312	0.0618347788	0.0	4.7624e-06	0.0651481	0.0160078	-0.000853352	-0.0	5.93333e-05
3.5115652766041183	-0.15570530764618512	0.6797842087385272	1.20721173	19.13206291	1.07965314	0.0326889626	0.0055224506	-0.0172985216	0.050969991900000004	0.022419167599999998	-0.0506773945	0.0385374563	0.0037064481	0.0581144679	-0.0091394705	0.1047285119	0.030355019	-0.0325871254	0.0618367312	0.0618292008	0.0618166507	0.0617990821	0.0	0.00723796	0.0443113	0.0172112	-0.00086233	-0.0	0.0
2.007253208223358	-0.13754044212795902	0.3420944430826339	1.25947607	19.96035576	1.04606915	0.11596660289	0.0375469966	-0.019416663600000002	0.033660771400000004	-0.0007294637	-0.0249094715	-0.0201918739	0.0392337957	0.0360442541	0.0264449321	0.0112723032	0.005658744100000001	-0.0249230312	0.0618322687	0.0618113521	0.0617764963	0.061727709299999996	0.0	-5.97789e-06	-0.00552306	0.0368614	-0.000163361	-1.65436e-24	-8.57931e-05
0.7469939868218847	-0.1848779004726485	0.12265061785296096	1.23681462	19.60121536	0.96948993	0.05346287579	0.0617036079	-0.0140796048	-0.015116941200000001	-0.0062593784	0.041551507200000004	0.0125626297	0.0679361499	0.0057058329	0.05525834860000001	-0.0150691385	0.0115098456	0.0488937996	0.061825575099999995	0.0617845823	0.061716281	0.0616207016	0.0	2.90429e-05	-0.00959031	0.0484438	0.000319779	-0.000186631	0.0
-0.4436546071968873	-0.09251655783574657	-0.028531785504290887	1.27561557	20.21613693	0.96387017	0.07621359270000001	0.0412744726	-0.012562613500000002	-0.0613658447	-0.0317407335	0.0123399331	0.09324867560000001	0.0396630965	-0.0342129547	0.072051339	-0.0204948342	0.040876573	0.0097103265	0.0618166507	0.061748895199999994	0.0616360244	0.0614781207	0.0	-2.33998e-05	0.0344133	0.0484015	-8.6329e-05	-7.87792e-05	-0.000128345
-0.1764834029172286	-0.05658122522481765	0.18920957662592328	1.17110777	18.55988312	0.98647755	0.049794552159999984	-4.9118e-06	-0.0145597426	-0.0578886729	-0.0185206136	-0.0568049812	0.0654413311	-0.016800889	-0.0594609131	0.011227626200000002	0.0421306949	0.0309058283	-0.0467136698	0.0618054959	0.0617042961	0.0615357525	0.061300049	0.0	-9.79264e-06	0.0637131	0.0484569	-0.000361322	-8.39561e-05	0.0
-0.1353170356879381	0.029980830570732163	0.4074187592669154	1.09529221	17.35834694	0.95341372	0.053175702259999985	-0.0431884941	-0.0018701333999999999	-0.038464171899999997	-0.0278355968	-0.0628834138	-0.015352331200000001	-0.038143723399999996	-0.0364496037	-0.0036582485	0.0093996608	0.0242159623	-0.09427934130000001	0.061792110899999995	0.0616507912	0.0614154978	0.061086589299999994	0.0	-1.92999e-05	0.0240081	0.0484521	-0.000336676	-0.000169187	-0.000159251
0.4065995706364641	0.1914463605631264	0.6213785957710909	1.10305619	17.48139191	0.97144592	0.0421093469	-0.0653962729	0.019445021200000003	-0.0089384648	-0.005683958	0.045750796100000005	0.0110275219	-0.0599076451	0.0013083116000000001	0.0026744641999999997	-0.0444435919	0.0019298804	0.050602614500000004	0.0617764963	0.061588388499999994	0.061275299500000005	0.0608378648	0.0	2.7047e-05	0.0052841	0.0484294	-0.000125065	-0.000264651	0.0
1.4540354659516634	0.3983794458743714	0.8605956580895099	1.61168897	25.54227638	0.98881227	0.018380976800000004	-0.0321629988	0.0283073552	0.054764861399999996	0.0147720514	-0.0398346289	0.0941644365	-0.0395769558	0.057168940300000005	-0.0230597551	-0.0657017283	0.014988958200000001	-0.0148688181	0.06175865269999999	0.0615170967	0.061115203	0.0605540191	0.0	5.15238e-05	0.00242072	0.0543644	-8.03526e-05	-0.000293852	-0.000117249
