WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
10141.6162109375	5831.37890625	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
-481.1538696289063	-74.63198852539062	1.29249978	24.42264938	1.38370228	0.0845925317	-0.0222149733	-0.0343771991	-0.0101484039	0.0113447443	-0.037883098500000004	0.0802159587	-0.0414966663	0.0783143308	0.0027036144	-0.0014747095999999998	0.0109751385	-0.030346724500000002	0.099011819	0.09900301339999999	0.09898833800000001	0.09896779359999999	0.0989413814	0.0	-5.49385e-05	0.0297438	-4.48932e-05	0.00036614	0.000275638	-0.0004532
-1267.2989501953125	-377.45556640625	1.06014681	20.0321846	0.91994435	0.060584125300000014	-0.0084743939	-0.0464576818	-0.0439984728	0.0398975873	-0.0728348729	0.10460871779999999	0.00842105	0.029243977	0.07429497389999999	-0.008214366899999999	0.0721741853	0.0097994149	0.09898833800000001	0.0989091031	0.09877709189999999	0.09859237480000001	0.09835505050000001	0.0	0.00466803	0.0201828	-0.0254414	0.000779645	0.00027107	-0.0004532
-273.94412231445307	571.2208862304688	1.00822794	19.05114174	0.9208129	0.10576841	0.0187077143	-0.07004207559999999	-0.0197072419	0.0405205754	-0.0470478494	0.1403073466	-0.0299285378	0.031078411400000002	-0.0617150809	0.027253022000000002	0.059530643	0.0062715517	0.0989413814	0.09872137140000001	0.09835505050000001	0.09784296140000001	0.0971858632	0.0	-0.00013365	0.00575567	-0.0271057	0.00137252	0.000743781	-0.00108512
1168.2232666015625	3100.647216796875	1.05434668	19.92258644	0.89582062	0.07682092600000001	0.09284699560000001	-0.1032937349	0.012155878600000001	0.0173067541	0.0162461108	0.0209838835	-0.073700099	-0.0618029099	-0.0267436336	0.0524923012	0.0636824757	-0.0397725787	0.09887096050000001	0.0984399966	0.09772311439999999	0.09672239619999999	0.0954407484	0.0	-0.000137146	0.0221863	-0.0535045	0.00169808	0.000389581	-0.00108512
1200.078125	2501.82373046875	0.95052993	17.96089935	0.78428221	0.06860698400000001	0.1300442207	0.006784946	-0.0156206902	0.0051931919	0.0098550417	0.0170479455	-0.066889792	-0.0818543798	-0.0967827308	0.017638374	0.0206701065	-0.0339224312	0.09877709189999999	0.09806524550000001	0.0968826324	0.09523492970000001	0.0931300475	0.0	-0.00317698	0.060313	-0.0535216	0.0018078	0.000361144	-0.00149543
461.9954528808594	1069.0626220703123	1.0226388	19.32344437	0.83933717	0.07909861	0.10260248949999999	0.0719846854	-0.0293411223	-0.04223865	0.0133148862	-0.0234836941	-0.0533166614	-0.0650314008	-0.0238403117	-0.0428725925	-0.0001287217	-0.0391711959	0.09865979789999998	0.09759747349999999	0.0958353979	0.09338620460000001	0.0902674539	0.0	-0.00297022	0.104506	-0.0536356	0.00235067	0.000393241	-0.00161216
-227.712158203125	-651.7609252929688	1.22309053	23.1111145	0.9490158	0.16517429899999997	0.0015274312	0.148213018	-0.0038156437	-0.0496110558	0.0914742625	0.044451124	0.0021728891	0.0014040648	-0.051379844400000006	-0.040726092799999995	0.0002873683	-0.0690570274	0.0985191063	0.0970371244	0.0945836458	0.0911832336	0.0868699314	0.0	-0.000240871	0.0716503	-0.0874741	0.00357802	0.000909666	-0.0017834
-986.7322998046876	-1853.64697265625	1.24230754	23.47423363	0.97058171	0.15242537399999997	-0.0305328115	0.0812162736	-0.1002410323	-0.0188380817	0.052272322999999996	-0.042701721100000006	0.0544788102	0.0203233682	0.0088018827	-0.02800889	-0.0491164271	0.0181441592	0.09835505050000001	0.0963847298	0.0931300475	0.0886343733	0.08295761389999999	0.0	-0.000288445	0.0531417	-0.0526287	0.00252922	0.00014085	-0.00194626
-841.00244140625	-1993.2830810546875	1.3409158	25.33750153	1.03761911	0.12926870199999999	-0.04599408	0.010337958199999999	-0.0146629836	0.0679924955	0.0261229446	0.0440708412	0.062384275	0.0377814859	0.0077966613	-0.048042813600000005	0.0477706732	0.0240521983	0.0981676693	0.0956409084	0.0914777049	0.0857492926	0.0785536861	0.0	-0.000269093	0.08610819999999998	-0.0064574	0.00219811	-0.000530271	-0.00194626
