CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	X	Y	Z	RotX	RotY	RotZ
11.958993079939065	-0.21571956208741488	2.915317730133423	n/a	n/a	n/a	n/a	0.0213418344	0.013750546399999999	-0.0403660704	-0.0010165097	-0.0256721008	0.0172183511	0.00023479169999999998	-0.00023559240000000002	0.028397776	-0.058690653899999994	-0.052143494400000004	0.0512649566	0.0331405616	0.0331405246	0.0331404629	0.0331403766	0.0331402657	0.03314013	0.0331399698	0.0331397848	0.0331395752	0.0331393409	0.033139082	0.033138798500000004	0.0331384902	0.0331381573	0.0331377998	0.033137417599999996	0.0331370107	0.0331365792	0.033136122999999996	0.0236805	0.0470795	-0.0552793	-5.13705e-05	-0.00148951	0.000302948
6.602015556003369	-0.2174312329116304	1.980043084508116	1.04570186	21.63381386	0.99929821	0.16223062499999996	0.0112044962	0.0039393775	-0.0453482074	0.0043565261	-0.027133622000000003	0.016195858400000002	0.0077197589	-0.0011564883	0.0198852417	-0.0392332061	-0.0494987851	0.0410728125	0.0331404629	0.03314013	0.0331395752	0.033138798500000004	0.0331377998	0.0331365792	0.0331351367	0.0331334723	0.033131586	0.0331294779	0.0331271478	0.033124596	0.0331218223	0.0331188268	0.033115609500000004	0.033112170499999996	0.033108509700000004	0.0331046272	0.033100523	0.03102	0.121519	-0.0508522	0.0011429	-0.00176557	0.000353108
3.645066585443832	-0.09578599853367388	1.2846631202162901	1.07999551	22.34329033	0.94213736	0.07191589999999999	0.0082445329	-0.0249492033	-0.0370141392	0.005881458199999999	-0.032641843999999996	-0.0045174790000000005	0.0100966511	-0.0068783137	0.039678979700000006	-0.021300854700000003	-0.0537834184	0.024841349	0.0331402657	0.0331393409	0.0331377998	0.0331356422	0.0331328682	0.0331294779	0.0331254713	0.0331208485	0.033115609500000004	0.0331097546	0.0331032838	0.033096197200000003	0.0330884949	0.0330801771	0.0330712439	0.0330616956	0.0330515323	0.0330407541	0.0330293613	0.0344629	0.133635	-0.016502	0.00095159	-0.00193999	0.000427514
2.1905306361907906	-0.503795987328371	1.2579151790141214	1.21652806	25.16791916	1.02791262	0.18152495	0.0067687476000000005	-0.0213757623	0.0012376563	-0.0134122986	-0.027661877999999997	0.0040820092	0.027078932200000003	0.0008280003	0.009421143199999999	-0.008137079399999999	-0.031194247999999997	0.00966979	0.0331399698	0.0331381573	0.0331351367	0.0331309079	0.0331254713	0.0331188268	0.0331109749	0.0331019157	0.0330916497	0.0330801771	0.0330674984	0.0330536141	0.0330385247	0.033022230699999995	0.0330047327	0.032986031299999996	0.0329661273	0.0329450214	0.0329227143	0.0319086	0.0186437	-0.0228587	0.00137483	-0.00134062	0.000557357
1.6353673782863092	-0.6123402100882542	1.7113496097715672	1.20741594	24.97940445	1.02617574	0.130346305	0.015984726	-0.015147844099999998	0.016270076100000003	-0.0251972983	0.0011286778	-0.0344399149	0.0272095565	0.0116025827	0.006823919300000001	0.0017688356	0.0039798851	0.013274486100000002	0.0331395752	0.0331365792	0.033131586	0.033124596	0.033115609500000004	0.0331046272	0.0330916497	0.0330766777	0.0330597121	0.0330407541	0.0330198047	0.032996865099999995	0.0329719369	0.0329450214	0.0329161203	0.032885235299999996	0.0328523684	0.0328175214	0.0327806965	0.0279904	0.0324665	-0.000350945	-0.000168719	-0.00135469	0.000313025
0.3667346971174567	-0.7517974725194418	1.8345389456198964	1.14420152	23.67160606	1.01189077	0.101654635	0.0236285481	-0.0171908648	0.0238438084	-0.027959482200000003	0.00023225900000000001	-0.0268718727	0.0353980365	0.0093936974	0.0177773531	0.0167133468	0.0077397086	0.0073125899	0.033139082	0.0331346065	0.0331271478	0.033116706600000004	0.0331032838	0.0330868806	0.0330674984	0.0330451391	0.0330198047	0.0329914973	0.0329602197	0.0329259745	0.0328887649	0.0328485943	0.0328054661	0.0327593844	0.0327103533	0.0326583771	0.032603460699999996	0.0261983	0.062887	-0.0004039	0.000481785	-0.00170346	-7.54826e-05
1.1887450247124385	-0.44234149759865576	2.022835882477485	1.235636	25.56323051	1.14224839	0.30684912	0.0369282925	-0.0201293743	0.029348403199999998	-0.020700195	-0.0180041941	-0.0175602871	0.028939786000000002	-0.014153319499999999	0.0242709916	0.058612516600000004	-0.014808367099999999	-0.0086125114	0.0331384902	0.0331322394	0.0331218223	0.0331072402	0.0330884949	0.0330655888	0.0330385247	0.0330073061	0.0329719369	0.032932421499999996	0.0328887649	0.0328409726	0.032789050699999996	0.032733005499999995	0.032672844300000004	0.0326085745	0.0325402042	0.032467742	0.0323911971	0.0116645	0.0626419	-0.0428973	0.00412568	-0.000569012	-0.000288676
2.084660634870566	-0.15450791941677522	2.190625853412495	1.2623595	26.11609459	1.11546624	0.24120584999999994	0.0442592472	0.0053793789000000005	0.031496328999999997	-0.029217023300000002	-0.0072651668	-0.0146292323	0.0177011902	-0.0054435602	0.0204615589	0.0158796643	0.0152001046	0.0250103301	0.0331377998	0.0331294779	0.033115609500000004	0.033096197200000003	0.0330712439	0.0330407541	0.0330047327	0.0329631858	0.0329161203	0.0328635441	0.0328054661	0.0327418959	0.032672844300000004	0.0325983226	0.0325183435	0.0324329203	0.0323420674	0.0322457998	0.0321441338	0.010801	0.0937006	-0.0188034	0.000895582	-0.000605719	0.000148314
1.8393849670871203	-0.4636867256652945	1.7079200245626134	0.98528463	20.38388252	0.87724245	0.09072599999999999	0.038273771	0.0120383755	0.028423243100000002	-0.024485439100000003	-0.013744565700000001	0.0019088120000000002	0.0245292703	-0.0057142765000000005	0.0037239373999999998	0.0017743823999999998	0.0171676131	0.0213355393	0.0331370107	0.0331263219	0.033108509700000004	0.033083578100000004	0.0330515323	0.0330123792	0.0329661273	0.0329127866	0.0328523684	0.0327848858	0.0327103533	0.0326287869	0.0325402042	0.0324446241	0.0323420674	0.0322325559	0.0321161133	0.0319927646	0.0318625363	0.00750682	0.0381121	0.00202492	0.000675282	-0.000605719	0.000148314
1.5213127005706544	-0.21288777603589001	1.3951721108207886	0.87732196	18.15031624	0.84284717	0.12954251000000003	0.0308463265	0.0132743138	0.0249959107	-0.0149588125	-0.0044495392	0.0045291431	0.0140072181	-0.0041995177000000005	0.0074697936	0.0013470682000000002	0.0225830398	0.025117350299999997	0.033136122999999996	0.0331227715	0.033100523	0.0330693835	0.0330293613	0.0329804672	0.0329227143	0.0328561181	0.0327806965	0.032696469900000004	0.032603460699999996	0.032501694	0.0323911971	0.032271999700000005	0.0321441338	0.0320076338	0.0318625363	0.0317088803	0.0315467071	0.013611	0.101855	0.0105122	-0.000348881	-0.000605719	0.000148314
