CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	X	Y	Z	RotX	RotY	RotZ
10.30554674675436	-0.1832631206256488	0.02896285211041016	n/a	n/a	n/a	n/a	0.0035444572999999997	0.08297543190000001	-0.0053193680000000005	0.0389991	-0.116471765	0.013813640700000001	0.0072661668	-0.0053097543	0.140713337	-0.16427246980000001	-0.0809626656	0.0457337314	0.06441532059999999	0.0644142944	0.0644125841	0.0644101897	0.000164309	-0.0373491	0.00539218	0.00252498	-0.000676308	-0.000734108
4.553269792686106	-0.4429974694143802	-1.4218285458013278	1.0243113	19.90282631	1.03022373	0.09157361099999997	-0.0024023755999999998	0.112170579	-0.0077885234	-0.0029941056	-0.1167021366	0.0262151271	-0.020093299	0.033410883599999996	0.1160037093	-0.11938867660000001	-0.0916805535	0.0536171187	0.0644125841	0.0644033487	0.0643879575	0.0643664117	0.0101171	-0.0699663	0.0398369	0.00227098	-0.000676308	-0.000771286
1.2082823273987726	-0.3873646801973713	-2.24910608070633	0.9461596	18.38430405	0.96177137	0.11838745	-0.0156748261	0.135195032	0.0136756227	0.0011264847	-0.1148043772	0.0075902441	-0.0268608032	0.0485387931	0.1339396888	-0.1232835899	-0.1013576033	0.0598775575	0.0644071112	0.0643814593	0.0643387136	0.0642788855	0.0113217	-0.0350792	0.0617296	0.00307374	-0.00058676	-0.000455533
-0.14499820043443526	-0.216139405133814	-2.5451316545000235	1.41917491	27.57520294	1.13246155	0.31654865	0.014138494199999999	0.1510442037	0.0099214981	-0.0009523858	-0.14027550130000002	-0.0505313263	-0.0119018889	0.0255635031	0.12044179949999999	-0.1895890307	0.027785457000000003	-0.0426690254	0.0643989022	0.0643486298	0.06426487139999999	0.0641476706	0.0109297	0.100963	0.07869969999999998	0.00434857	0.00055993	0.000385834
-1.50549993443368	-0.6514093923748338	-3.1150343902029007	1.28143764	24.8989048	1.13229024	0.27894099000000006	-0.019753331000000002	0.15320156880000002	0.006330935500000001	0.0431891857	-0.0823083279	0.0721546399	-0.0424017292	0.0749238721	0.12386619609999999	-0.10452023880000001	-0.0117766069	0.0907944545	0.0643879575	0.0643048657	0.06416645900000001	0.0639728562	0.00733011	-0.0260914	0.0499701	0.00308413	0.000168934	-0.000349878
-4.12362386069115	-0.7791379290980931	-3.6781630717839007	1.27428496	24.75992584	0.94793636	0.05994958199999999	0.0030386474	0.1914246329	0.0405580639	-0.0010045852	-0.0656801857	0.031207296000000002	-0.0657890944	0.056717332999999995	0.09089255369999999	-0.0825566007	0.0094620164	0.041076157599999996	0.0643742773	0.0642501747	0.06404351400000001	0.063754561	0.000132278	-0.0478752	0.0615734	0.00305701	0.000458681	-0.000279452
-3.967458654600645	-0.9272777950401551	-3.3355063651104997	1.11510611	21.66700935	0.96683526	0.11183788900000001	-0.0282488352	0.17976530829999998	0.06882283980000001	-0.0013290025	-0.0261267598	0.0079889762	-0.0779457591	0.07347085	0.037399451800000004	-0.0804829023	0.0220455633	0.05303978349999999	0.0643578625	0.0641845658	0.06389608349999999	0.06349293339999999	0.000159164	-0.000561692	0.0614694	0.00229929	-6.03959e-05	-0.000290525
-4.121442116903906	-1.016908769540967	-3.0860244295327752	1.00440884	19.51611137	0.92851681	0.12862229159999997	-0.0319963073	0.1542160031	0.07000687400000001	0.0060014877000000005	0.0170759551	0.0018711788	-0.0852009166	0.0935286301	0.014326299499999999	-0.0338665844	0.0393187569	0.0194856897	0.0643387136	0.0641080503	0.0637242239	0.0631881514	5.31254e-05	-0.0418867	0.0613327	0.00148339	0.000310885	0.000263385
-3.3554909155457446	-1.0366643328619292	-2.639727087892481	1.05158746	20.43281364	0.90209156	0.07798204459999998	-0.0503211951	0.1157135875	0.057576100199999994	0.010888731499999998	0.02334325	0.002301537	-0.0907337155	0.091446112	0.0088741226	0.0010548486	0.0155867018	0.021154670499999997	0.0643168315	0.0640206412	0.0635280008	0.0628404219	0.00014232	-0.0292889	0.0563041	0.00129378	-0.000299536	-0.000141913
-4.271055254217504	-1.4311116616659687	-2.7403956952513013	1.07660866	20.91898727	0.92896903	0.0777328558	-0.038101085800000004	0.1098738682	0.082590286	-0.0346879052	-0.002618398	-0.014739712700000001	-0.1234213185	0.0958283724	-0.006538794200000001	-0.0500192884	0.0291058031	-0.04451607900000001	0.064292217	0.06392235339999999	0.06330748929999999	0.0624499814	7.82242e-05	-0.00155299	0.0733241	0.00141437	-0.000167167	0.000263385
-3.482607218263984	-1.1817460454524646	-2.159411023722174	0.99694872	19.3711586	0.91604412	0.05621958990000001	-0.0377448165	0.0820107311	0.1097300519	-0.021263143300000002	0.0018864064000000001	-0.0589924518	-0.1055358899	0.0749738679	-0.0400727867	-0.0278691628	-0.0134634748	-0.024073385299999996	0.06426487139999999	0.0638132035	0.0630627737	0.0620170952	7.24793e-05	0.0347897	0.0613315	0.00136357	-6.03959e-05	0.000263385
-3.94744437796546	-1.359575117530326	-2.0498059248206437	1.14861429	22.31808853	0.98738527	0.1774640707	0.0009491925	0.0751415628	0.0918121319	-0.0491731942	0.0385366785	-0.0493349783	-0.1412012319	0.0378554545	-0.018531618	-0.0531655687	0.019060698799999998	0.0242907202	0.06423479559999999	0.0636932101	0.06279394740000001	0.0615420576	0.000136585	-0.0780117	0.0516909	0.0019837	-0.000248489	-2.75512e-05
