WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
-0.30559147439672096	2.8870874582297708	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.46473e-06	0.0196139	-0.0162244	-0.000119062	6.30607e-05	0.0
-0.1818739433789442	1.4424499296264508	1.62232685	23.79981232	1.3250401	0.08082599973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0219094	0.0139707	0.0	-0.0	0.0
-0.30262485595548194	0.4923835915387167	1.27134991	18.65092087	1.12878966	0.06001158316999999	-0.0146728375	-0.0413597017	-0.029418934700000003	-0.0689070679	0.0065567304	-0.0091730027	0.0075897053	-0.020347268	0.0319039952	-0.08191686969999999	0.0766247344	0.0028254061	0.0634358311	0.0634348806	0.0634332965	0.0634310787	0.0	0.0	-5.86817e-06	0.00990519	0.029384	0.000130076	5.76904e-05	-6.77901e-05
-0.3127007484029261	0.027529376936990646	1.12011766	16.43231773	0.98039258	0.008364273169999999	-0.036637872099999996	-0.0160560873	-0.0669803697	-0.0008625795	-0.0146115961	-0.060712921600000004	-0.0340935081	-0.011074318400000002	-0.0064909751	-0.06911708030000001	0.0024594409	-0.0549333471	0.0634332965	0.0634247422	0.063410486	0.0633905291	0.0	0.0	0.0	0.00990372	0.0293863	8.84638e-05	-0.0	0.0
-0.1860926562942984	-0.40095302655217613	1.1622349	17.05018425	0.98144877	0.04162857	-0.0223896066	0.0202144849	-0.0818431169	0.0545003543	0.0105069175	0.0311351146	-0.0413728561	0.0167426944	-0.035517767900000004	-0.0746624009	-0.062344454699999996	0.0067734586	0.06342822719999999	0.0634044671	0.0633648733	0.063309456	0.0	0.0	0.0	0.0471063	0.0293891	0.0	-0.0	0.0
-0.09814505810324607	-0.4911078369405004	1.22791266	18.01368904	0.99960518	0.03951275	0.01239138	0.0408839561	-0.0481800337	-0.0187018974	0.0497806434	0.07700518070000001	-0.023280767799999998	0.0566190918	-0.020344979699999998	-0.0664215821	0.0015724832	0.08066371809999999	0.0634206237	0.0633740584	0.0632964748	0.063187911	0.0	0.0	0.0	0.0715444	0.0294261	-0.000300753	-0.0	0.0
-0.2153542726696166	-0.6517529741777222	1.28534997	18.85630417	1.01150823	0.06877387811	0.0625702335	0.0310966731	-0.035705667999999996	-0.0473037145	0.0415170282	-0.0112937902	0.0305528034	0.0482180281	-0.0166244156	-0.04552595190000001	0.0469848393	0.013984076299999999	0.063410486	0.06333352099999999	0.063205315	0.063025972	0.0	0.0	6.64811e-06	0.0212306	0.0293865	0.0	-6.75236e-05	0.0
-0.22455386870198885	-0.6007567077954202	1.26618505	18.57515144	0.98055577	0.025941338880000005	0.0812310199	-0.014558904	-0.0281113996	0.039973675699999996	-0.014028714099999999	-0.011367268799999998	0.0679738736	0.0065091857	-0.00012128889999999999	-0.04758398690000001	-0.0543639999	-0.019242016	0.0633978147	0.0632828614	0.0630914268	0.06282374240000001	0.0	0.0	-8.15577e-06	0.0271968	0.0421045	0.0	-0.0	-7.73231e-05
-0.17869283999543284	-0.5357786485566771	1.24076784	18.20227623	0.96240151	0.01982179577	0.04307379980000001	-0.068686713	0.0101025891	0.0205730124	-0.0074439712	0.0687840869	0.046834133	-0.038548768500000004	0.0189147845	-0.01544693	-0.0528527742	0.0624519692	0.0633826103	0.0632220877	0.0629548511	0.06258135150000001	0.0	0.0	0.00506221	0.0212306	0.0440393	0.0	-5.96855e-05	0.0
0.003036730769924903	-0.4387747956040917	1.21125114	17.76926041	0.99856424	0.0820634616	-0.0182340359	-0.053016233499999996	0.0056142381	-0.0770206287	-0.0150146762	0.0214437142	-0.005679235899999999	-0.0463366385	0.0336637863	0.0092962941	0.052929577400000004	0.024797473799999997	0.0633648733	0.0631512096	0.06279563690000001	0.062298954299999994	0.0	0.0	-2.34266e-05	0.0761618	0.0378763	-0.000130487	-0.0	-0.00012750000000000004
-0.05822339185835644	-0.40395199943010496	1.15170217	16.89566803	0.97629833	0.0537094766	-0.0409935846	-0.020218096499999998	-0.019328956100000003	-0.0251459942	-0.0441498326	-0.0569036743	-0.037314336499999996	-0.0273543374	0.0035234508000000003	-0.009976876899999999	0.014493766200000001	-0.0649832107	0.0633446045	0.0630702385	0.0626138417	0.0619767313	0.0	0.0	0.0	0.0365627	0.0390639	0.0	-0.0	0.0
-0.07478022654178211	-0.4400297824186157	1.17321658	17.21128845	0.98177063	0.0602784591	-0.0389218068	0.0246019733	-0.0349163715	0.0424276608	-0.0511446807	0.024244317799999998	-0.0446421299	0.0183275575	-0.0232361944	-0.00120797	-0.0760745423	-0.0174151959	0.0633218047	0.0629791872	0.0624095306	0.0616148884	0.0	0.0	-1.44091e-05	0.0251785	0.0372609	0.000825979	-0.0	-0.000115558
-0.07543593252868107	-0.3149230732885613	1.09493423	16.06287193	0.93448633	0.046235659100000014	-0.012295674199999999	0.058213792199999996	0.0002044825	0.005598441	-0.034093259	0.0719060991	-0.0310813842	0.0386928192	-0.0150791359	0.0323744192	-0.0350393208	0.04985263	0.0632964748	0.0628780704	0.062182777300000006	0.0612136571	0.0	0.0	0.0	0.0366096	0.0441511	0.000383538	-0.0	0.0
-0.049023815920465605	-0.21229502990187105	1.18245554	17.34682465	0.97489673	0.099641	0.016783934099999998	0.0709812933	0.0264953502	-0.062484640300000005	-0.0074266592000000005	0.017014553	-0.0044649998	0.0739473907	-0.0007467886	0.0358274023	0.04530237769999999	0.0422140233	0.0632686158	0.0627669042	0.061933663099999994	0.060773293799999996	0.0	0.0	-0.00394695	0.0886893	0.029364	0.000419743	-0.000370538	-0.000169802
0.02072846087727967	-0.1840225269581322	1.21984982	17.89540482	0.97949576	0.09856895	0.0577148299	0.055451214400000004	0.0191363986	-0.0413944556	-0.0177376252	-0.0566920049	0.0376030551	0.0579712075	0.0037437211	-0.0050083016	0.035769768	-0.032865546600000003	0.0632382288	0.06264570629999999	0.061662277800000005	0.060294079900000006	0.0	0.0	0.0	0.026963	0.0294002	0.000302893	-0.0	0.0
-0.1411049315420861	-0.2836974358533249	1.20188868	17.63191223	0.94825035	0.0156511	0.0668246468	-0.0002071985	0.0262268119	0.0385276383	-0.040521167000000004	-0.0203224081	0.0686850694	0.0036210890999999997	0.012607518500000001	0.0018006330999999999	-0.0496509058	-0.0379861718	0.063205315	0.0625144962	0.061368719	0.059776321900000005	0.0	0.0	0.0	0.0226814	0.0293711	0.000529701	-0.0	0.0
-0.2759982945933601	-0.3125732406128016	1.19212055	17.48861122	0.9340362	0.02017030268926	0.0279484084	-0.05018524	0.0351565036	0.0297237379	-0.0318012399	0.0671099033	0.038211041099999996	-0.0449476679	0.0223390574	-0.0060383263	-0.0559180404	0.0330498604	0.0631698758	0.062373294800000006	0.0610530921	0.0592203507	0.0	0.0	-2.68926e-09	0.0384208	0.0293734	0.000441129	-0.0	0.0
-0.4474040082674201	-0.3489439955233343	1.21875131	17.87928963	0.9789266	0.09102277268925997	-0.014813561999999999	-0.047156654400000005	0.022386946499999998	-0.0795796725	-0.0439121906	0.033338873399999996	-0.0024890732999999997	-0.0616380951	0.0036051061	0.0329118733	0.06566877559999999	0.029249349700000003	0.06313191259999999	0.0622221246	0.060715510599999994	0.0586265218	0.0	0.0	0.00227937	0.08181779999999998	0.0428905	-0.000195457	-0.0	0.0
-0.4595245923496153	-0.3072616707068964	1.19697249	17.55979156	0.97047973	0.041025309999999995	-0.046472504500000004	-0.0116286798	-0.0171877528	-0.0242836203	-0.07254494709999999	-0.0453150121	-0.039375888	-0.0367279141	-0.0191538628	0.0020376041	0.0076605453	-0.057846462599999995	0.0630914268	0.062061009900000005	0.060356096	0.05799521480000001	0.0	0.0	0.0	0.0648631	0.029455	-2.83422e-05	-0.0	0.0
-0.5372456997177617	-0.37138939625829454	1.24064612	18.20049095	0.98379558	0.03512801	-0.0200217687	0.0271834843	-0.0221560433	0.0356260978	-0.0727930195	0.053693097099999997	-0.0317190785	-0.007206693	-0.0581912074	0.021834311600000003	-0.052898071799999995	0.0166034815	0.0630484201	0.061889976299999996	0.0599749776	0.0573268332	0.0	0.0	0.0	0.0399163	0.0294409	0.000175	-0.0	0.0
-0.3749041871327723	-0.04472006732843853	1.23726547	18.15089607	0.97934896	0.00038259999999999754	0.0258682934	0.0628122415	0.018121256699999998	-0.0577504241	-0.0878330869	0.0321319754	0.0190270273	0.0393756595	-0.0517719008	0.0743117469	0.050781959800000005	-0.0049494347	0.0630028943	0.0617090513	0.0595722923	0.056621804299999995	0.0	0.0	0.0	0.0399151	0.0294323	0.000182456	-0.0	0.0
