WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	X	Y	Z	RotX	RotY	RotZ
-892.9720458984375	-618.5655517578125	n/a	n/a	n/a	n/a	-0.2684582864	-0.0394995304	0.2279999721	0.1111825702	-0.020050715	0.0719401605	-0.2401855057	-0.0789715666	0.1695668802	-0.0261209715	0.1272117693	-0.12285263980000001	0.0987700601	0.09876136140000001	0.0987468643	0.09872656949999999	0.0987004782	0.0508425	-0.00732054	0.0712366	-0.008589009999999998	-0.00591965	0.00195923
-1795.4886474609375	-1491.78369140625	1.10169864	25.08830833	1.09025192	0.08211326900000003	-0.2763537913	-0.0577016125	0.1398031728	0.13884356539999998	-0.0019759209	0.007764765999999999	-0.2552279696	0.09730151390000001	0.1644960116	0.0019000401999999998	0.128734302	-0.1975202241	0.0987468643	0.098668592	0.098538184	0.09835570939999999	0.0981212645	0.06455370000000002	0.000285729	0.0827329	-0.00893474	-0.00609204	0.0024271
-1304.9425048828125	-608.157958984375	1.53310788	34.91252899	1.37197661	0.18590918199999998	-0.1185038183	-0.08266911269999999	-0.0784339316	0.0162850766	-0.002807428	-0.089153303	-0.1269743475	0.1971954021	0.046809709299999995	-0.031365058700000004	0.0058258987	-0.1130634626	0.0987004782	0.0984831402	0.0981212645	0.0976153824	0.09696623630000001	0.0703551	0.000344511	0.08257689999999998	-0.00689456	-0.00495044	0.00284318
-292.6778564453125	-65.8135986328125	1.28516424	29.26626015	1.20273757	0.206405789	-0.0362790445	-0.0444659336	-0.0824524576	-0.0076415974	0.017464231299999997	0.007719525200000001	-0.024876302599999997	0.045321144400000006	0.0335380361	-0.0221557238	-0.0836274806	0.017404073	0.09863091269999999	0.09820518019999999	0.0974969869	0.0965083695	0.0952421716	0.0702795	0.0250067	0.0631594	-0.00488393	-0.00390462	0.00265462
-844.2255859375	167.1246337890625	1.37635434	31.34287453	1.03514469	0.1180341	0.0510458149	0.008943421	-0.045567843399999995	-0.0258713881	-0.0488697073	0.0793649336	0.0368738511	-0.0180401347	0.0032231428000000003	0.0133169662	-0.0422046221	0.026688533799999997	0.098538184	0.0978349733	0.0966666703	0.095038829	0.09295918800000001	0.0591954	0.0470549	0.0730332	-0.00395752	-0.0035464	0.00243869
-1033.9296875	67.531494140625	1.40765703	32.05571365	0.97055119	0.1153445	0.013305953700000001	-0.0412659452	-0.026789715099999997	-0.0682405602	0.0796309476	-0.0522385896	-0.0181666275	0.0161486222	-0.0021697766	0.0452207878	-0.043589542099999996	0.07669210139999999	0.0984223141	0.09737286699999999	0.09563206949999999	0.0932122813	0.0901306829	0.070245	0.0789792	0.0465096	-0.00381679	-0.00396288	0.00207896
-1037.0711669921877	295.9071044921875	1.32129335	30.08900642	0.93003458	0.1936146	0.0294185541	0.0314825508	-0.0206935829	-0.0714998448	0.0433566009	0.0818526374	-0.0073253387	-0.0453974459	-0.027228725099999997	0.0583858687	-0.0247399928	0.062175731	0.0982833301	0.09681929550000001	0.0943953709	0.0910355875	0.0867732551	0.0497922	0.0470801	0.0314124	-0.00269048	-0.0032633	0.00138154
-346.743896484375	880.8140869140625	1.10395527	25.13969803	0.93732244	0.1509167	0.0370818697	0.0357571597	0.041712742000000004	-0.0407545141	0.0498831042	-0.0514255056	-0.008168567	-0.0316918092	-0.007221755600000001	0.0827944094	-0.045783974500000005	0.0074421572	0.0981212645	0.09617477880000001	0.09295918800000001	0.08851692439999999	0.0829066074	0.0536224	0.12588800000000003	0.0320995	-0.00169542	-0.00299284	0.00146785
134.8333740234375	548.939697265625	1.27581954	29.05345726	0.97469479	0.06858819999999999	0.0206777022	0.0891484875	-0.0242199944	-0.1042650999	-0.07138763669999999	0.0678392969	0.043502907699999996	-0.1350354287	-0.038314240299999996	0.0350621905	-0.0157698735	0.0325562919	0.0979361556	0.09543992230000001	0.0913265559	0.0856657531	0.07855343070000001	0.0421293	0.113655	0.0350671	-0.00111032	-0.00282636	0.00138154
-378.1207275390625	-684.3096923828125	1.55570877	35.42720413	1.25029242	0.17107445	-0.0616291613	0.032707417	-0.0403408942	-0.041382821800000004	0.0488021475	-0.0308250739	-0.0397001413	0.1227547301	-0.0924978273	-0.0473338434	0.044142130999999994	-0.0149384283	0.0977280468	0.0946154162	0.08950092470000001	0.08249278389999999	0.0737392712	0.0297762	0.154538	0.0641062	-0.00152663	-0.00192885	0.000919375
