WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	X	Y	Z	RotX	RotY	RotZ
0.1317458548688521	4.394310611329884	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-1.2199e-05	0.0191914	-0.0144561	0.0007805219999999999	-0.000462223	0.0
0.39450129002919776	3.3725073880888417	1.04929996	22.01355743	0.92727715	0.09411237797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.51397e-06	0.008744109999999998	-0.0161947	-8.32695e-05	0.000312141	0.0
0.3956507394553936	2.6931215422101773	0.82948685	17.40203667	0.80985993	0.08291965949999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.98847e-06	-0.0165526	0.0280685	-0.000159259	0.000312141	-0.000191196
0.1496459112778628	2.059135685855983	0.92004508	19.3018837	0.80608511	0.07288928847	0.0176259484	-0.0153662973	0.0647222122	-0.012611033	0.0192613921	0.0225059765	0.0185859339	-0.0169488681	0.028577011800000003	-0.0659241188	0.0005417182	-0.033614337200000004	0.033614619	0.0336145793	0.0336145131	0.0336144205	0.033614301299999996	0.033614155699999995	0.0336139837	0.033613785099999995	0.033613560099999995	0.033613308599999996	0.0336130306	0.0336127262	0.0336123952	0.0336120378	0.033611654	0.0336112436	0.033610806800000004	0.0336103436	0.0336098538	0.0	0.0	0.0	-0.00321	0.0125804	0.0468381	-0.000159259	0.000312141	-0.00062659
0.1848104344572118	2.0618259974408892	2.21995091	46.57297516	0.89514303	0.120570748	0.023584272000000003	-0.0236119567	0.015410697	0.0359895536	0.015380141299999999	0.007724180600000001	0.0216627889	-0.016466839	0.028628107200000003	-0.0537077815	0.005944209399999999	-0.011947115900000001	0.0336145131	0.033614155699999995	0.033613560099999995	0.0336127262	0.033611654	0.0336103436	0.0336087949	0.033607008	0.033604982900000004	0.0336027196	0.0336002181	0.0335974785	0.0335945007	0.0335912848	0.0335878308	0.0335841387	0.0335802086	0.0335760404	0.0335716342	0.0	0.0	0.0	8.1048e-05	0.0703414	0.0248188	-0.000159259	-0.000146848	-0.000335591
0.07137042962448881	1.1016771343966134	1.13598824	23.83221626	0.82691175	0.11773311569999997	0.0192082963	-0.0207645645	-0.020023863	0.0039401316	-0.0073863483	0.014392506599999999	0.017442781799999998	-0.0197891756	0.016886535600000002	-0.012964783899999999	0.0100839068	0.0232933052	0.033614301299999996	0.033613308599999996	0.033611654	0.0336093376	0.0336063594	0.0336027196	0.0335984182	0.0335934552	0.0335878308	0.033581545	0.0335745981	0.0335669901	0.0335587212	0.0335497915	0.033540201299999996	0.0335299507	0.0335190398	0.0335074691	0.0334952385	0.0	0.0	0.0	-3.72327e-05	0.008558619999999998	0.014523	1.54511e-05	0.000534133	-0.000280557
-0.06080605506012988	0.10862096175636826	1.56116951	32.75221252	0.79860121	0.07221877108999998	4.6637e-06	-0.006083073100000001	-0.0013954706	-0.023021475099999997	-0.0060497284	0.011099874099999999	0.020121353999999998	-0.0047221456	0.0030362590000000004	-0.010438269	0.0112736244	0.0202121177	0.0336139837	0.0336120378	0.0336087949	0.033604255	0.0335984182	0.0335912848	0.033582855099999996	0.0335731294	0.0335621081	0.0335497915	0.033536180299999996	0.0335212748	0.0335050757	0.033487583599999995	0.033468799199999996	0.033448723199999995	0.033427356400000004	0.0334046996	0.0333807536	0.0	0.0	0.0	-3.05661e-06	0.00855606	0.0440926	8.55535e-05	9.80197e-05	-0.00062659
-0.3542910400534835	-0.2942688917433408	0.92203689	19.34366989	0.78646684	0.06948637839	-0.0137886547	0.0098160573	0.0386181003	-0.018525310700000002	-0.0100183466	0.013788538999999999	0.0080787794	0.0064189519	-0.007490133299999999	-0.0343999756	-0.005428619599999999	-0.0105732088	0.033613560099999995	0.0336103436	0.033604982900000004	0.0335974785	0.0335878308	0.0335760404	0.0335621081	0.033546034700000005	0.033527821299999996	0.0335074691	0.0334849793	0.0334603533	0.0334335929	0.0334046996	0.0333736752	0.033340521899999996	0.0333052417	0.0332678368	0.0332283096	0.0	0.0	0.0	-0.00443096	0.0388265	0.0481423	0.000583127	-1.91735e-05	-0.00062659
-0.4023318975599316	-0.29721300063507394	0.9463833	19.85444069	0.7715435	0.11508717	-0.0096589928	0.0173197516	0.0332204861	0.0124990407	0.0086484502	-0.0105314197	0.0027821903000000005	0.0084665993	-0.0093862968	-0.0376389946	-0.0043868889	-0.012291615	0.0336130306	0.0336082257	0.0336002181	0.0335890086	0.0335745981	0.0335569881	0.033536180299999996	0.0335121766	0.0334849793	0.033454591	0.0334210146	0.0333842533	0.0333443107	0.0333011905	0.0332548967	0.033205434	0.033152806800000004	0.0330970204	0.0330380799	0.0	0.0	0.0	0.00039148	0.0818384	0.0599283	-3.55841e-05	-0.000221863	-0.000338654
-0.2828062329019161	-0.21905261875544046	0.83853966	17.591959	0.75389975	0.079842409	-0.0049444289	0.0135025253	-0.0049287498999999995	0.033512769399999996	-0.0022700939000000002	-0.0075869327	0.0055585613	0.000431245	-0.0116628683	-0.0135433919	-0.0059510663	0.0007403469999999999	0.0336123952	0.0336056844	0.0335945007	0.0335788456	0.0335587212	0.0335341301	0.0335050757	0.0334715618	0.0334335929	0.033391173999999996	0.0333443107	0.0332930093	0.0332372767	0.0331771202	0.0331125479	0.0330435683	0.0329701907	0.0328924247	0.0328102808	0.0	0.0	0.0	0.000243031	0.0533322	0.0404149	0.000440788	-7.314389999999998e-05	-0.00034705
-0.5300983718814032	-0.04880205092815276	0.88377374	18.54093742	0.76252103	0.09773532955	-0.014638217700000001	0.0015660306	-0.024343935299999998	0.0343702719	0.013924333899999999	-0.017904258500000002	-0.0052265723	0.0111305975	-0.0140583258	0.0213676731	0.0033117068	-0.0089567061	0.033611654	0.0336027196	0.0335878308	0.0335669901	0.033540201299999996	0.0335074691	0.033468799199999996	0.0334241987	0.0333736752	0.0333172379	0.0332548967	0.0331866627	0.0331125479	0.0330325655	0.0329467296	0.0328550555	0.0327575594	0.0326542586	0.0325451714	0.0	0.0	0.0	0.00429293	-9.41899e-05	0.0518272	0.000382547	9.80197e-05	4.80213e-07
-0.7265370359569588	0.4960128582719383	1.11461747	23.38387299	0.87312734	0.12806863555	-0.0219762054	-0.0029355958000000003	-0.022044616800000003	0.0211432395	0.0119635227	-0.0165450201	-0.0164473069	0.0225479233	-0.013684241399999998	0.0363326621	0.0020968943	-0.017084113300000002	0.033610806800000004	0.0335993314	0.0335802086	0.0335534427	0.0335190398	0.0334770079	0.033427356400000004	0.0333700966	0.0333052417	0.0332328062	0.033152806800000004	0.0330652617	0.0329701907	0.032867615499999996	0.0327575594	0.0326400476	0.0325151067	0.032382765200000004	0.0322430531	0.0	0.0	0.0	-0.0102747	0.00546642	0.0602215	0.0014649	-0.000343267	-0.000466802
-0.6870313624813827	0.6312420816541131	0.96168679	20.17549706	0.79809123	0.09602152999999998	-0.0084408237	-0.014264441000000001	-0.0295280465	-0.0049349405	0.0096934708	-0.0085529882	-0.0136508171	0.0100329173	-0.0011042153	0.0406200397	0.0235289209	-0.011366689499999999	0.0336098538	0.0335955198	0.0335716342	0.033538204	0.0334952385	0.033442750099999995	0.0333807536	0.0333092667	0.0332283096	0.033137905499999995	0.0330380799	0.0329288614	0.0328102808	0.0326823721	0.0325451714	0.0323987179	0.0322430531	0.0320782214	0.0319042695	0.0	0.0	0.0	-0.0180631	0.0568729	0.0356833	0.00149259	-0.000470888	-0.000376344
-0.6174007369470931	0.9126336763650446	0.78052813	16.37491798	0.74440265	0.083536	-0.0041898182	-0.019682990900000003	-0.027667712200000003	-0.0205305599	0.0164562974	-0.006957753499999999	-0.013124722	0.0081843199	0.0049890473	0.0299945629	0.0354668757	-0.0120791353	0.0336087949	0.0335912848	0.0335621081	0.0335212748	0.033468799199999996	0.0334046996	0.033328998	0.033241721	0.0331428987	0.0330325655	0.0329107597	0.0327775236	0.0326329035	0.0324769496	0.0323097161	0.032131261099999996	0.0319416465	0.0317409382	0.031529205899999996	0.0	0.0	0.0	-0.0101559	0.08157789999999998	0.0497933	0.00100656	-0.000470888	-0.00062659
-0.10122360589801466	1.4486999223154735	0.82587153	17.32619095	0.75698829	0.11665152	0.0107114921	-0.0232474823	-0.0220630033	-0.026524240600000002	0.0214819935	-0.0003555625	-0.0012311066	-0.0061386114000000006	0.019622231	0.023319142299999998	0.0389131793	-0.0150309454	0.0336076301	0.0335866265	0.033551630299999996	0.033502656	0.033439724	0.0333628606	0.0332720977	0.0331674732	0.033049030699999996	0.0329168195	0.032770894700000004	0.0326113171	0.0324381531	0.032251475	0.0320513604	0.031837892799999996	0.0316111611	0.0313712597	0.0311182887	0.0	0.0	0.0	-0.007685329999999998	0.139879	0.0278632	0.000694011	-0.000521198	-0.000310454
0.016450962204985875	1.588883294934131	0.78082377	16.38112068	0.76604545	0.13733177000000002	0.019760983899999997	-0.0262497648	-0.0167148404	-0.0266020562	0.0072897948999999995	0.0049883394	0.0030671655	-0.0187371416	0.0202904258	0.0217313381	0.024541898700000002	-0.005248578100000001	0.0336063594	0.033581545	0.033540201299999996	0.0334823485	0.0334080152	0.0333172379	0.033210061400000004	0.0330865384	0.0329467296	0.032790704	0.0326185382	0.0324303171	0.0322261333	0.0320060873	0.0317702874	0.031518849700000004	0.0312518978	0.0309695633	0.030671985099999997	0.0	0.0	0.0	-0.0121035	0.029213	0.0172666	0.000826656	-0.000470888	-0.000360519
-0.035799495589341535	1.5361058912220948	0.83851331	17.59140587	0.75623924	0.056072929999999986	0.0145591493	-0.0396303683	-0.0119401292	-0.028394345699999997	-0.0037557671	0.0046851422999999994	0.0102611198	-0.0093659153	0.0269770662	0.0229958681	0.0234744205	-0.010614583200000001	0.033604982900000004	0.0335760404	0.033527821299999996	0.0334603533	0.0333736752	0.0332678368	0.0331428987	0.0329989327	0.0328360215	0.0326542586	0.032453748399999996	0.0322346059	0.031996957	0.0317409382	0.0314666963	0.031174388900000002	0.0308641838	0.030536259	0.0301908029	0.0	0.0	0.0	-0.007508919999999999	0.0274326	0.0297087	0.00135554	-0.000262836	-0.0003687
0.10239687391659452	1.2644373297768339	0.84783548	17.78697777	0.75855249	0.10923613	0.014177724499999999	-0.032398817	0.0199984164	-0.0332416647	-0.0021734325	0.0165165281	0.014482521699999999	-0.007913650500000001	0.0240474185	-0.0074804499	0.0201588314	-0.0038682075	0.0336035005	0.0335701126	0.033514490699999996	0.0334366716	0.0333367069	0.0332146627	0.0330706199	0.032904674	0.032716934700000005	0.0325075265	0.032276587999999995	0.0320242722	0.0317507463	0.0314561913	0.0311408023	0.030804788399999998	0.0304483719	0.030071788999999998	0.029675289	0.0	0.0	0.0	-0.0091136	0.0862667	0.0480696	0.000876761	-0.000317708	-0.000443778
