WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	X	Y	Z	RotX	RotY	RotZ
0.051127923016642866	2.715300390590321	n/a	n/a	n/a	n/a	-0.0350991455	0.010772946499999998	-0.0108684921	-0.021065243799999998	0.0152261048	0.0357377237	-0.0150092488	0.0442938102	-0.0087489899	0.0851840369	0.08690598710000001	-0.084134987	0.0328442975	0.0328442621	0.0328442032	0.0328441207	0.0328440146	0.0328438849	0.0328437316	0.0328435548	0.0328433544	0.0328431305	0.0328428829	0.032842611800000004	0.0328423171	0.0328419988	0.0328416569	0.0328412915	0.0328409025	0.032840489900000006	0.0328400538	0.0328395941	0.00302228	-0.031539	0.0197322	0.000514286	-2.97042e-23	0.000273973
0.22842021011031186	1.3421828336396209	1.36949706	28.39909744	1.21140504	0.19669577	-0.0264139387	0.0164640666	0.0036288215	-0.0017622892999999999	-0.0031224841999999997	0.0410485486	0.0056865714	0.0212811156	-0.0132684096	0.0655457703	0.0468255166	-0.0411041657	0.0328442032	0.0328438849	0.0328433544	0.032842611800000004	0.0328416569	0.032840489900000006	0.0328391108	0.0328375195	0.032835716	0.0328337004	0.0328314727	0.0328290328	0.0328263809	0.0328235169	0.0328204409	0.0328171528	0.0328136527	0.032809940600000004	0.0328060166	0.0328018806	0.010338000000000002	0.0503396	-0.0268709	0.00166007	5.29396e-23	0.00020179
-0.1508488201942249	0.6623742401631583	1.57521868	32.66512299	1.20853364	0.3384564619	-0.014862869099999999	0.014825360800000001	0.0195186998	0.0306965979	0.0024673252	-0.0156864432	0.0065889765000000005	-0.001019042	-0.014881255900000001	0.0072368862	0.0324103358	0.0345567002	0.0328440146	0.0328431305	0.0328416569	0.0328395941	0.0328369419	0.0328337004	0.0328298697	0.032825449799999996	0.0328204409	0.032814842999999996	0.0328086562	0.0328018806	0.0327945164	0.0327865636	0.0327780225	0.032768893199999996	0.0327591758	0.0327488705	0.0327379775	0.032726497	1.9381e-06	-0.0731059	0.0164261	-0.0007162	-0.000649498	0.0
-0.4069188685983888	0.4364280778101923	1.42662156	29.58368111	0.99600261	0.069957482009	-0.0177335376	0.0057893948	0.0172289014	-0.0238347013	0.0455324877	-0.0061253461	0.0083562751	-0.013603361999999999	-0.030420977000000002	0.0047360053	-0.007861947900000001	-0.0081836699	0.0328437316	0.0328419988	0.0328391108	0.0328350677	0.0328298697	0.0328235169	0.0328160097	0.032807348199999996	0.0327975327	0.0327865636	0.0327744413	0.0327611663	0.0327467389	0.032731159700000005	0.0327144292	0.032696548	0.0326775168	0.0326573362	0.0326360069	0.0326135298	1.96091e-07	-0.088032	0.008824409999999998	-0.00011646300000000003	-0.00099832	0.0
0.17878227571109825	0.7904437014924535	1.3709048	28.42828941	1.06524968	0.194736643909	-0.0286791819	-0.0174668392	-0.0008353878999999999	0.01465358	0.0018211517	0.0247534693	-0.0189476217	0.0061846997999999995	-0.027212035899999997	-0.002975047	0.0161632538	0.0140101055	0.0328433544	0.032840489900000006	0.032835716	0.0328290328	0.0328204409	0.032809940600000004	0.0327975327	0.0327832178	0.0327669967	0.0327488705	0.032728840099999996	0.032706906699999996	0.0326830716	0.0326573362	0.032629702000000003	0.0326001706	0.0325687436	0.032535423	0.0325002107	0.0324631087	0.0185169	-0.0197491	0.0597746	-0.00116041	-0.00109411	0.0
0.22173074507694274	1.3264289202378945	1.19875968	24.85853767	0.97533125	0.12802028	-0.0381432789	-0.0154134754	-0.0182174636	0.023222074199999998	0.039251738599999995	-0.015014576299999999	-0.0192613073	0.0104734832	-0.0344577434	-0.0309617389	0.0279246673	-0.0008626982	0.0328428829	0.0328386039	0.0328314727	0.0328214898	0.0328086562	0.0327929729	0.0327744413	0.0327530631	0.032728840099999996	0.0327017743	0.032671868199999995	0.0326391243	0.0326035455	0.0325651348	0.0325238957	0.0324798316	0.0324329465	0.0323832443	0.0323307295	0.0322754065	0.00653447	-0.0196544	0.10578000000000001	-0.000371462	-0.000655157	0.000170854
0.4962561233012874	1.9723473204593724	1.58820438	32.93440628	1.26953506	0.44046707	-0.062155822400000005	0.0171398234	0.0160683366	-0.0130386679	0.0457569193	0.0307544744	0.02574125	0.0120937487	-0.0712023802	-0.00031461529999999996	0.0086740083	-0.047182028099999995	0.0328423171	0.0328363407	0.0328263809	0.032812438900000004	0.0327945164	0.0327726155	0.0327467389	0.0327168897	0.0326830716	0.032645288700000004	0.0326035455	0.0325578471	0.032508199	0.0324546074	0.0323970786	0.032335619700000005	0.0322702381	0.0322009417	0.032127739	0.032050638799999996	-0.0049152	0.051503	-0.0675733	0.00263405	-0.00029548	-0.000154091
0.4091510803179819	2.3024728206620164	1.39210916	28.86800194	1.11897588	0.22442095	-0.0645705332	0.0363428201	0.0243303019	0.0239351105	-0.0059989418	0.0187297007	0.0279895477	0.014042676399999999	-0.0744962262	-0.015040046599999999	-0.0248745181	0.0289758219	0.0328416569	0.0328337004	0.0328204409	0.0328018806	0.0327780225	0.0327488705	0.0327144292	0.0326747042	0.032629702000000003	0.0325794298	0.0325238957	0.0324631087	0.0323970786	0.0323258161	0.0322493327	0.0321676407	0.0320807534	0.0319886847	0.0318914495	0.0317890636	-0.0021092	-0.0756889	-0.076395	0.00128303	-0.000346599	-0.000463979
1.2150436422306579	2.3343079971197804	1.2256887	25.41696167	1.01469088	0.11781137300000002	-0.0610721825	0.038066178	-0.0064088845	0.0330351542	-0.0019722446	-0.0189380861	0.021898652200000004	0.0487450248	-0.0515309592	-0.024151227999999997	0.013261016899999999	0.0402527898	0.0328409025	0.032830683	0.0328136527	0.0327898153	0.0327591758	0.032721740299999996	0.0326775168	0.0326265144	0.0325687436	0.0325042165	0.0324329465	0.0323549483	0.0322702381	0.032178833399999995	0.0320807534	0.0319760182	0.0318646496	0.0317466707	0.0316221061	0.0314909815	0.000608773	-0.0477895	-0.030313	0.000982958	-0.000324483	3.6073e-05
0.9522933311006004	1.7302800682550448	1.25552785	26.03573227	0.99430633	0.106541492	-0.05690953940000001	0.0590669276	-0.006960806999999999	-0.0190482324	0.017340238	-0.0158953187	0.046164463899999994	0.0352522546	-0.0509051402	-0.014582256799999999	-0.0299113548	-0.0066426362	0.0328400538	0.0328272885	0.0328060166	0.0327762437	0.0327379775	0.0326912279	0.0326360069	0.0325723291	0.0325002107	0.0324196706	0.0323307295	0.0322334106	0.032127739	0.0320137421	0.0318914495	0.0317608929	0.0316221061	0.031475125	0.0313199878	0.0311567346	0.000391331	-0.0370704	-0.0825333	0.00168922	-0.000163052	3.6073e-05
