WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	X	Y	Z	RotX	RotY	RotZ
0.15390245255513768	3.3783830778147212	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-6.32898e-06	-0.0255579	9.93024e-06	0.000444674	-6.08052e-05	0.0
0.007713607310510906	2.2046614078649704	1.51624095	29.40396881	0.97597772	0.07413468308999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.44135e-06	-0.000100487	0.0191579	8.53386e-05	-0.0	-0.00017029
0.25184607259440445	1.265032272438532	0.97165054	18.84290314	0.8975209	0.05507209667000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.51832e-06	0.0289597	0.0191709	-0.000349077	-0.0	-8.47866e-05
0.0460233935229693	0.24385396988019725	1.412027	27.38298035	0.90253842	0.10098328188	-0.0239729316	0.0621662466	0.0199150829	-0.056423918499999996	0.021745232799999997	0.0095708192	0.018120986000000002	-0.0103886836	0.1092877983	-0.05687488	-0.0347503275	0.0342343925	0.0642820961	0.0642810805	0.0642793878	0.0642770181	0.0	0.0	0.0	4.54356e-06	-0.0109659	0.0272257	0.000366191	-0.0	-0.000429455
0.3097938679868908	-0.1379987101068597	1.26666355	24.56399536	1.03209496	0.14526344877000003	-0.0562971012	0.0511976598	-0.0166325523	-0.0969192747	-0.0448443247	-0.0328596079	0.0588514596	0.0187645787	0.1425462918	-0.09893721609999999	0.006946781700000001	-0.037243507099999996	0.0642793878	0.0642702476	0.06425501480000001	0.0642336909	0.0	0.0	0.0	2.04479e-06	-0.0287825	0.0020134	0.0018974	0.0003605	-0.000276523
-0.17252757681570652	-0.6229077697102787	1.44521081	28.02650452	0.97465551	0.05761605256000001	-0.043361794599999996	-0.0086684701	-0.0455328592	-0.0674744795	-0.0294577585	0.0416348715	0.06283476980000001	0.0691053464	0.0612591353	-0.0300075393	0.0174770674	-0.0411527505	0.0642739713	0.0642485835	0.06420627799999999	0.0641470658	0.0	0.0	0.0	-3.55777e-06	-0.0109342	0.0191907	0.00205318	0.000617382	-0.000237488
0.17084500471617065	-0.8235705273302537	1.21650624	23.5913105	1.00333011	0.16394535777	-0.0163656095	-0.0393624444	-0.028518083700000002	-0.0286942937	0.0873772067	-0.0257486271	0.0283684276	0.0696023646	0.0170735918	-0.0572434321	-0.08727741730000001	0.013034608999999999	0.0642658469	0.064216092	0.0641331958	0.0640172011	0.0	0.0	0.0	0.00434065	0.112008	0.0304637	0.00208174	0.00033019	-0.000429455
0.0026216187704442557	-0.6176442601779837	1.08242369	20.99109077	1.01449716	0.211737406	0.046614028099999996	-0.023027678500000003	-0.0319406883	-0.0778464113	-0.0174817212	-0.008698934	-0.0209528584	0.0855819106	0.0671998874	-0.0036856818	-0.0307475329	-0.052877214699999994	0.06425501480000001	0.0641727785	0.0640357961	0.0638441843	0.0	0.0	0.0	0.00697294	-0.0305551	0.0192336	0.00231081	0.000775629	2.27432e-06
-0.4174746895712716	-0.4847112351331146	1.12743902	21.86405945	1.02743375	0.126628986	0.033862669399999996	-0.0046461579	-0.013656953400000001	-0.0845463476	0.026833945699999997	-0.0351497219	-0.017115490900000002	0.055959835599999994	0.04954680400000001	0.027900518399999998	-0.0455165199	0.0183803987	0.06424147549999999	0.0641186504	0.06391411570000001	0.06362813219999999	0.0	0.0	0.0	0.00346149	0.00745582	0.0122243	0.00129102	0.0008860559999999998	-0.000429455
-0.7080397394327315	-0.3868175477976806	1.05634475	20.48535156	0.92078972	0.11308134	0.0533065515	-0.0134497551	-0.0208234479	-0.0529649607	-0.0564878461	-0.012895218100000001	-0.034339235499999995	0.041111492400000005	0.0054607634	0.0625417099	0.023716127000000004	-0.036285844	0.0642252297	0.0640537167	0.0637682008	0.0633691902	0.0	0.0	0.0	-0.00431658	-0.0063532	0.0192449	0.00252251	0.000428073	-0.000429455
