WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
0.3775174217726344	5.425994475077768	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00518668	0.0112366	-0.00489914	0.0	-0.0	0.000301593
0.7684407033530718	4.239283361183772	0.99222773	19.18760109	0.93736005	0.046522222821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-4.06184e-05	0.0220649	4.84421e-07	0.0	-0.000103259	-0.000106488
0.6687375651614959	3.4104915222257417	0.97455949	18.84593391	0.86977208	0.06405002037899998	0.030798626000000003	0.0052667146	-0.0531475099	-0.0200816829	0.029216403	-0.029477277599999997	-0.023459922400000003	0.0240291321	-0.0342081915	0.0507562682	-0.011403521299999999	0.025147544900000002	0.0336812863	0.0336812462	0.0336811794	0.0336810858	0.0336809655	0.0336808184	0.0336806446	0.0336804441	0.0336802168	0.0336799628	0.0336796821	0.0336793746	0.0336790404	0.0336786794	0.0336782917	0.0336778773	0.0336774362	0.0336769683	0.0336764737	0.0	0.0	-3.96186e-05	-0.0193985	0.0110368	0.000115528	-1.65436e-24	-9.42889e-05
0.7047802162166751	2.5851761886006237	1.18579268	22.93074036	0.87529832	0.0669256671	0.0168598567	-0.0145082814	-0.0194786004	-0.046220511500000006	0.0205604543	-0.0076180548	-0.0213978383	0.0070852464	-0.036042302000000005	0.0175331367	-0.0375548608	0.02236408	0.0336811794	0.0336808184	0.0336802168	0.0336793746	0.0336782917	0.0336769683	0.0336754042	0.033673599500000005	0.0336715543	0.0336692684	0.0336667421	0.0336639752	0.0336609677	0.0336577198	0.0336542314	0.0336505026	0.0336465333	0.033642323700000004	0.0336378736	0.0	0.0	-5.82307e-05	0.0147486	0.0243538	0.0	0.000190793	-0.000176827
0.49380447867543803	2.1986056633849165	1.10578501	21.38356018	0.85642558	0.1046510538	0.0101837777	-0.030922477799999997	0.0078723091	-0.0223859059	0.0179081105	0.012015992	-0.0263643639	0.0034622149	-0.022051807000000003	-0.0217929565	-0.0256869295	0.0142458195	0.0336809655	0.0336799628	0.0336782917	0.0336759523	0.0336729445	0.0336692684	0.0336649242	0.033659911800000004	0.0336542314	0.0336478831	0.033640867000000005	0.0336331833	0.0336248321	0.033615813599999995	0.0336061279	0.0335957753	0.0335847559	0.03357307	0.0335607179	0.0	0.0	-3.12769e-05	0.0700323	0.0481512	-0.000225795	-9.4272e-05	-0.000176827
0.693234253408368	1.6755658482015734	1.14173853	22.078825	0.80814767	0.082003251	0.0060627715	-0.0137224097	0.004754153400000001	0.022441937400000004	0.024841276000000002	0.0218332836	-0.0229985656	0.0129218184	-0.013392619	-0.026104637799999997	0.021448209500000003	0.0240053715	0.0336806446	0.0336786794	0.0336754042	0.0336708191	0.0336649242	0.0336577198	0.033649206200000004	0.033639383700000004	0.0336282527	0.033615813599999995	0.0336020669	0.0335870131	0.0335706529	0.033552986800000004	0.0335340156	0.03351374	0.033492160699999995	0.0334692787	0.033445094700000004	0.0	0.0	2.3741e-06	0.0362373	0.0354487	0.0	-0.000159206	0.000241886
0.5116147175238844	0.9968807330717168	0.94762391	18.32505608	0.79405731	0.0789888759	-0.0018351542000000002	0.0030898305999999998	-0.010465433599999999	0.0176303531	0.017221158400000002	0.0072128285999999995	-0.0196214483	0.0012026477999999999	-0.002669139	0.0007290921	0.0228446445	0.0194375234	0.0336802168	0.0336769683	0.0336715543	0.0336639752	0.0336542314	0.033642323700000004	0.0336282527	0.033612019300000004	0.033593624700000005	0.03357307	0.033550356499999996	0.033525485699999996	0.0334984592	0.0334692787	0.0334379461	0.0334044633	0.0333688327	0.0333310564	0.0332911368	0.0	0.0	-4.10018e-05	0.0067029	0.0446767	0.000225743	-0.0	-0.000176827
0.10091992356133178	0.5792081579281848	0.95938969	18.55258179	0.80602688	0.06122720340000001	-0.0104085079	0.0280058342	-0.0316020813	0.0171581452	0.0128159981	0.0205175623	-0.0128857121	-0.0060996589	0.0138306023	0.0281605146	0.0185838185	0.0139406106	0.0336796821	0.0336748294	0.0336667421	0.0336554209	0.033640867000000005	0.0336230818	0.0336020669	0.0335778244	0.033550356499999996	0.0335196661	0.0334857559	0.033448629300000005	0.0334082897	0.0333647412	0.0333179879	0.0332680342	0.033214884900000005	0.033158545299999995	0.0330990206	0.0	0.0	-4.96052e-05	0.0395604	0.0625837	0.000327428	0.000107397	-0.000176827
-0.09107601231455256	0.4074796095093109	1.39642882	27.00400162	0.83835888	0.0957819876	-0.009507746999999999	0.0215541723	-0.029524978900000002	-0.0224106292	-0.007811772	0.0126112776	-0.0087755968	-0.0146144324	0.0083366816	0.0336389522	-0.016366400700000002	0.0105491296	0.0336790404	0.0336722628	0.0336609677	0.0336451568	0.0336248321	0.0335999964	0.0335706529	0.0335368057	0.0334984592	0.0334556186	0.0334082897	0.0333564789	0.0333001929	0.0332394395	0.0331742267	0.0331045634	0.033030458799999995	0.0329519228	0.0328689662	0.0	0.0	3.49674e-05	0.08752659999999998	0.0626049	-6.37959e-05	-0.000235605	4.31474e-05
-0.03894073718319385	0.22076615040753875	0.86551267	16.73719788	0.79221785	0.0769437426	-0.013463178899999999	-0.0001260856	0.0019795718	-0.03701978	-0.0021012724	0.0081540601	-0.0130981274	-0.0162577482	0.013597256499999998	0.0026201967000000002	-0.0358941694	0.0095789611	0.0336782917	0.0336692684	0.0336542314	0.0336331833	0.0336061279	0.03357307	0.0335340156	0.0334889716	0.0334379461	0.0333809481	0.0333179879	0.033249076600000003	0.0331742267	0.033093451499999996	0.0330067654	0.032914183799999996	0.032815723399999996	0.032711401699999997	0.0326012373	0.0	0.0	0.00599602	0.0362597	0.0638338	0.0	-4.8211e-05	-7.540049999999998e-05
