WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	X	Y	Z	RotX	RotY	RotZ
5342.0166015625	9786.357421875	n/a	n/a	n/a	n/a	-0.0779883844	0.1317066609	0.0257644479	0.08018187709999999	-0.0551214853	0.0587349812	-0.30222450440000004	0.0489309761	-0.035715311	0.21853214969999998	-0.132112863	0.3057700489	0.0987700601	0.09876136140000001	0.0987468643	0.09872656949999999	0.0987004782	0.0328275	0.0764287	-0.0580709	-0.000437114	-0.00231035	0.000627722
1925.7359619140625	6897.70166015625	1.18800855	20.49245262	1.05630696	0.04909475000000001	-0.11999045380000001	0.1286991207	0.056339629800000006	-0.0396962525	0.0029654845	0.0160691871	-0.279005102	0.11458121380000001	-0.0644014519	0.08271176400000001	-0.0419131287	0.1432692243	0.0987468643	0.098668592	0.098538184	0.09835570939999999	0.0981212645	0.0345161	0.0764858	-0.0684431	-0.000892511	-0.00231035	0.000343582
-597.482177734375	3975.2958984375	1.25585318	21.66273117	1.12414885	0.072409	-0.0589287025	-0.0113176149	0.0832848281	-0.0332420669	0.0210948686	0.0560253388	-0.06784891950000001	0.033118218399999996	-0.0629670696	-0.016547226499999998	0.0386522096	-0.1594627062	0.0987004782	0.0984831402	0.0981212645	0.0976153824	0.09696623630000001	0.0236467	0.07642	-0.0772134	-0.000243091	-0.00207827	0.000171012
105.2994384765625	4795.015625	1.1486479	19.81350327	1.0079242	0.16163695	-0.060459195599999994	-0.0368086491	-0.0208403954	-0.0076860015	-0.0271477962	0.11279338970000001	-0.029743273799999997	-0.0389963563	-0.023709917999999996	-0.1174857356	0.0118260114	-0.0007820517999999999	0.09863091269999999	0.09820518019999999	0.0974969869	0.0965083695	0.0952421716	0.0195398	0.0856791	-0.128527	0.000643535	-0.0013474200000000004	-0.000150659
146.0186767578125	5652.5478515625	1.01820767	17.5634861	0.93474323	0.11945299	-0.057761487199999996	-0.046837652300000004	-0.0559899747	0.0310820745	0.003719178	0.0850205259	0.036110095	-0.061241721	-0.0260194204	-0.12314804480000001	-0.0235875917	-0.009349229799999999	0.098538184	0.0978349733	0.0966666703	0.095038829	0.09295918800000001	0.0142962	0.0507863	-0.0587113	0.000546643	-0.00135881	-6.89232e-05
130.11279296875	6068.89208984375	0.94947237	16.37784195	0.8907457	0.08549866	-0.081642523	-0.0286738027	-0.11034728519999999	-0.0039449079	0.0230417589	0.0310551358	0.0178357844	-0.09926286849999999	-0.0380852269	-0.0870971449	0.07616078700000001	-0.0351512425	0.0984223141	0.09737286699999999	0.09563206949999999	0.0932122813	0.0901306829	0.0145153	0.07726189999999998	-0.0446664	0.000109603	-0.00143604	0.000311988
1067.01953125	7053.23681640625	1.02215636	17.63159943	0.91212177	0.0992162	-0.07328863099999999	0.0053116683	-0.1518009717	0.0233824489	-0.0377996786	-0.0096849734	-0.0224624526	-0.1353466102	-0.0434222434	-0.023754770499999998	0.0829352911	-0.055241048099999995	0.0982833301	0.09681929550000001	0.0943953709	0.0910355875	0.0867732551	0.0223422	0.0742255	-0.0966867	-0.000321477	-0.00115542	0.00032694
1037.55126953125	6215.8310546875	1.13551092	19.5868988	0.95789695	0.1317944	-0.054849031900000005	0.09737611210000001	-0.0566355916	0.0231945593	0.1261919394	0.0197720294	0.0065944588	-0.0845538659	0.0787728659	-0.06551989849999999	0.092104101	-0.0268959743	0.0981212645	0.09617477880000001	0.09295918800000001	0.08851692439999999	0.0829066074	0.0188311	0.0290713	-0.0705615	-0.00102062	-0.00140686	0.000516435
778.2705078125	6455.61328125	1.17675006	20.2982502	1.01562452	0.17411291919999997	0.008276860799999999	0.106458972	-0.0251288511	-0.1381440281	-0.09521828449999999	-0.0347777225	6.446599999999999e-06	-0.0103643143	0.132412276	-0.0557842609	0.0590139432	0.0516825468	0.0979361556	0.09543992230000001	0.0913265559	0.0856657531	0.07855343070000001	-9.50692e-05	-0.03279	-0.0200101	-0.00128991	-0.000951044	0.00038606
1317.3646240234375	6627.8955078125	1.20377767	20.76445961	1.02699518	0.14498666919999997	-0.0078775799	0.07371076929999999	-0.13093924869999998	-0.10907556980000001	-0.050968417599999996	-0.1645678531	-0.0104342786	-0.0460865554	0.0208235856	0.0631796867	0.1341706266	-0.060655962699999996	0.0977280468	0.0946154162	0.08950092470000001	0.08249278389999999	0.0737392712	0.0135382	0.0274652	-0.0203694	-0.000264389	-0.0008080239999999999	0.000139823
1800.7713623046875	6149.42724609375	1.1988076	20.6787281	0.95853496	0.0454676	-0.0403757076	0.1059807613	-0.0459683055	0.1017449423	0.0946750785	-0.0708083594	-0.035154383500000004	-0.0649841703	0.0481111408	0.0005061877	0.0109220564	0.0097453503	0.0974969869	0.0937020351	0.08748615259999999	0.0790099358	0.0684923804	0.0185513	0.0509186	-0.0349794	-0.000306843	-0.000802656	0.000139823
-114.634521484375	3856.83447265625	1.21967757	21.03872299	0.98926276	0.061605634999999985	-0.0587320176	0.0174839912	0.1133325553	-0.0625931476	0.0358195405	-0.0378793108	0.0020936009	0.09581981449999999	-0.0109653883	-0.061866001	0.055673952699999994	-0.08506738189999999	0.0972430302	0.0927006369	0.0852864973	0.075230292	0.0628435491	0.0147839	0.0650892	-0.00994372	3.83861e-05	-0.000775246	0.000139823
507.272216796875	3552.866455078125	1.12194335	19.35286522	0.96328884	0.114857965	-0.026296795699999997	-0.060301675	0.1098996941	-0.001957935	-0.0666752776	-0.0156484773	0.0795308563	0.116218705	-0.0077401637	-0.13699629130000002	0.024451933999999998	-0.0015129928	0.09696623630000001	0.09161216220000001	0.0829066074	0.07116805030000001	0.056825926799999996	0.0216955	0.0239405	0.0284424	0.000606617	-0.000775246	0.000139823
1053.928955078125	3891.6484375	1.09340084	18.86052513	0.98575377	0.106405955	-0.0741824261	-0.0818838637	0.10728259279999999	0.0454662038	0.0034027434000000003	-0.0202247712	0.038036172	0.08319814440000001	-0.08872111199999999	-0.0833679871	0.0450202638	0.05330648650000001	0.0966666703	0.0904376335	0.0803515122	0.0668384704	0.050474827400000005	0.0144821	0.0117782	0.0445626	-0.00065537	-0.000775246	-1.63911e-05
643.023193359375	3578.992919921875	1.10435045	19.04939842	0.97409099	0.081886116	-0.0722166262	-0.1138400725	0.1065652676	0.0575914641	-0.071498258	0.0124382926	0.0235604493	0.0729834298	-0.0871489614	-0.0859313089	-0.054954953	-0.0117400028	0.0963444025	0.08917815400000001	0.0776266113	0.0622578161	0.0438275216	-0.000113661	0.0245626	0.0445451	-0.00021802	-0.000279041	0.000139823
803.8673095703125	3713.77490234375	1.04558849	18.03578949	0.91843849	0.091801729	-0.0353831715	-0.1297785418	0.06330793679999999	0.051866659800000006	0.0094795351	0.0667179153	-0.000905529	0.020624279199999998	-0.10865589939999999	-0.0566075867	-0.1333629801	-0.0416182882	0.0959995085	0.0878349069	0.0747376634	0.0574432942	0.036923018599999996	-0.00698501	-0.028396	0.0585468	-6.65019e-05	-7.11575e-05	0.000139823
621.1490478515625	3243.30712890625	0.94886506	16.36736679	0.87493742	0.08348593900000001	-0.0517710047	-0.1362577608	0.0414276243	0.0388871052	0.043984719900000004	-0.0122884505	0.10051579220000001	-0.0057437627	-0.1107189566	-0.08575235689999999	0.0131214544	0.0189445548	0.09563206949999999	0.08640915390000001	0.0716907734	0.052412990300000004	0.029801836499999998	-0.000132676	-0.0040659	0.0213983	-0.000212722	8.572249999999998e-05	0.000139823
1363.7431640625	2740.151611328125	0.98797023	17.04190826	0.89917421	0.053434425000000015	0.0028185842	-0.1016812677	-0.0174630982	-0.0058661384	-0.1003520839	-0.0174615103	0.0387233317	-0.019938611499999998	-0.0478674088	-0.0005106686	-0.0811762005	0.094125383	0.0952421716	0.0849022341	0.0684923804	0.0471858004	0.0225057654	-0.000134751	0.0124354	0.029975	-2.9408e-05	8.572249999999998e-05	-0.00024395
