WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
5932.2939453125	5559.431640625	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00256154	0.0	0.0	0.0	-0.0	0.0
169.821533203125	-20.46258544921875	1.28251708	26.25995064	1.48734939	0.061204240000000014	-0.041367647	0.0856685433	-0.0165957947	0.0102584794	-0.0451706199	0.022597599500000003	-0.0512158014	0.12005345419999999	-0.0082712362	0.0216311427	-0.073019778	-0.0210535892	0.0966710446	0.0966632319	0.09665021119999999	0.09663198320000001	0.09660854880000001	0.0	0.0	-0.0101159	0.0273851	0.000422834	-0.0	0.0
-225.65087890625	-884.9505615234375	0.89623272	18.3506546	0.78924978	0.11812507	-0.059119923	0.1076106699	-0.0111102397	-0.023561808599999998	-0.0704829267	-0.034720371800000004	-0.0365931352	0.1213695541	-0.007875743000000001	0.0619590291	-0.0610922192	-0.0772709174	0.09665021119999999	0.0965799094	0.0964627776	0.0962988727	0.096088274	0.0	-0.00631532	-0.0436798	0.08765879999999998	0.000676378	-0.000105899	0.0
-1188.185791015625	-1855.5009765625	0.88931394	18.2089901	0.79747486	0.07291778	-0.0504796114	0.0808145874	0.0295407959	0.059112251399999996	-0.0845475636	-0.07417693139999999	0.0049191688	0.0636637351	-0.028346549	0.0680927462	-0.100455567	-0.0343731995	0.09660854880000001	0.09641333619999999	0.096088274	0.0956338001	0.0950505264	0.0	-0.00217004	-0.0327532	0.0775191	0.000311491	-0.000536766	0.00015836999999999996
-1395.1893310546875	-2044.207763671875	0.88037109	18.02588272	0.6807701	0.027369688699999995	-0.0474261184	0.08971888970000001	0.027882736600000003	0.009687928	-0.08384318389999999	-0.0600970357	0.006441755899999999	0.0614690651	-0.0199258288	0.07514013530000001	-0.1053423557	-0.0766337711	0.0965460665	0.09616365589999999	0.0955274267	0.09463905789999999	0.09350089449999999	0.0	9.73487e-05	-0.0198073	0.0720271	0.00033272	-0.000536766	0.000270429
-1299.5992431640625	-1243.32080078125	0.81114382	16.60843086	0.7062968	0.1044439453	-0.04497038019999999	0.0887259951	0.0089850572	0.0467920558	-0.0565960855	-0.0616251836	0.008553381899999999	0.048124038200000004	-0.048098651299999996	0.0709242893	-0.081433906	-0.0486904667	0.0964627776	0.09583108380000001	0.0947813232	0.0933180753	0.0914477238	0.0	0.000160494	-0.0770305	0.0720266	0.0	-0.0008767589999999999	0.0
-693.790283203125	-498.7149658203125	0.79691857	16.31716537	0.70048821	0.071530859	-0.0396607113	0.08311389150000001	0.0026076442999999998	0.024210619500000002	-0.0507162462	0.0251440976	-0.0057489624	0.0618395889	-0.049665513700000004	0.052842085899999995	-0.0677918887	-0.0400923667	0.09635870029999999	0.0954159064	0.09385141039999999	0.091675406	0.0889020714	0.0	9.0385e-05	-0.0561704	0.0720491	0.000496909	-0.000536766	0.000174661
-197.7314453125	-498.92169189453125	0.88106298	18.0400486	0.68646997	0.034661425	-0.0388487261	0.0653673305	-0.0015931167000000001	0.0620398617	-0.033397803	-0.0045530312	-0.0207536595	0.0797957955	-0.037107036600000004	0.0389921364	-0.0595046671	-0.0286696384	0.0962338568	0.0949184818	0.0927394919	0.0897167126	0.0858776466	0.0	-0.00268099	-0.0554107	0.0463435	0.000417192	-0.000536766	0.000203439
-127.047607421875	-1091.06591796875	0.77763402	15.92230797	0.72154081	0.1050261595	-0.035455920499999995	0.08500748080000001	0.0016434817999999999	-0.0042383991999999995	-0.0575486075	0.00025347490000000004	-0.036424778399999996	0.0789499151	-0.0316846696	0.0605369072	-0.028404226299999998	-0.0244357979	0.096088274	0.0943392386	0.0914477238	0.087448747	0.0823907371	0.0	8.541949999999998e-05	-0.08059199999999998	0.0741364	-0.000546913	-0.000536766	0.000225045
-326.6761474609375	-1825.710205078125	0.88152611	18.04953194	0.80032808	0.1372710805	-0.038051223700000004	0.0625356825	0.0494788079	0.0863056708	-0.0389968481	-0.0526959737	-0.016088861399999998	0.0641866663	-0.0414455344	0.0371894571	-0.0741999642	0.022993746000000002	0.0959219835	0.0936786761	0.0899786114	0.0848793276	0.0784601214	0.0	0.0144051	-0.106753	0.0531294	-5.8347e-05	-0.00101812	0.0007707929999999998
-615.3048095703125	-1769.0106201171875	0.93398088	19.12355995	0.85229743	0.09200225	-0.0432883897	0.0963620742	-0.0035897428	-0.043609419	-0.0462097262	-0.0517365822	-0.020886174	0.0693001033	-0.028190030499999998	0.0765985607	-0.019132871699999998	-0.0587248434	0.0957350209	0.0929373638	0.08833500359999999	0.0820173114	0.0741069672	0.0	0.0183707	-0.0566033	0.0719876	-0.000357836	-0.00108703	0.0007586169999999998
-878.0272216796875	-1078.40478515625	0.90530413	18.53639412	0.84736109	0.14713228999999997	-0.0680651643	0.0541122007	0.0057727066	0.0618099562	-0.046301543	-0.064697144	0.012998273400000001	0.0611295263	-0.0318058611	0.0428518483	-0.1018829056	-0.061315727199999996	0.0955274267	0.0921159406	0.08652008800000001	0.0788725647	0.06935471809999999	0.0	0.00593096	-0.105638	0.124273	-0.0007538329999999998	-0.00101812	0.000556075
-942.5933837890624	51.419677734375	0.85151041	17.43494987	0.79651952	0.15210374	-0.0690598167	0.046021108399999996	-0.0246417973	0.0270196566	-0.0352357102	-0.0020355825	0.0254996752	0.05620353610000001	-0.0128840014	0.0239102302	-0.0776282675	-0.0754168149	0.0952992454	0.09121511460000001	0.0845373842	0.0754559278	0.0642289667	0.0	0.0183823	-0.0460213	0.0961359	-0.00125577	-0.00101812	0.00109211
-588.0657958984375	480.71295166015625	1.23277998	25.24156761	0.97980732	0.1842183	-0.0558990563	-0.0183014602	0.0045854586999999995	0.12212829619999999	-0.0135466772	0.011292101499999999	0.0369140545	0.0454417955	-0.014565866	-0.0171420873	-0.0994570467	-0.0138721222	0.0950505264	0.0902356624	0.0823907371	0.0717791788	0.05875731730000001	0.0	0.0183807	-0.117333	0.08563239999999998	-0.00324664	-0.00101812	0.00114927
-1127.8505859375	-11.1187744140625	1.75708377	35.97685623	1.5927465	0.6645142	0.045079132800000005	-0.1024018297	-0.023886579300000002	0.0194188028	0.0109203227	0.068642762	-0.0137741838	-0.078747939	0.0460971987	-0.05379220690000001	0.0620663804	0.0292521584	0.0947813232	0.0891784281	0.0800843099	0.067854992	0.0529692367	0.0	0.0201411	-0.0959184	-0.112144	-0.0102002	0.000458297	0.000707991
-1228.7603759765625	-644.825439453125	1.20206571	24.61268425	1.09681475	0.10242994999999996	0.048320580099999996	-0.07159038059999999	-0.031974817999999995	-0.0591180991	0.0243658935	0.005779647099999999	0.005475087900000001	-0.07244063099999999	0.0335899463	-0.0407937934	0.0566280128	0.0447455062	0.09449169369999999	0.0880443231	0.0776225754	0.0636968951	0.0468958961	0.0	0.0100982	-0.12726	-0.107378	-0.00945873	0.000458297	0.00109211
-977.5452880859376	-1285.3759765625	0.99384868	20.34937286	0.88953024	0.21827875	0.049174465599999995	-0.0866469277	0.007221328199999999	0.0205263987	0.0107331725	0.051924064000000006	0.013355388300000002	-0.0825297176	0.0467292158	-0.046189884199999996	0.0405663301	0.0601197679	0.0941817006	0.086834325	0.07501030759999999	0.0593192217	0.0405700028	0.0	0.0262196	-0.157112	-0.117558	-0.0111568	-0.00108614	0.00109211
