WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	X	Y	Z	RotX	RotY	RotZ
0.40370619561683707	4.565253166002866	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.04835e-05	-0.0695599	0.0574	-0.000954128	-0.0	-0.000319871
0.7146907155776441	3.364929935032535	1.71470249	35.26563644	1.44768965	0.4054527618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-2.16683e-05	0.183234	0.109566	0.000581554	0.00024927	-9.620880000000003e-05
0.6989054701128699	2.9834385833304067	2.16418147	44.50990295	1.86111033	0.4130098483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00211176	-0.00446523	-0.0424803	0.00152526	-2.64698e-23	0.000133433
-0.34688018268670073	2.601659964101648	2.3920908	49.19722748	2.09260678	0.48677909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00886026	-0.176281	-0.237808	0.000352474	-0.000508601	0.000625318
-0.10963370467348628	1.7808771726765982	1.36799276	28.13499069	1.22360814	0.400841145	-0.0658344972	-0.056395663	-0.045643282400000006	-0.005616999	0.0363424274	-0.0109781547	-0.0443117192	0.0948599108	-0.0227812977	0.010748056	0.0020666944	-0.0400255111	0.0335389105	0.0335388712	0.0335388057	0.0335387141	0.0335385963	0.0335384524	0.033538282200000005	0.0335380859	0.0335378634	0.0335376147	0.0335373398	0.0335370388	0.033536711600000005	0.0335363582	0.0335359786	0.0335355729	0.033535141	0.0335346829	0.033534198599999995	0.0	0.0	0.0	0.0	0.00552326	-0.055308	-0.111748	-0.00128644	-2.58145e-05	0.00129211
-0.2168443230778287	1.4959196528074412	1.17850101	24.23778343	1.0934056	0.096667805	-0.059716454800000006	-0.0407308472	-0.0435700667	0.0090597972	0.0294543073	-0.0124558793	-0.0424254903	0.0787823187	-0.0182186234	0.0096334028	-0.0035579903	-0.0491836075	0.0335388057	0.0335384524	0.0335378634	0.0335370388	0.0335359786	0.0335346829	0.0335331516	0.0335313848	0.0335293824	0.0335271444	0.033524671	0.0335219621	0.0335190177	0.033515837799999997	0.0335124225	0.0335087718	0.0335048857	0.0335007642	0.0334964075	0.0	0.0	0.0	0.0	-0.00564442	-0.0360185	-0.086832	-0.000954529	0.000178647	0.00100259
0.3427329392304902	1.6120592568561631	1.41144013	29.02855492	1.21221185	0.28585021000000005	-0.0499617935	-0.015134087099999999	-0.015998419399999998	0.029781357	0.018610324299999998	-0.0256321906	-0.0381498397	0.0409988865	-0.0341495379	-0.005932097	0.0134522472	-0.0566466595	0.0335385963	0.0335376147	0.0335359786	0.0335336882	0.0335307435	0.0335271444	0.0335228912	0.0335179839	0.0335124225	0.0335062072	0.0334993381	0.0334918154	0.033483639100000004	0.0334748095	0.0334653267	0.033455191	0.0334444024	0.0334329612	0.0334208677	0.0	0.0	0.0	0.0	0.00752216	-0.0519648	0.100157	-0.00139702	-3.55766e-05	0.000264338
-0.31985007324930026	0.8786790631579063	1.3483541	27.73108864	1.06808865	0.107338295	-0.0533092517	-0.026161930099999998	-0.014858286200000001	0.0312277193	0.0169679185	-0.011155776499999999	-0.0401260101	0.0530448841	-0.0032901171000000004	0.0038785952000000004	0.022349805	-0.0692919346	0.033538282200000005	0.0335363582	0.0335331516	0.033528662599999995	0.0335228912	0.033515837799999997	0.033507502599999996	0.033497885899999996	0.033486987999999995	0.0334748095	0.0334613508	0.0334466123	0.0334305947	0.0334132985	0.0333947245	0.033374873199999995	0.0333537456	0.033331342400000005	0.0333076644	0.0	0.0	0.0	0.0	-0.00727063	-0.0553683	0.0576568	-0.00107466	9.664450000000003e-05	0.000742593
-0.04695455914264005	0.9858462371709872	1.35205066	27.80711365	1.06132758	0.174672775	-0.0471011396	-0.0241081137	-0.0091301233	0.0381033565	-0.0137514775	-0.0381652786	-0.0349896064	0.038740186499999996	-0.0129845533	-0.0188161126	0.0040539243	-0.047790305	0.0335378634	0.0335346829	0.0335293824	0.0335219621	0.0335124225	0.0335007642	0.033486987999999995	0.0334710948	0.0334530855	0.0334329612	0.0334107233	0.0333863731	0.0333599123	0.033331342400000005	0.0333006652	0.033267882799999995	0.0332329972	0.0331960106	0.0331569252	0.0	0.0	0.0	0.0	0.00243132	-0.0230091	0.141686	-0.00185312	-7.326399999999998e-05	0.000765873
-0.5255795302301146	0.40122252962577776	1.36873162	28.15018654	1.15779793	0.26164963	-0.0297525702	-0.0082109538	0.009718922	-0.0016680535999999998	-0.0237801387	-0.0145106276	-0.0270647156	0.0101979623	0.0127474051	-0.010773244599999999	-0.024331980299999997	-0.0140166609	0.0335373398	0.0335325888	0.033524671	0.0335135871	0.0334993381	0.033481925499999995	0.0334613508	0.033437616	0.0334107233	0.033380675299999996	0.0333474748	0.033311125	0.0332716292	0.033228991299999996	0.0331832152	0.0331343052	0.0330822661	0.0330271026	0.03296882	0.0	0.0	0.0	0.0	0.0074208	0.0935045	0.212907	-0.000969343	-7.326399999999998e-05	0.000271139
0.13666264443548806	0.7002195347553093	1.27512276	26.22496796	1.10211992	0.23109184	-0.0174543	-0.0017176392999999999	0.0130260354	-0.0186054735	-0.00666552	-0.0173389003	-0.014549270100000001	-0.0065845755	-0.0057493447	-0.022051154500000003	-0.010482875899999999	-0.013087008300000001	0.033536711600000005	0.033530076	0.0335190177	0.033503538	0.033483639100000004	0.0334593236	0.0334305947	0.0333974561	0.0333599123	0.0333179681	0.0332716292	0.0332209016	0.0331657921	0.0331063079	0.0330424567	0.0329742472	0.0329016882	0.0328247894	0.0327435608	0.0	0.0	0.0	0.0	0.00733976	0.057537	0.354896	-0.00157745	0.000216341	0.000107765
-0.3483023283980119	0.2197716208180931	1.18360722	24.34280205	1.02070749	0.21253459000000002	-0.0026649336999999998	0.0018268767	0.0265280583	-0.0175328424	0.0140354662	0.0043761651	-0.0042776895	-0.0122375585	0.0208903985	-0.006157114	0.0088983394	-0.012033128700000001	0.0335359786	0.0335271444	0.0335124225	0.0334918154	0.0334653267	0.0334329612	0.0333947245	0.0333506232	0.0333006652	0.0332448593	0.0331832152	0.0331157437	0.0330424567	0.0329633672	0.0328784888	0.0327878366	0.032691426600000004	0.0325892755	0.0324814014	0.0	0.0	0.0	0.0	-0.00700396	-0.00280447	0.39638	-0.000617963	0.0009353400000000002	-0.000141057
-0.9520712906760982	-0.4278969802982621	1.11752963	22.98381042	0.91453677	0.03662044999999999	-0.0026152557999999998	-0.0038951533000000003	0.0255029704	0.0008698238000000001	0.01033806	0.0065655784	-0.0047527576	-0.0115435651	0.0451742297	0.0130483778	0.0113953367	-0.0010794441	0.033535141	0.0335237942	0.0335048857	0.0334784198	0.0334444024	0.0334028412	0.0333537456	0.0332971267	0.0332329972	0.0331613716	0.0330822661	0.032995698399999995	0.0329016882	0.0328002566	0.032691426600000004	0.032575222599999995	0.0324516708	0.0323207992	0.0321826372	0.0	0.0	0.0	0.0	0.00214845	0.00474152	0.387502	-0.00063875	0.00100301	-0.000273481
-0.2780114311486992	-0.2659804888079355	1.23076773	25.3127346	0.9836368	0.22978488	0.0070361608999999995	0.0032525023999999997	0.0286027948	0.018324248300000002	-0.0058020841	-0.0073545127	0.0020720146	-0.0202849095	0.0229097191	-0.0089880353	-0.0290404604	0.01423103	0.033534198599999995	0.0335200253	0.0334964075	0.0334633518	0.0334208677	0.033368967	0.0333076644	0.033236977200000004	0.0331569252	0.0330675311	0.03296882	0.0328608198	0.0327435608	0.032617076099999996	0.0324814014	0.0323365748	0.0321826372	0.032019632	0.031847605	0.0	0.0	0.0	0.0	-0.0146377	0.115749	0.448801	-0.00126709	0.000933356	-0.000389332
-0.18812344812655216	-0.3837179670427693	1.04237461	21.4381237	0.91539216	0.17032029999999998	-0.001403159	-0.0069794638	0.019101363	-0.0055157339	-0.01481855	-0.0138239189	-0.003530738	-0.0099270442	0.0178369887	-0.0085637052	0.008379675500000001	0.0078652791	0.0335331516	0.033515837799999997	0.033486987999999995	0.0334466123	0.0333947245	0.033331342400000005	0.0332564879	0.0331701867	0.0330724686	0.0329633672	0.0328429199	0.0327111684	0.0325681579	0.0324139377	0.0322485608	0.032072084199999996	0.031884568599999996	0.0316860785	0.0314766823	0.0	0.0	0.0	0.0	-0.0200432	0.0418325	0.418426	-0.000536187	0.0011844	-0.000619851
-0.006525918979970707	-0.14674653992279107	1.03349876	21.25557709	0.92602694	0.10925594999999996	0.0011193047	-0.0006820686	0.029019411800000002	-0.0156714421	0.017124456	-0.0006501397	0.0004641351	-0.0091607889	0.014636253500000002	-0.0016354526000000001	0.0244663088	-0.0060978154000000005	0.033531999900000005	0.0335112317	0.0334766277	0.0334282021	0.033365974799999996	0.0332899716	0.0332002239	0.0330967686	0.0329796486	0.032848912200000004	0.0327046133	0.0325468116	0.0323755721	0.0321909657	0.0319930684	0.0317819621	0.0315577338	0.0313204761	0.0310702871	0.0	0.0	0.0	0.0	-0.0205497	-0.0228468	0.419194	-0.000220261	0.0014306	-0.000923768
0.12860439489546072	0.03441332541708357	1.08964205	22.41025543	0.98737419	0.17994855	0.0074554166000000005	-0.0013834518	0.0219722017	-0.0230848656	0.0088292538	-0.012074966000000001	0.0035507794	-0.0168334228	0.0007066173	-0.011121133600000001	0.0064296427	0.0339590893	0.0335307435	0.0335062072	0.0334653267	0.033408122	0.0333346209	0.0332448593	0.033138881	0.0330167376	0.0328784888	0.032724202	0.0325539524	0.0323678232	0.032165905	0.0319482964	0.031715103599999996	0.0314664402	0.0312024277	0.030923194700000003	0.0306288774	0.0	0.0	0.0	0.0	-0.0152452	0.1004	0.443555	-0.000478256	0.00146333	-0.000673768
0.34127479195100285	-0.08794205901768985	1.12254608	23.08698082	0.98512882	0.11585190000000005	0.017570846299999998	0.0122890702	0.0195036555	-0.0012558207	0.0127288551	0.0013842532999999999	0.0087428991	-0.0206994064	-0.010032522700000001	-0.016261358700000002	-0.0112639196	0.027962005800000002	0.0335293824	0.0335007642	0.0334530855	0.0333863731	0.0333006652	0.0331960106	0.0330724686	0.0329301097	0.0327690147	0.0325892755	0.0323909942	0.0321742837	0.0319392672	0.0316860785	0.0314148616	0.0311257709	0.0308189708	0.030494635899999997	0.030152950699999997	0.0	0.0	0.0	0.0	-0.0244414	0.127661	0.478573	-0.000788008	0.00137871	-0.00116693
0.4134166495288312	-0.01566562424166519	1.34213555	27.60319519	1.23466372	0.14328802	0.00317186	-0.0032892611	0.0114679724	0.0111393348	-0.0037575678999999997	-0.0272082669	0.005453461	-0.0001796238	-0.021293185	-0.0380102081	-0.004084014699999999	0.0082114279	0.0335279166	0.0334949029	0.0334399042	0.0333629566	0.0332641105	0.0331434308	0.0330009969	0.032836902	0.0326512541	0.0324441748	0.0322158002	0.0319662801	0.0316957783	0.0314044723	0.031092553399999997	0.0307602263	0.0304077092	0.030035233300000002	0.029643043199999997	0.0	0.0	0.0	0.0	-0.0255494	0.148854	0.44333	-5.73956e-05	0.00172704	-0.000530992
