WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	X	Y	Z	RotX	RotY	RotZ
0.7360411039786507	3.3615127325883467	n/a	n/a	n/a	n/a	-0.0166941437	0.0245369848	-0.0374869096	-0.0096366568	-0.0162089024	-0.0249281408	-0.0269275421	0.0014384681	-0.0190089739	0.065752799	-0.013768770100000001	0.052320509800000005	0.0329064773	0.0329064416	0.0329063821	0.0329062988	0.0329061917	0.0329060608	0.0329059061	0.0329057276	0.032905525299999995	0.0329052992	0.0329050493	0.0329047756	0.0329044781	0.0329041568	0.0329038117	0.032903442799999995	0.0329030501	0.0329026336	0.0329021933	0.0241657	-0.0368191	-0.0808689	-0.00152543	-0.000474028	0.000690694
0.9577851317578598	2.675251488974504	1.35633624	24.30660248	1.32081115	0.06487525	0.023852629	0.0256982201	-0.0384488998	-0.0117737256	-0.0154392743	-0.0216060454	0.0163394074	-0.0028697908000000004	-0.018630853	0.0687203462	0.0057270931	0.0371503292	0.0329063821	0.0329060608	0.032905525299999995	0.0329047756	0.0329038117	0.0329026336	0.0329012413	0.0328996349	0.0328978143	0.0328957795	0.0328935307	0.0328910677	0.032888390499999996	0.0328854993	0.032882394100000004	0.0328790748	0.0328755414	0.032871794100000004	0.032867832799999996	0.023178	-0.0461467	-0.0411582	-0.00175475	-0.000413233	0.000683824
0.8413032934633841	2.2248886136684622	1.63297606	29.26420593	1.13787043	0.046814899999999986	-0.0023970462	-0.0274072535	-0.039030182000000004	-0.011006956699999999	-0.0063939773	-0.0278275508	-0.014276231799999999	0.0380331301	-0.0047245943	0.0542599475	0.023830246	0.0486272613	0.0329061917	0.0329052992	0.0329038117	0.0329017292	0.0328990518	0.0328957795	0.0328919124	0.0328874506	0.032882394100000004	0.032876743	0.032870497400000004	0.0328636575	0.0328562233	0.032848195	0.0328395728	0.0328303567	0.0328205471	0.0328101439	0.0327991475	0.017877899999999995	-0.0557925	-0.0351541	-0.00131842	-0.000461468	0.000651091
0.8583449192515649	1.9471466766106775	1.40915132	25.25309181	1.03268254	0.02051455	-0.0172499741	0.018901174099999998	-0.0348930135	-0.014042968999999999	0.0036102147	-0.0321858775	-0.0204166683	-0.0103660629	-0.012376475900000001	0.04290559150000001	0.0222269935	0.058174058499999994	0.0329059061	0.0329041568	0.0329012413	0.0328971598	0.0328919124	0.0328854993	0.0328779208	0.032869177	0.0328592683	0.032848195	0.0328359576	0.0328225565	0.0328079921	0.032792265	0.0327753757	0.0327573248	0.032738113	0.0327177409	0.0326962093	0.015747299999999995	-0.0557915	-0.0351509	-0.00115274	-0.000318715	0.000591929
0.7647582433304907	1.288626260756549	1.37784886	24.69212723	0.99596518	0.04218605000000001	0.0288114513	0.0074284176	-0.0304364648	-0.014495765700000001	0.0053644621	-0.0183710261	0.0246326897	0.005738728	-0.0037193607	0.0399212198	0.024594523700000002	0.0526056918	0.032905525299999995	0.0329026336	0.0328978143	0.0328910677	0.032882394100000004	0.032871794100000004	0.0328592683	0.032844817400000004	0.032828442299999996	0.0328101439	0.0327899234	0.0327677818	0.0327437205	0.0327177409	0.0326898446	0.0326600331	0.0326283082	0.0325946717	0.0325591257	0.0177638	-0.0434566	-0.0226331	-0.00114209	-0.000614402	0.000591929
0.6666883098653644	1.212739567927731	1.76214933	31.57909012	1.039415	0.0914878	-0.0199965513	-0.0139500394	-0.025803336200000002	-0.0190376141	0.0091062917	-0.042295535599999996	-0.0205213471	0.0182091409	-0.0003399317	0.028016064500000003	0.0157948198	0.0626867263	0.0329050493	0.0329007297	0.0328935307	0.032883453	0.032870497400000004	0.0328546652	0.0328359576	0.032814376400000005	0.0327899234	0.0327626007	0.0327324108	0.032699356299999996	0.03266344	0.0326246652	0.0325830351	0.0325385536	0.0324912244	0.0324410517	0.0323880398	0.0153197	0.00392693	0.00990082	-0.0012717300000000004	-0.000561517	0.000591929
0.792706945449865	0.8241382271399571	1.24135637	22.24607468	0.91848975	0.03339815	-0.009018906	0.0214839355	-0.011871220200000001	-0.018495067	0.014762216299999999	-0.0580839537	-0.0047520203000000006	-0.0128033178	-0.013780903700000001	0.0203987353	0.0100528128	0.0690964964	0.0329044781	0.032898445	0.032888390499999996	0.0328743161	0.0328562233	0.032834114399999996	0.0328079921	0.0327778596	0.0327437205	0.0327055791	0.03266344	0.0326173083	0.0325671898	0.0325130904	0.0324550169	0.0323929763	0.0323269762	0.032257024700000005	0.0321831303	0.0152394	0.0039283	0.0139277	-0.00178838	-0.000492375	0.000591929
0.5452941713763126	0.4505237736508026	1.29025447	23.12236595	0.93332046	0.019933309999999996	0.030561519500000002	-0.0025297723999999997	-0.0067054522	-0.0163314663	0.028436943	-0.0252850107	0.027678379700000002	0.0097652528	0.0015565372	0.019529188	0.0099329406	0.056558198399999995	0.0329038117	0.0328957795	0.032882394100000004	0.0328636575	0.0328395728	0.0328101439	0.0327753757	0.0327352737	0.0326898446	0.0326390956	0.0325830351	0.032521672200000004	0.0324550169	0.0323830799	0.0323058731	0.032223409	0.032135701	0.0320427633	0.0319446112	0.015996199999999995	-0.00572416	0.0147941	-0.00184016	-0.000426314	0.000647241
0.6150698044051381	0.5278476492292876	1.50785768	27.02198601	0.99932402	0.039800890000000005	-0.0208424809	-0.017752223	-0.0046881963	-0.015275782	0.0029342846000000003	-0.037541145299999995	-0.0198459212	0.0179092034	0.0096326188	0.0126147396	0.013946045800000001	0.06326542339999999	0.0329030501	0.0328927334	0.0328755414	0.0328514776	0.0328205471	0.0327827562	0.032738113	0.0326866267	0.0326283082	0.0325631695	0.0324912244	0.0324124878	0.0323269762	0.0322347075	0.032135701	0.0320299773	0.0319175586	0.0317984684	0.0316727315	0.0159987	-0.0315613	0.0122615	-0.00176046	-0.000338144	0.000707944
0.31801093896818605	0.5192959213953396	1.24857712	22.37547684	0.92918527	0.07414189999999998	-0.0111604323	0.020553656599999998	-0.0019023898999999999	-0.0170040922	-0.0006427636	-0.032058407000000004	-0.0061931236	-0.0210913798	0.0084391294	0.0059116992	0.0160855913	0.051670498499999995	0.0329021933	0.0328893067	0.032867832799999996	0.0328377771	0.0327991475	0.0327519542	0.0326962093	0.0326319276	0.0325591257	0.0324778227	0.0323880398	0.0322898005	0.0321831303	0.0320680572	0.0319446112	0.0318128245	0.0316727315	0.0315243688	0.0313677752	0.0158271	-0.0655671	0.0099307	-0.00123436	-0.000448703	0.000591929
0.06423243457003003	0.30778353310274875	1.35188329	24.22680283	0.95011318	0.03236000000000001	0.0305660359	-0.0013661997	-0.006425304000000001	-0.0152578376	0.0035629263	0.0066348761	0.0274484903	0.0021012154999999998	0.0203845612	0.0078091911	0.0205380366	0.034773102400000006	0.0329012413	0.0328854993	0.0328592683	0.0328225565	0.0327753757	0.0327177409	0.0326496706	0.0325711864	0.0324823134	0.0323830799	0.032273517599999996	0.0321536614	0.032023549500000005	0.0318832235	0.0317327281	0.0315721113	0.0314014243	0.0312207216	0.031030060800000002	0.0189566	-0.057423	0.0099365	-0.00106265	-0.000698605	0.000591929
0.1272707965932649	0.4078279684825479	1.6208899	29.04761124	0.9938274	0.05005981	-0.0203536647	-0.0062107494999999995	-0.006192954499999999	-0.0164244793	-0.0092458899	-0.0178379649	-0.0182307453	-0.0003416679	0.023183204500000002	0.0041335634999999996	0.0206326219	0.0364672715	0.032900194199999996	0.0328813114	0.0328498482	0.0328058165	0.0327492333	0.032680120099999994	0.0325985035	0.0325044145	0.0323978893	0.0322789686	0.0321476978	0.0320041273	0.0318483119	0.0316803113	0.0315001897	0.031308016099999995	0.0311038639	0.030887811299999998	0.030659941	0.0176877	-0.0321487	0.00065744	-0.000964557	-0.000511947	0.000591929
0.2718169274414062	0.1350617676812469	1.31265974	23.52388573	0.92378592	0.06836893	0.0034916823	0.0304254965	0.0026360678999999996	-0.012506885300000001	-0.0071728213	-0.0352613393	0.0074790488	-0.026560911	0.0041688434	-0.0003115708	0.0087404624	0.0379504861	0.0328990518	0.032876743	0.0328395728	0.032787558	0.0327207223	0.0326390956	0.0325427151	0.0324316242	0.0323058731	0.0321655188	0.0320106245	0.031841260499999996	0.0316575031	0.0314594356	0.0312471473	0.0310207344	0.030780299	0.03052595	0.030257802200000003	0.0261317	-0.0027929	0.00993762	-0.00123096	-0.000352571	0.000591929
0.3741560369940509	0.02788170772846388	1.46976888	26.33940506	0.99747711	0.05203268	0.025871586000000002	-0.0271139932	0.0080761485	-0.012685855800000001	0.0270695021	-0.0139757867	0.017125092800000002	0.0277014342	0.0189570297	0.0021331294000000002	-0.009192013399999999	0.0498544034	0.0328978143	0.032871794100000004	0.032828442299999996	0.0327677818	0.0326898446	0.0325946717	0.0324823134	0.0323528289	0.0322062864	0.0320427633	0.031862345699999996	0.0316651288	0.0314512165	0.0312207216	0.0309737657	0.0307104789	0.0304310002	0.0301354767	0.0298240645	0.0261263	0.0368291	0.0149109	-0.00134038	-0.000391791	0.000591929
0.17384636473768397	-0.11295856423946883	1.40132725	25.11287689	0.99617112	0.09063353	-0.0261430747	-0.0015438643	0.0163664861	-0.0099683414	0.020756072900000002	-0.0373575302	-0.0192364963	-0.0072479481	0.0168118009	-0.0104780341	0.007220329399999999	0.0625738827	0.0328964816	0.0328664648	0.032816457	0.0327464888	0.0326566026	0.0325468531	0.032417307	0.0322680433	0.0320991526	0.0319107377	0.031702913199999995	0.031475805499999995	0.031229552799999998	0.0309643047	0.0306802227	0.0303774796	0.0300562594	0.0297167577	0.029359180699999998	0.0190296	-0.0281694	0.009953020000000003	-0.00110114	-0.00042416	0.000591929
0.3001539764068033	-0.3449485685754252	1.41185355	25.30151749	0.89908481	0.03663587	0.0069946682999999996	0.026695642599999996	0.0286697863	-0.0198309857	0.0032899186	-0.0540966725	0.012237348200000001	-0.027206160299999997	0.01212896	-0.0105369751	-0.0016525149	0.052260861500000005	0.0328950537	0.0328607551	0.0328036173	0.032723679900000004	0.0326209985	0.0324956446	0.0323477052	0.0321772831	0.031984496800000005	0.0317694802	0.0315323829	0.031273369700000005	0.0309926204	0.0306903303	0.030366709500000002	0.0300219829	0.0296563901	0.0292701851	0.028863636499999998	0.0261245	-0.0486307	0.00995859	-0.000939649	-0.000444151	0.000591929
