WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	X	Y	Z	RotX	RotY	RotZ
0.29456452612527084	2.6766623349641967	n/a	n/a	n/a	n/a	-0.0796055511	-0.0292082275	-0.08881603710000001	-0.0031914173	0.04252030440000001	0.0350952411	0.1053243398	-0.0548458862	0.0601415463	-0.0605525737	0.0257685984	-0.050658534299999995	0.0628691584	0.0628682496	0.062866735	0.0628646145	-0.0328189	-0.013987	0.0269386	0.000414941	0.000795515	-0.000537715
0.4464384276363832	1.6566405576997647	1.35654473	17.93427849	1.32681274	0.1283487	-0.0691635696	-0.0340910344	-0.0790052927	-0.0378702764	0.0486974381	0.0130086549	0.1053747582	-0.0434215642	0.0364777269	-0.049907655499999995	0.0473591265	-0.0673135459	0.062866735	0.062858556	0.0628449253	0.0628258438	-0.0447172	-0.0438042	0.0702759	-0.000176824	0.00106631	-0.000541073
0.3015707213332122	0.8370869163284502	1.10384881	14.59349728	1.07169604	0.044193109999999994	-0.0546711275	-0.0335627653	-0.083881258	-0.0494179493	0.0629763378	0.0034809821	0.09390947710000001	-0.0221730323	0.0411815943	-0.0521192026	0.0567560377	-0.09231486300000001	0.0628618881	0.0628391703	0.0628013134	0.0627483265	-0.0361903	-0.0438097	0.0528141	1.53242e-05	0.00089448	-0.000541073
0.016347540338097266	0.21016915397222136	1.09454358	14.4704771	1.04457712	0.10371731999999999	-0.059996450800000004	-0.0465198994	-0.0830152554	-0.061697454299999996	0.033226228999999996	0.0152733825	0.11057833869999999	0.015579236000000002	0.0477391062	-0.032699700299999995	0.056389979900000005	-0.0886464542	0.0628546181	0.06281009559999999	0.0627359146	0.0626321103	-0.0447148	-0.00310737	0.09349370000000003	0.000133623	0.000736561	-0.000541073
0.09880786024184557	0.03212671544998075	1.3204273	17.4567852	1.14930594	0.20327012	-0.0690566096	-0.052399494299999995	-0.0935930422	-0.06530532730000001	0.0732072425	-0.0424900918	0.1221543794	0.0252984921	0.0548106701	-0.0311710779	-0.0112030878	-0.0982965539	0.0628449253	0.0627713362	0.0626487515	0.0624772669	-0.0369956	0.0978135	0.141654	-0.000795771	0.00073656	-0.000541073
0.4607913657187625	-0.21916770818084386	1.27912223	16.91070938	1.16278291	0.20437415	-0.0657622026	-0.027947927400000003	-0.06948893889999999	-0.044333204800000005	0.0387306908	-0.0450734105	0.1022672628	-0.0261150421	0.031131894700000003	-0.0471393405	0.047384358	-0.083259104	0.06283280990000001	0.0627228981	0.0625398543	0.0622838918	-0.0350531	-0.036237	0.107792	-0.000105389	0.000736561	-0.000541073
0.04967352678129383	-0.3887997603212872	1.21541464	16.06846046	1.05142498	0.08781464499999998	-0.0679519165	-0.0405341559	-0.09283971349999999	-0.0559716822	-0.0567467443	0.0231285721	0.10290725140000001	0.0054851599	0.025028327200000002	-0.022036074300000003	0.1041347823	-0.0592499351	0.0628182724	0.06266478889999999	0.0624092608	0.0620521042	-0.0277043	-0.0927702	0.0996381	3.98959e-05	0.000736561	-0.000711363
0.01039220906179722	-0.5779742734436689	1.2139281	16.04880714	1.09319234	0.250710995	-0.0785958421	-0.0444187021	-0.094513499	-0.04328438440000001	-0.031105501	-0.0086286009	0.1223253636	0.0331448471	0.0445567586	-0.0074670647	0.024642622599999997	-0.0510576821	0.0628013134	0.0625970175	0.062257016299999995	0.0617820471	-0.0277612	0.0439147	0.135636	-0.000907451	0.00117835	-0.000541073
0.2394707582982052	-0.2807178932453635	1.05893016	13.99964809	0.98004454	0.09284054999999998	-0.0817123674	-0.025258552000000004	-0.0868676174	-0.019131581	0.0160195928	-0.0668159252	0.1095712238	-0.00017704080000000003	0.0610616973	-0.0161301256	-0.0182199604	-0.0354459616	0.0627819336	0.0625195943	0.0620831737	0.061473887000000005	-0.0277232	0.0984524	0.135645	-0.000529631	0.000791053	-0.000541073
0.6046687015015779	-0.05675648958513758	1.36717045	18.07475662	1.2043668	0.23934415	-0.0716410906	-0.0193281885	-0.0787430529	-0.0014175780999999999	-0.0408688054	-0.0045724859	0.09362414529999999	-0.0449925794	0.0251969752	-0.039890612799999996	0.070332844	-0.014084993799999999	0.06276013379999999	0.0624325312	0.061887793200000006	0.061127814100000004	-0.0277165	-0.0703593	0.0728903	-0.000394765	0.000811607	-0.000541074
-0.09667050334962812	0.07634538297000665	1.10420454	14.5982008	1.03269899	0.030095274999999987	-0.0745931795	-0.0226835669	-0.0850920407	0.0015237923	-0.0794917398	0.034758304	0.10416784890000001	0.0119881329	0.030611627000000002	-0.0048571695	0.0710006367	0.015485268200000001	0.0627359146	0.0623358418	0.0616709426	0.0607440416	-0.0255411	-0.0703382	0.07290349999999998	-6.70175e-05	0.00104157	-0.000541073
-0.02710946455568991	0.11964387053312694	1.43936133	19.02915955	1.22392106	0.31617467500000007	-0.0940377099	-0.023840249700000003	-0.0906107118	0.0192373552	-0.0097568977	-0.055204865199999995	0.12044181970000001	0.022475707200000004	0.0629764944	0.0123788374	-0.047779202699999995	0.022397162	0.0627092772	0.0622295409	0.0614326971	0.0603228064	-0.0277417	0.126148	0.125401	-0.0008512669999999998	0.000955689	-0.00097075
0.3966294530607457	0.5601182326288969	1.28078043	16.93263245	1.1482656	0.17919945000000004	-0.0888236025	-0.0011480341999999999	-0.07061964849999999	0.047676744699999996	0.0013660242999999999	-0.054407707400000005	0.1080438709	-0.0321219236	0.0484179172	-0.0108883008	-0.006319467	0.0414651339	0.0626802224	0.062113644800000006	0.0611731395	0.059864368200000004	-0.0277096	0.029559	0.0760285	-0.000591105	0.000551734	-0.00097075
0.4942898273310676	0.8170035556385233	1.41802084	18.74702644	1.17602777	0.3277836	-0.0777897221	0.0066373926	-0.0456805097	0.06766264400000001	-0.0889899759	0.04642644940000001	0.08971802300000001	-0.0477950295	0.0049551583	-0.0150908899	0.0751087639	0.0703286464	0.0626487515	0.0619881716	0.060892359699999996	0.059369009699999996	-0.0116349	-0.117737	0.0039587	0.000620993	0.00100779	-0.0007920419999999999
0.07930967949745321	0.8483143489528133	1.25341725	16.57087517	1.1393398	0.24319265	-0.08758179320000001	-0.0023920638	-0.0660840391	0.06145127	-0.06700599980000001	0.0155143124	0.1069732491	0.0004382042	0.021645191400000003	0.0313509664	0.0283426056	0.09221596039999999	0.0626148656	0.0618531404	0.060590455099999996	0.0588370365	-0.0116165	0.0150037	0.0500518	-0.000195271	0.0008706	-0.000458687
-0.043164941247198274	0.6832913989966172	1.36588109	18.05771065	1.14829421	0.21973785	-0.1116947961	-0.004292563	-0.0645267811	0.073196415	0.0227251558	-0.0742281222	0.1293226408	0.0080410712	0.0563289901	0.0362235298	-0.0810197706	0.0764969567	0.0625785661	0.0617085722	0.060267530599999994	0.0582687766	-0.0189627	0.14633	0.095435	-0.000695692	0.0010078	-0.000534709
0.5019335361231925	0.7513316048086846	1.26942909	16.78256035	1.12502718	0.254716963	-0.1128427532	0.017033498799999998	-0.042846187800000005	0.08700127460000001	-0.0084836242	-0.026806268199999997	0.11409534630000001	-0.052254365899999995	0.032715315	0.0091779474	-0.012683702199999999	0.0693813691	0.0625398543	0.0615544892	0.0599236981	0.0576645805	-0.0116506	0.000432517	0.0505174	5.36266e-05	0.0010078	-0.000917186
0.5750910905133879	0.9121936148918202	1.26183128	16.68211365	1.07365072	0.213697287	-0.09787927099999999	0.011160125900000002	-0.0336732591	0.073761987	-0.0643295438	0.038592262200000005	0.0997162643	-0.0597294476	0.0033109498	0.008031584599999999	0.046453483	0.0884429385	0.0624987317	0.06139091519999999	0.05955907690000001	0.0570248208	-0.0260491	-0.088133	0.00789215	0.00064497	0.000577945	-0.000576224
0.4843870752071894	0.9017317702726192	1.15386009	15.25467491	1.04132378	0.1591992	-0.10559364550000001	0.0139551775	-0.0396987406	0.06723940610000001	-0.0508766492	0.0339400488	0.1117268462	-0.0343313633	0.0185237415	0.015255617800000001	0.0091825375	0.0762645339	0.0624552	0.0612178754	0.0591737934	0.056349892	-0.0116514	0.0132735	0.0372854	0.000554934	0.000600704	-0.000743464
0.6146901891832046	0.7930128622084995	1.31531465	17.38919449	1.09382784	0.23710915	-0.1390672661	0.0032900746000000002	-0.0354030896	0.0704391517	0.0127027671	-0.01130667	0.13284273900000002	-0.0488939775	0.0354543485	0.021704719100000002	-0.0757347216	0.0425340767	0.0624092608	0.0610353964	0.058767981500000004	0.055640210499999995	-0.0116663	0.125601	0.0995282	-0.000395776	0.000457613	-0.000586786
0.9010804188182536	0.9136511283939512	1.33968556	17.71139145	1.20566106	0.27461465	-0.11516403119999999	0.0157388865	-0.0128815675	0.0541289763	0.0110932702	0.0278762822	0.082491381	-0.0962300041	0.0021393437	-0.0035636497999999997	-0.0175205474	0.0386691769	0.0623609159	0.060843506500000005	0.0583417817	0.054896214000000006	-0.0116474	0.017765699999999995	0.0198005	0.000775505	0.000180135	-0.00029489
0.7221579459015744	0.8066449628224316	1.21333182	16.04092407	1.09152257	0.20832345	-0.104675419	0.0170040625	0.006923263000000001	0.030194109500000003	-0.0077031731	0.06851810400000001	0.0730690364	-0.0931636985	-0.0129405031	0.0180111009	0.0309125115	0.0240365309	0.062310167	0.0606422352	0.0578953421	0.054118361100000005	0.0239294	-0.0361899	-0.0233176	0.00125427	0.0005087	0.000411239
0.3667487215191501	0.3777790977371461	1.06125712	14.03041172	1.01782715	0.11718124999999997	-0.0940550567	0.0247776787	0.006926916500000001	0.0186826845	0.008641617800000001	0.058610184100000004	0.0606869106	-0.0655066411	-0.0079295193	0.043482939299999995	0.0180222991	0.0245954681	0.062257016299999995	0.060431613499999995	0.0574288175	0.0533071318	0.0292018	0.0311553	-0.0406732	0.00112298	0.000158649	0.000474059
0.6424324647725486	0.02902220051787108	1.32165873	17.47306633	1.18273461	0.17265237000000003	-0.1065527109	0.0161858032	0.0158311607	0.012234366200000001	0.054653709800000005	0.0013346745	0.072954094	-0.0743137103	0.0226612664	0.027153878399999998	-0.0649821162	-0.0243818243	0.0622014657	0.06021167400000001	0.056942369699999995	0.0524630262	0.0349956	0.137736	-0.00516348	0.000819405	0.000349212	0.000472834
0.9112388063785036	0.6817332266503502	2.55062056	33.72062683	2.57922482	0.61560417	0.0120446002	0.0833786434	0.0921040073	0.0195296522	0.0538936109	0.0132148315	-0.1074497351	-0.1544912417	-0.0330615542	0.0236432834	-0.040013622400000004	-0.0237198208	0.0621435174	0.0599824505	0.0564361674	0.051586565099999995	0.0935421	0.100098	-0.34286	0.00149268	-0.00103567	0.00204914
0.6313564095132166	0.9426708677315916	2.69513774	35.63122559	2.85898447	0.64015655	0.1416983742	0.12633889550000002	0.18835322100000002	0.0301621439	-0.039686487	0.0029357192	-0.248169539	-0.14915763	-0.08717497880000001	0.08501221980000001	0.054620152699999994	-0.007568701	0.0620831737	0.0597439783	0.0559103864	0.0506782888	0.145994	0.0186011	-0.712081	0.000536525	-0.00192186	0.00294653
0.1649701761743246	-0.8085665870243322	2.1472609	28.38798904	2.08577347	0.48009205	0.1248927424	0.09158664710000002	0.1598736642	-0.0373895111	-0.024686086800000003	0.0172240837	-0.1817492746	-0.04479930730000001	-0.0680846767	0.1045083124	0.0087046268	-0.0572146547	0.0620204367	0.059496294299999995	0.0553652089	0.049738757599999996	0.111205	0.171884	-0.513998	0.000456023	-0.000965919	0.00210423
0.16868923083482076	-1.0130093712023316	1.52332437	20.1391983	1.45773971	0.2472585	0.11166087960000001	0.0815963344	0.1366435717	-0.054464009800000004	0.0169866466	-0.0375064931	-0.1608942475	-0.0219539269	-0.0301348712	0.0943352849	-0.1073005915	-0.0677773725	0.0619553091	0.0592394366	0.0548008242	0.04876855099999999	0.109542	0.295839	-0.427845	-0.000149926	-0.00106833	0.00210562
