WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
10696.7353515625	8993.505859375	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
-194.92526245117188	172.6031494140625	1.75972056	27.22039223	1.82713854	0.12422487	-0.10840583529999999	-0.010344132399999999	0.0023989102	-0.0843028533	0.040486046	-0.0524830834	-0.026019597599999996	0.0821958947	0.014665328600000001	-0.12445874189999999	0.07037614980000001	-0.0349259273	0.1002478183	0.1002384491	0.10022283439999999	0.1002009753	0.0	-0.0131116	-0.022509	0.0407999	1.71924e-05	0.000493056	-0.000445839
-632.4605712890625	-305.48736572265625	1.12691104	17.43172264	0.85294414	0.123310265	-0.0813009683	-0.0023417608	0.032204228	-0.0416942415	0.0504185521	-0.033133598	-0.0162542198	0.0029635827	0.0041826689	-0.1394299433	0.0200628547	-0.0202888741	0.10022283439999999	0.10013852919999999	0.0999980731	0.0998015448	0.0	-0.0111927	0.00329502	0.0111353	0.000863259	8.93097e-05	-0.000514481
-635.4334716796875	-570.390380859375	1.16122615	17.96252823	0.88215208	0.158080935	-0.0979257935	-0.028364486	0.041461879900000005	-0.008754930400000001	0.0132673364	-0.035342168	0.0083726116	-0.0214080187	-0.0023904572	0.0068104243	0.026373528900000002	0.0697907013	0.10017287289999999	0.09993878910000001	0.0995490545	0.0990042761	0.0	-0.0151014	-0.0242275	0.03846	-0.000704973	0.000453602	-0.000460505
201.40621948242188	606.4566040039062	1.00850713	15.60018158	0.87788552	0.12979123	-0.1080661312	-0.06350773950000001	0.0166895241	0.0260386528	0.0119958584	0.008774089	0.0228372035	0.0002625011	0.0589027538	0.0765382734	-0.0284143152	0.0030812394	0.1000979463	0.0996394278	0.0988767856	0.0978123473	0.0	-0.0167131	-0.00327502	0.0144896	0.00036586	0.000231494	-0.0008326969999999998
-385.9416198730469	76.4910888671875	1.08876121	16.84159851	0.89058179	0.103090043	-0.0718429088	-0.011936857700000001	-0.0757754415	-0.0407695217	-0.0416207376	-0.041369999500000004	0.0031594725	0.047061606900000004	-0.038405934100000004	0.0897357146	0.0161078176	0.1229505402	0.0999980731	0.0992407438	0.09798277400000001	0.0962305098	0.0	-0.000182597	-0.0266791	-0.00651816	0.00072999	-0.00018387	-0.0008961569999999999
-869.0394287109375	-1104.536865234375	1.12093723	17.33931541	0.89824474	0.085339617	0.0191381233	0.0003952414	-0.0635573559	-0.035291413	-0.06676205660000001	0.0022815798	0.0165723847	-0.0084298067	-0.0604176717	0.0522273211	0.0139804885	-0.0182880466	0.0998732783	0.0987431344	0.0968690246	0.0942650692	0.0	-0.00014529	-0.0242535	0.0099775	0.00022837	0.000223858	-0.000477884
-890.5748291015625	-999.56494140625	1.04880607	16.22354889	0.84747934	0.07310262	0.0810397971	0.0042840544	-0.0104064908	-0.024532173799999998	-0.0503686126	-0.026217009500000003	0.0300600652	-0.0261996964	-0.071545465	0.038509716400000005	-0.060240637400000005	0.048065215	0.09972359300000001	0.0981470957	0.09553803529999999	0.09192386050000001	0.0	-0.00590619	-0.00148205	0.00989363	0.000862344	0.000435858	-0.000521638
-839.047607421875	-1413.468017578125	1.03294456	15.97819424	0.79680997	0.08629087999999999	0.0824524958	0.027842320099999998	-0.021959626200000002	-0.0216685553	-0.1268373847	0.0105892251	0.027307620600000002	-0.016257548	-0.09521069060000001	0.0711585183	-0.0169648495	0.06137770360000001	0.0995490545	0.0974532219	0.0939927908	0.08921621619999999	0.0	-0.0129068	-0.0127266	0.0329379	0.000180205	0.000357395	-0.000661065
-36.27047729492188	-915.4959716796876	1.09003365	16.86128044	0.79381526	0.06189394999999999	0.09493087480000001	-0.0030206912	0.028490388399999997	0.0074495485	-0.057872335899999995	0.011717913799999998	0.0352228937	-0.004190402199999999	-0.0248863454	0.057184451	-0.0771777583	0.0360560946	0.0993497063	0.09666220460000001	0.0922367566	0.08615293	0.0	-0.0143286	-0.0130746	0.0206487	0.000732846	0.000698101	-0.000597713
-942.6807861328124	-1844.27392578125	1.08596122	16.79828644	0.81291658	0.0545792	0.1047877218	0.0376534739	-0.0265036913	-0.0255476415	-0.09466142550000001	0.0014667245000000001	0.0135329553	-0.0193498178	-0.0997314344	0.07050949	0.0025233617000000002	0.095951941	0.09912559800000001	0.0957748323	0.09027387070000001	0.0827462129	0.0	-0.0212383	-0.0105017	0.0131384	0.000923687	0.000435661	-0.000896158
-1197.9036865234375	-1810.114501953125	1.06240273	16.43387032	0.84268183	0.0981672	0.1331176253	0.0028889974	0.0466842753	0.0046494539	-0.051117465599999995	0.0685988622	0.030717975	-0.0733653651	-0.0627860026	0.0267618466	-0.0807615785	-0.0338103024	0.0988767856	0.09479198949999999	0.0881085353	0.0790096451	0.0	-0.031188	0.0165972	0.0328745	0.000637068	0.000976692	-0.000896158
-855.56396484375	-1463.330078125	0.97826397	15.13236237	0.80947274	0.0943138	0.1265742325	0.033400646299999996	0.014439808799999999	0.0256687994	-0.0301744437	0.069266194	0.0277610586	-0.0363256815	-0.0970042207	0.0400055645	-0.0721700151	0.0924462477	0.098603331	0.09371465609999999	0.08574560619999999	0.0749581217	0.0	-0.0259875	-0.0284711	0.0030663	0.00083979	0.000956635	-0.000834201
-1251.974365234375	-1366.4205322265625	0.87218642	13.49149227	0.79116338	0.08574480000000001	0.0928087287	0.0129692299	0.0401070777	0.0254459518	-0.0066594364000000005	0.1131154437	0.0293439652	-0.0838722163	-0.04327000190000001	0.022473665	-0.0447128125	-0.0138485368	0.09830530230000001	0.0925439058	0.0831903826	0.0706077933	0.0	-0.0387155	-0.0219569	0.0165321	0.000174466	0.00129009	-0.000896158
-439.6346740722656	-260.07354736328125	0.96737355	14.96390247	0.8278513	0.05376285	0.07160697120000001	0.0101192225	0.0319259061	0.0971349558	0.0224571106	0.0517821986	0.0380280766	-0.0293808685	-0.0398142956	0.032475918900000005	-0.0881135239	0.0270663	0.09798277400000001	0.0912809058	0.0804485949	0.0659760014	0.0	-0.0422586	-0.0401116	0.0114998	-0.000232839	0.0014234400000000004	-0.000896158
-610.1700439453125	-19.1015625	0.94530797	14.62257957	0.83240032	0.03784455	0.0094925825	-0.0027578616999999997	-0.0064130996	0.13683972560000002	0.0326388682	0.066406558	0.0135427413	-0.038256090699999995	0.0249385626	0.0707065082	-0.0641732813	-0.045258659400000005	0.0976358263	0.0899269149	0.077526392	0.0610812099	0.0	-0.0465852	-0.0325059	0.0254224	-0.000339282	0.00129009	-0.000896158
406.1071472167969	703.8704223632812	1.05248141	16.28040123	0.92893827	0.17801480000000003	0.005720625500000001	-0.0163510387	-0.061922998300000004	0.1578560057	0.0756713455	0.019609255	0.0250711413	0.053609202599999996	0.0187825369	0.0375413352	-0.0831165685	-0.0267151735	0.0972645456	0.08848328300000001	0.0744303271	0.055942930700000004	0.0	-0.0339399	-0.0380142	-0.0122683	0.00165495	0.0008409119999999998	-0.000896158
-596.24072265625	161.27987670898438	1.12115061	17.34261703	0.98966593	0.2088707	-0.0015621457999999999	-0.010307646	-0.08699014320000001	0.15359400410000001	0.0418730457	0.05621804	-0.009720315600000001	-0.0080732231	0.0099756902	0.045564992900000004	-0.0257225345	-0.1246639707	0.0968690246	0.086951449	0.0711673436	0.050581646699999996	0.0	-0.0289691	0.01173	0.0208098	-0.000259936	0.000577469	-0.000652935
235.66146850585938	789.5018920898438	1.25672519	19.43976402	1.1827575	0.153342882	-0.0097716235	0.024354088399999998	-0.07693546820000001	0.1407324439	0.0658301995	0.027978489500000002	-0.046885945199999994	0.051232578099999995	0.0082159876	-0.0042676589000000004	-0.0319689803	-0.17762407370000002	0.09644936189999999	0.0853329399	0.067744759	0.0450187293	0.0	0.00189456	0.0148649	0.0107194	8.74173e-05	-8.08114e-06	0.00059924
279.0635986328125	1028.411376953125	1.42853034	22.09734726	1.22608209	0.164630012	-0.034976292799999996	0.010297942	-0.0400074299	0.0827218433	0.1323806333	0.0174461091	-0.041924374199999996	0.0656884256	0.0679823548	-0.031901379300000005	-0.0881632888	-0.109748775	0.0960056619	0.08362936900000001	0.064170249	0.0392763541	0.0	-0.0141897	0.0522381	-0.00552816	0.000918781	0.000317718	-0.000142097
556.0908203125	1965.25830078125	1.46627998	22.68128014	1.12034297	0.215297345	-0.09832408150000001	-0.0304291362	-0.014671675	-0.0172940351	0.1056936492	-0.0881891341	-0.0348689645	0.09008123230000001	0.0826924519	-0.0451315608	0.055651100700000004	-0.0453168426	0.09553803529999999	0.0818424346	0.060451829699999994	0.0333774118	0.0	-0.0259034	-0.0640654	0.0107622	-0.000223563	0.000490985	-3.79123e-05
