WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	NonSteadyStateOutlier00	NonSteadyStateOutlier01	X	Y	Z	RotX	RotY	RotZ
-0.3934459870025362	3.2089061073704066	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.65422e-07	0.0104147	-6.54934e-08	0.0	6.72275e-05	0.0
-0.2849616639834486	1.9994377177463571	0.99318105	18.99219322	0.92151827	0.0394060059154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0122462	0.00840684	9.95212e-05	-0.0	0.0
-0.3668587767700655	1.1311479034431196	0.91208613	17.44144821	0.884112	0.08255210509999998	0.058024169400000006	-0.06314419240000001	0.00012314190000000001	-0.0375136883	0.0619280316	0.08382814570000001	-0.05860297849999999	0.057817901500000005	-0.057531013	0.0548456661	-0.0110107133	0.074417939	0.0635638526	0.0635628924	0.0635612922	0.063559052	0.0	0.0	-1.96951e-05	0.00711961	0.0429787	0.000197574	0.000473842	0.0
-0.06541803261407941	0.951943026489828	1.75821829	33.62168503	1.0560441	0.1464816082	0.0714824599	-0.0542353892	-0.005801034	-0.0647169583	-0.0251229501	0.0407166688	-0.0452567154	0.1014244954	0.0119444972	0.0993456201	-0.0275233302	0.0022126015	0.0635612922	0.0635526513	0.0635382507	0.0635180916	0.0	0.0	-2.01633e-05	0.0161281	0.0169134	0.00174155	-0.0	-0.000210329
-0.525510009960854	0.07587837428479792	1.39784479	26.73041153	0.99452245	0.06461220457	0.0350775951	-0.0642900293	-0.0323316508	-0.0318489623	-0.0214169088	0.110730064	-0.0490399861	0.0372653744	0.023460419	0.0700011929	-0.064534001	0.0697903916	0.0635561716	0.0635321707	0.063492176	0.0634361974	0.0	0.0	-7.214529999999999e-06	9.35442e-05	0.0356595	0.00201673	0.000110863	0.0
-0.18074810337196445	-0.3190010800389578	1.14039421	21.80729103	0.94873726	0.11470292032999997	0.0124386458	-0.0589889708	-0.0536449508	-0.029500778	0.045441910999999995	0.0144459647	-0.0150162099	0.057937774000000004	-0.065660546	0.0667229054	-0.050301857	0.023929960400000002	0.063548491	0.063501454	0.0634230848	0.06331342200000001	0.0	0.0	0.0081113	0.10182	0.0356517	0.00194873	0.000139866	0.0
-0.3199299169333256	-0.5868188331956772	0.98654443	18.86528397	0.93946177	0.2042577	-0.0018450273	-0.0751692605	-0.0383195645	-0.0430329713	-0.0173247722	0.0191794095	-0.0147912047	0.0299351706	0.009808801899999999	0.1096659044	-0.0659003643	0.0368747264	0.0635382507	0.06346050610000001	0.0633310021	0.0631498445	0.0	0.0	0.01241	-0.027566	0.0424821	0.00289286	0.000470588	0.0
-0.6260042757162585	-0.6343409300513632	1.22927213	23.50686646	1.0642333	0.22033935	-0.010252306899999999	-0.0801614616	-0.0283706956	-0.0391839089	0.0292132174	-0.0127324184	-0.0048640197	-0.0047814123	-0.05767882059999999	0.0797589704	-0.0399875224	0.00840691	0.063525451	0.0634093335	0.06321596139999999	0.06294557049999999	0.0	0.0	0.0180745	0.112314	0.0635153	0.00201822	0.000269995	0.0
-1.1367515878083625	-0.6664230447337014	1.20904076	23.1199894	0.96842986	0.230730665	-0.0212688371	-0.0667451405	-0.031690045699999995	-0.0199317902	-0.054177357599999997	-0.00387484	-0.0301592825	-0.059189199500000005	0.0414235682	0.0574413541	-0.0461174982	0.019339012	0.0635100926	0.0633479445	0.0630780044	0.0627007314	0.0	0.0	0.0132924	0.0147912	0.0809145	0.00347043	7.468369999999998e-05	0.00057301
-0.7832668311807358	-0.6611575619669692	1.29257572	24.71739388	1.02385271	0.24770439	-0.0344020157	-0.0670405659	0.0098004432	-0.048306057699999995	0.0803465558	-0.031238097000000003	-0.0081609183	-0.06602246860000001	-0.0858869007	0.0763192606	0.004462783499999999	0.0039024046	0.063492176	0.0632763491	0.062917181	0.062415485199999995	0.0	0.0	0.0207276	0.14885699999999996	0.0896398	0.00221445	0.000104558	-9.06975e-05
