WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
3968.1533203125	4828.083984375	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-4.23222e-09	1.72318e-09	5.0798e-09	-6.93386e-05	-0.00017029	0.0
1665.3201904296875	2516.73974609375	0.87216765	37.49751282	0.75872439	0.4843487791244	-0.034901887400000005	-0.0738146537	0.1402974709	0.0283613211	-0.026154012999999997	0.0365524575	-0.0013746357000000002	-0.036634434300000004	0.048390723499999996	-0.0387371044	0.0604784203	-0.0149978849	0.099011819	0.09900301339999999	0.09898833800000001	0.09896779359999999	0.0989413814	0.0	-0.05109	0.0308091	-0.116488	0.00348831	0.000425995	-0.0015653
681.76806640625	1860.4578857421875	0.89493227	38.47624207	0.76974881	0.30472037	-0.0459038351	-0.0416805017	0.10710060490000001	0.0362456717	0.0372466164	0.024524378	0.0149132523	-0.019195031100000003	0.0803301105	-0.08564781980000001	0.011978686	-0.0089747422	0.09898833800000001	0.0989091031	0.09877709189999999	0.09859237480000001	0.09835505050000001	0.0	-0.00994248	-0.00909372	0.00702453	0.00389663	-0.00034772	-0.0007441849999999999
1648.6534423828125	1702.4886474609375	0.9364965	40.26323318	0.85034227	0.44941267000000007	-0.0362953813	-0.0171851489	0.0707806622	-0.005145684	0.0927358153	-0.007989634	0.021499050899999997	-0.011151416	0.0023566969	-0.022095	-0.043086251299999996	-0.0193306286	0.0989413814	0.09872137140000001	0.09835505050000001	0.09784296140000001	0.0971858632	0.0	0.0120801	0.049177	0.0801052	0.00657999	0.0017303799999999997	0.000415129
1166.3826904296875	1122.7694091796877	0.80057311	34.41941452	0.69068712	0.26157684000000003	0.0504235492	-0.0429917018	0.0510305425	-0.018933200900000002	0.0317702379	0.028025549700000003	0.0337946834	-0.0447536178	-0.031099832999999997	0.014119648	0.0463019921	-0.0054237897999999994	0.09887096050000001	0.0984399966	0.09772311439999999	0.09672239619999999	0.0954407484	0.0	-0.0106202	0.00175811	0.0499845	0.00490133	0.00275562	0.000937968
-10.9818115234375	-30.262359619140625	0.83047104	35.70483017	0.71578944	0.10685146	-0.027171479900000003	-0.037650810800000004	0.0674064582	0.0149360994	0.044601305	0.013903440800000002	0.0454437925	-0.054173515	-0.03299868	-0.0217166913	-0.0397947527	-0.0511081654	0.09877709189999999	0.09806524550000001	0.0968826324	0.09523492970000001	0.0931300475	0.0	-0.0149739	-0.0411868	0.0446609	0.0041048	0.00256789	0.000837643
51.3724365234375	-128.01287841796878	0.86892277	37.35800552	0.76687509	0.27353205	0.0117251807	0.0146187596	0.0139101408	0.1260765769	-0.0165492604	0.0532420696	-0.0181457033	-0.0633446846	-0.025680882400000004	-0.0045309736	0.0633118991	-0.0153464864	0.09865979789999998	0.09759747349999999	0.0958353979	0.09338620460000001	0.0902674539	0.0	-0.0294839	0.069736	0.034759	0.00550554	0.00333885	0.00142989
449.4140625	315.5178527832031	0.88107044	37.88027573	0.78885877	0.30436820000000003	-0.0396927553	0.042465261100000005	0.026987788999999998	0.0864843031	-0.0675877019	-0.0031537109000000004	-0.024850018199999997	-0.0345348035	-0.028749614700000002	0.049837903600000004	-0.0155348066	0.0070033789	0.0985191063	0.0970371244	0.0945836458	0.0911832336	0.0868699314	0.0	-0.0354001	0.13457400000000003	-0.0163562	0.008114639999999998	0.00388876	0.000938924
187.3306884765625	121.236083984375	0.96443176	41.46426773	0.80163431	0.42907585000000015	-0.09055651740000001	0.0950622784	-0.0148180058	-0.0236374077	-0.0870981406	-0.0471315426	-0.069427349	0.0047877	-0.0297733495	0.0363478531	-0.0689535443	-0.0490383791	0.09835505050000001	0.0963847298	0.0931300475	0.0886343733	0.08295761389999999	0.0	-0.0617937	0.0666705	0.0598695	0.0120496	0.00502086	0.000834923
1106.2786865234377	161.42306518554688	1.00862288	43.36419678	0.8659488	0.5252100000000001	0.042319776399999995	0.0346102284	-0.0846640889	-0.1010545952	-0.1078781225	-0.010477248199999999	-0.010523365	0.0701839193	-0.0412204281	-0.0055271614	-0.0028014783	-0.0598274166	0.0981676693	0.0956409084	0.0914777049	0.0857492926	0.0785536861	0.0	-0.08281539999999998	0.264118	0.0171869	0.0160591	0.00477086	-0.000186741
1378.9766845703125	90.54754638671876	0.84476757	36.31948853	0.7478199	0.205282	0.052542620400000004	-0.0177875655	-0.0027273694	-0.0401630539	-0.0363805434	-0.0873923802	0.0506570848	0.045166052699999994	-0.0076456759	-0.0091106184	-0.019162238	-0.0257521531	0.0979570074	0.0948063657	0.08963014429999999	0.0825389354	0.07368424559999999	0.0	-0.0753118	0.210012	-0.08383119999999998	0.0153522	0.00477086	-0.000332927
