WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	NonSteadyStateOutlier00	NonSteadyStateOutlier01	NonSteadyStateOutlier02	NonSteadyStateOutlier03	NonSteadyStateOutlier04	X	Y	Z	RotX	RotY	RotZ
0.4212461692421329	4.034522435083279	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.5164e-05	-1.42209e-06	-0.0310144	0.0	0.000425907	-0.000157975
0.27637302005813524	2.7124553919078727	1.21725535	24.66365051	0.93567681	0.12794147239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.45637e-05	0.0413811	0.0076942	0.000477409	0.000104296	0.0
-0.20638884571846405	2.0391972307875728	1.47891688	29.96535492	1.09868336	0.1961480179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.60316e-05	-0.0602099	0.0212755	-0.000355982	-0.000410581	0.000270817
0.4302649668477552	1.7254654526757451	1.47501767	29.88635063	1.09734142	0.30763101839999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.014424	0.0515602	0.111793	-0.00193841	-0.000434294	0.000483785
0.4019948226733657	1.564521258327458	1.14057326	23.10994148	0.89622563	0.09377703339999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.60666e-05	0.0351504	0.144623	-0.00174161	-0.000289503	0.00022179
0.5532254639994421	1.3834405396766982	1.10535955	22.39645195	0.84222502	0.1418440316	0.0123477147	-0.0099031799	-0.0212124895	-0.0234204148	-0.0117655075	-0.049648597999999995	0.0052403484999999994	-0.0083038231	0.014028054199999999	-0.0382620556	-0.0177446123	0.0263794514	0.033719560499999995	0.0337195201	0.0337194529	0.0337193588	0.033719237799999996	0.0337190899	0.033718915099999996	0.033718713399999996	0.033718484900000005	0.0337182294	0.0337179471	0.0337176379	0.0337173017	0.033716938700000004	0.033716548799999996	0.0337161321	0.0337156884	0.033715217799999996	0.0	0.0	0.0	0.0	0.0	-0.0034135	0.0559175	0.193311	-0.00283203	-7.95237e-05	0.000144002
0.7463560182092255	1.0067968267531475	0.97280097	19.71059227	0.78247172	0.06575693000000002	0.0111437517	-0.0147888152	-0.018248101699999998	0.021713268100000002	-0.00046686910000000005	-0.0470246999	0.0043256269	-0.014808145	0.0099064521	-0.0208175482	0.0228016014	0.0233224477	0.0337194529	0.0337190899	0.033718484900000005	0.0337176379	0.033716548799999996	0.033715217799999996	0.0337136448	0.033711829900000004	0.033709773	0.0337074742	0.0337049334	0.033702150699999996	0.0336991262	0.033695859700000004	0.0336923515	0.033688601400000004	0.0336846096	0.0336803759	0.0	0.0	0.0	0.0	0.0	-0.00644553	0.0350416	0.213171	-0.00239225	-7.95237e-05	0.000144002
0.4386679460712861	0.5583113046331121	1.03439581	20.95860863	0.83603203	0.136133485	0.0096034262	-0.0121396423	0.0223570328	0.0253583257	0.007407350500000001	-0.048676913499999995	0.0106729541	-0.0100785853	-0.0118548087	0.022137924399999998	0.0161786878	0.006374904399999999	0.033719237799999996	0.0337182294	0.033716548799999996	0.033714196099999996	0.0337111711	0.0337074742	0.0337031051	0.0336980642	0.0336923515	0.033685967000000004	0.033678911	0.0336711836	0.0336627848	0.033653715	0.033643974199999996	0.0336335626	0.0336224806	0.033610728199999995	0.0	0.0	0.0	0.0	0.0	-0.00136211	-0.0407252	0.200574	-0.00194732	-0.000488319	0.000144002
0.1371444441318539	0.4295099006209631	1.0877831	22.04032326	0.81461281	0.07810234	0.011272526100000001	-0.0068804958	0.0196518633	-0.0255804915	-0.0117383177	-0.0628657372	0.0090199728	-0.0024352466	-0.0019738298999999997	-0.0029298309000000003	-0.0345845143	0.0066942967	0.033718915099999996	0.033716938700000004	0.0337136448	0.0337090336	0.0337031051	0.033695859700000004	0.0336872977	0.033677419199999996	0.0336662249	0.033653715	0.03363989	0.0336247506	0.0336082973	0.033590530699999996	0.0335714516	0.0335510606	0.033529358700000005	0.0335063465	0.0	0.0	0.0	0.0	0.0	-0.0090916	0.0146787	0.205344	-0.00203961	-0.000600008	0.000144002
0.22790480411181704	0.2438173391713516	0.90838206	18.40535545	0.77202302	0.062416430000000016	0.0155756825	-0.0056068733	-0.025314967200000003	-0.020955363799999998	-0.0065197012	-0.0460141142	0.0103824417	-0.0036057834	0.0104147942	-0.0368782249	-0.0145803794	0.013847171699999999	0.033718484900000005	0.033715217799999996	0.033709773	0.033702150699999996	0.0336923515	0.0336803759	0.0336662249	0.0336498991	0.033631399900000004	0.033610728199999995	0.0335878855	0.033562873199999996	0.0335356929	0.0335063465	0.0334748358	0.0334411628	0.0334053297	0.0333673388	0.0	0.0	0.0	0.0	0.0	-0.00912243	0.064041	0.206216	-0.0021519	-0.000469272	0.000144002
0.26214276293449923	0.4568665935065145	0.94968647	19.24225235	0.78312296	0.07441704	0.016045310900000002	-0.0102537345	-0.0263312021	0.0224629697	0.0103479479	-0.0541961487	0.012561288799999999	-0.0020429651	0.000477386	-0.0268240186	0.0348684494	0.012308298	0.0337179471	0.0337130667	0.0337049334	0.0336935478	0.033678911	0.033661024500000004	0.03363989	0.0336155096	0.0335878855	0.0335570204	0.033522917400000005	0.033485579700000004	0.033445010899999995	0.033401215	0.0333541961	0.0333039588	0.033250508	0.0331938487	0.0	0.0	0.0	0.0	0.0	-0.00912303	-0.00446939	0.212008	-0.0021519	-0.000471553	0.000144002
0.0361975304445894	0.3134838929439904	0.97591144	19.77361488	0.83143365	0.03977136999999997	0.0085845899	-0.0038492970000000002	0.0135320786	0.0282633981	0.0202932799	-0.0422503681	0.0120178223	0.00482182	-0.008587402099999999	0.017909261399999998	0.0169268996	0.0144229841	0.0337173017	0.0337104855	0.0336991262	0.0336832252	0.0336627848	0.0336378077	0.0336082973	0.0335742575	0.0335356929	0.0334926088	0.033445010899999995	0.033392905699999996	0.0333363001	0.0332752019	0.033209619100000004	0.0331395608	0.0330650362	0.0329860556	0.0	0.0	0.0	0.0	0.0	-0.00909012	-0.0045148	0.230121	-0.00235677	-0.000543481	0.000298805
0.008221241429584358	0.4494265233786196	1.02196407	20.70672035	0.83801359	0.11322460000000002	0.0074713575	-0.0009421119	0.0253064448	-0.0119586649	-0.0013215267000000002	-0.042628170800000004	0.0070310315	0.0063650545999999995	0.0019516984	0.0120672896	-0.027672597	0.0302349102	0.033716548799999996	0.0337074742	0.0336923515	0.0336711836	0.033643974199999996	0.033610728199999995	0.0335714516	0.0335261514	0.0334748358	0.0334175139	0.0333541961	0.0332848937	0.033209619100000004	0.0331283859	0.0330412086	0.0329481029	0.0328490854	0.032744174	0.0	0.0	0.0	0.0	0.0	0.00544718	0.0721016	0.230804	-0.00256159	-0.000712222	0.000353002
0.021544378666532586	0.6152500682958384	0.98686975	19.99564934	0.78641725	0.1007022	0.0116303824	-0.0036436456	-0.0103570971	-0.032756165	-0.0041750765	-0.0546260331	0.011479773700000001	0.0075867684999999995	-0.0022511983	-0.0302243751	-0.031074556	0.0174541418	0.0337156884	0.0337040327	0.0336846096	0.0336574234	0.0336224806	0.033579789	0.033529358700000005	0.0334712011	0.0334053297	0.033331759700000005	0.033250508	0.0331615933	0.0330650362	0.0329608589	0.0328490854	0.0327297415	0.0326028547	0.0324684541	0.0	0.0	0.0	0.0	0.0	-0.00223062	0.0116144	0.222296	-0.00231634	-0.000926258	0.0003743
-0.12584570384207905	0.8894729615419876	0.95398813	19.32941246	0.77263105	0.08414711999999999	0.0083448625	-0.005649043100000001	-0.034350946800000004	-0.0019127394	0.011296185	-0.0324712628	0.010486589199999998	0.0080323236	-0.0106149707	-0.043508461	0.0176814371	0.0184292999	0.0337147204	0.0337001612	0.0336759006	0.0336419455	0.0335983057	0.0335449938	0.0334820251	0.0334094177	0.0333271926	0.0332353734	0.0331339866	0.0330230612	0.0329026294	0.0327727257	0.0326333875	0.0324846549	0.0323265708	0.0321591807	0.0	0.0	0.0	0.0	0.0	0.0109105	-0.0252317	0.211748	-0.00209697	-0.000993213	0.000560213
0.18366426992903084	0.9685693949744868	1.14031827	23.10477638	0.88687634	0.15338500000000002	0.0009120042999999999	-0.0005419325	-0.002223405	0.0238689798	0.0242473568	-0.0426847004	0.0030339531	0.00635678	0.0006734814999999999	0.0103609336	0.025708783399999997	0.028822958	0.0337136448	0.033695859700000004	0.0336662249	0.0336247506	0.0335714516	0.0335063465	0.0334294583	0.033340813999999996	0.0332404448	0.0331283859	0.0330046768	0.032869361	0.032722486099999996	0.0325641037	0.0323942695	0.0322130432	0.0320204887	0.0318166735	0.0	0.0	0.0	0.0	0.0	0.0127691	0.039289	0.268387	-0.00226404	-0.00135645	0.00063724
0.2466233765368332	1.0001491831451346	1.03862119	21.04421997	0.81626523	0.034126400000000015	-0.0064495656	-0.0044917479	0.0276696842	0.0062159675	0.011195112	-0.010877841899999999	0.0009186875	0.0043931407	-0.005094204099999999	0.023655048799999998	-0.0080215299	0.0340102884	0.0337124618	0.0336911283	0.0336555826	0.0336058396	0.0335419203	0.033463851600000004	0.0333716665	0.033265403900000004	0.0331451086	0.0330108313	0.0328626287	0.0327005633	0.0325247035	0.0323351235	0.0321319031	0.0319151283	0.0316848903	0.031441286400000004	0.0	0.0	0.0	0.0	0.0	0.0114218	0.0582387	0.269325	-0.0021866	-0.00144917	0.000724908
