WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	X	Y	Z	RotX	RotY	RotZ
-0.31370283053132964	4.228139199097006	n/a	n/a	n/a	n/a	0.0203538205	-0.11343255039999998	0.060511051399999995	-0.0505469679	0.147802082	-0.0369470066	-0.033760269700000005	0.07002367450000001	-0.18006265649999997	0.029768978199999997	-0.014100712900000001	0.0711987917	0.06408380030000001	0.0640828002	0.0640811335	0.0640788001	0.0107987	0.0411462	-0.0975826	0.00253827	0.00049059	0.000337076
-0.2459100090356299	3.777457232312369	1.06098735	18.36900902	0.99190903	0.1066219	0.0355410295	-0.08812655259999999	0.0541809974	-0.0346879603	0.07632982320000001	-0.0739936829	-0.026330910699999998	0.0330092743	-0.12282643300000001	0.0467505848	0.010705885900000002	0.0811001138	0.0640811335	0.0640721333	0.064057134	0.064036137	0.01716	0.0145255	-0.0789519	0.00327937	0.000213258	0.000418828
-0.4073546956882743	3.3641089224455127	1.11765409	19.35008812	0.93053412	0.1556877	0.0326990114	-0.0956263758	0.0459292267	-0.0173208112	0.0467950896	-0.0702306869	-0.0117450045	0.0144128171	-0.09351134900000001	0.0415590719	0.0083772839	0.0789958982	0.0640758	0.0640508014	0.06400914419999999	0.06395083929999999	0.0101685	0.092192	-0.0626783	0.00253827	0.000543653	0.000395201
-0.22383191778211264	2.9895945968574806	0.98055559	16.9764843	0.90084481	0.08179451000000001	0.035790145	-0.0870983283	0.0677348901	0.002288845	0.0169303383	-0.05723194349999999	-0.013667773400000001	0.004952720999999999	-0.0691822147	0.044499065	0.035700755	0.0652408963	0.0640678001	0.06401880780000001	0.06393718179999999	0.0638229637	0.008102889999999998	0.0539412	-0.0384453	0.00260011	0.00060745	0.000175936
0.4722103603736447	3.0039358041905184	1.19536185	20.69545174	1.10041463	0.13459670999999998	0.013386023	-0.09705946480000001	0.062494166799999994	0.000194562	0.0023971602	-0.0444436441	-0.0322285052	0.0362155288	-0.0502334658	0.040376205400000004	0.0482660741	0.0414088181	0.064057134	0.0639761581	0.063841274	0.0636525953	0.00329048	0.0826454	-0.0859546	0.00190242	0.000481086	0.000423298
0.3539965490713892	3.0765442265654515	1.23022294	21.29900742	1.04585445	0.216826179	0.000233528	-0.0852486424	0.057882337199999995	-0.0019540042999999997	-0.028846309100000002	-0.031147704	-0.015797973400000002	0.0334185883	-0.0329782032	0.0339754816	0.0583162521	0.027825225099999996	0.06404380230000001	0.0639228592	0.06372145650000001	0.0634398477	0.000100201	-0.0229932	-0.123753	0.000850533	0.000634733	0.000621742
0.14562221462695968	2.368179289245444	1.29222357	22.3724308	1.09481966	0.2198186544	0.010635596399999999	-0.0728776449	0.04901187059999999	-0.014890438700000001	-0.0319714853	-0.0179273602	-0.012796227	0.0090142103	-0.0357507149	0.050454497	0.033841580499999996	0.0110060922	0.06402780549999999	0.0638589201	0.0635777743	0.0631848624	8.439659999999998e-05	0.101353	-0.074307	0.00173004	0.000594027	0.000621742
0.09792067031347562	2.619929470255104	1.26772702	21.94832039	0.91328418	0.0335362659	0.0025955132	-0.09886655539999999	0.0612806132	0.0192771746	-0.0439409867	-0.029047744	-0.0137447556	0.0251489203	-0.0308392261	0.0314711339	0.0590740645	0.0368351157	0.06400914419999999	0.0637843513	0.0634102812	0.0628878092	6.52307e-05	0.100092	-0.0862517	0.00146575	0.000452089	0.000621742
-0.02852310599628138	2.083649319836264	1.27946591	22.15155602	0.97614676	0.125127628	-0.0053731533	-0.0826947737	0.0719139404	0.006507248	-0.0303597106	-0.0038653074	0.0004949786	0.0322496197	-0.0241583433	0.0326083724	0.0675086315	0.0402564219	0.0639878192	0.0636991654	0.0632190399	0.0625488859	9.50087e-05	0.0358068	-0.122777	0.00178451	0.000619076	0.000621742
-0.5862311841449321	1.8934312257404573	0.97615373	16.90027428	0.87735301	0.0566911573	-0.0058216562	-0.0510722329	0.060352784900000005	-0.0097675532	-0.0419900913	-0.01313642	0.0221235342	0.013231483999999998	-0.030253238300000002	0.0341111999	0.0382571623	0.0322344882	0.06396383139999999	0.0636033764	0.063004122	0.062168318099999995	0.000112716	0.0055491	-0.114081	0.00173004	0.000919001	0.000621742
-0.028747591672283024	2.0611293828544666	1.51226234	26.18199158	1.28710318	0.2913559	0.0256709424	-0.0595886408	0.0534913079	-0.0090033048	-0.0146243381	-0.00208978	-0.0109534978	-0.0101000921	-0.055247685199999993	0.0388383996	0.0340584205	-0.0083348935	0.06393718179999999	0.0634970004	0.0627656081	0.061746359199999996	0.000112716	0.12488	0.021478	0.00100072	0.000919001	0.000621742
0.0774072327456865	2.3240817856165257	1.42913675	24.74282646	1.14967179	0.152024561	0.0045836185	-0.0796102318	0.0455804766	0.0245304209	-0.0199690749	-0.0024796913	-0.0098326932	0.0147116713	-0.0433311593	0.0192036851	0.0489487165	0.014949872099999999	0.0639078716	0.063380055	0.0625035874	0.06128329019999999	0.000115077	0.10167	-0.0305778	0.000292747	0.000461887	0.000251701
-0.5115166000832252	1.6200002024963176	1.54959071	26.82826233	1.11239231	0.201956231	-0.0006793430999999999	-0.0388902055	0.0812613023	-0.0274404361	-0.0324583392	0.0195544785	0.0256527161	0.0011795124	-0.026089349300000002	0.0417911571	0.0586645612	0.007292823299999999	0.0638759018	0.0632525597	0.0622181581	0.06077941940000001	0.000112146	0.0127853	-0.0854727	0.00108618	0.000461887	0.000621742
-0.04545001396024917	1.8873795270989242	1.49352038	25.85750961	1.1741569	0.25657324600000003	0.0196522592	-0.0274276051	0.06405280299999999	-0.0691878868	-0.0155577761	0.0125605576	0.0086105677	-0.0140673114	-0.041686125899999996	0.0574071413	0.0118033121	-0.0529393009	0.063841274	0.0631145357	0.0619094271	0.0602350822	-0.010947	0.0778101	0.023489	0.000375548	0.000930022	0.000369957
-0.14740022074839598	2.5009329089926107	1.30662954	22.62184334	1.09488058	0.131778186	0.0129858252	-0.04881982940000001	0.0571759349	-0.0634723645	-0.0359114305	0.033635019700000005	0.012549416599999998	-0.0047270349	-0.0348301241	0.059145532199999996	0.0179510193	-0.031753401800000004	0.06380398940000001	0.06296600599999999	0.06157751	0.059650641	0.000104186	0.0601533	-0.0578337	0.000192383	0.000930022	0.000621742
0.08763836865651142	2.693788790932266	1.13827336	19.7070713	0.9833318	0.083805686	0.026116142400000004	-0.0412717829	0.0627571341	-0.0900810483	-0.033122459900000005	0.0206502958	0.006007090200000001	-0.0116191224	-0.034653641400000004	0.09257113369999999	0.0146524096	-0.025447436	0.06376404969999999	0.0628069953	0.061222531100000005	0.059026485	0.00010370000000000003	0.029445	-0.0425751	0.0008493	0.000930022	0.000521893
0.24547391799357565	2.9785401034981884	1.12033689	19.39653587	1.02085102	0.11696859	0.020936818899999998	-0.0479209071	0.0316010585	-0.08332415230000001	-0.033533236699999996	-0.0021388796	0.0009707253	-0.012345304199999999	-0.0182594214	0.10281043470000001	-0.006907119399999999	-0.0143199225	0.06372145650000001	0.0626375302	0.0608446234	0.0583630296	-0.0174004	-0.00452799	-0.0780184	0.000692827	0.00107226	0.000824146
