WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	NonSteadyStateOutlier00	X	Y	Z	RotX	RotY	RotZ
-0.6133869351068082	3.3626332885030736	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0029937	0.0	-0.0	0.0
-0.2617070732590185	2.4299224419980416	1.55898774	33.39014816	1.32949317	0.26589845	0.0508080629	0.0006189259	-0.0185602479	0.011178701599999999	0.0207072993	-0.0173820226	0.0456636595	-0.011728796299999998	0.008595298000000001	-0.0176701231	0.014858159499999999	-0.0234783355	0.033491851600000004	0.0334918126	0.033491747599999996	0.0334916566	0.0334915396	0.0334913967	0.0334912277	0.0334910327	0.0334908118	0.033490564900000006	0.0334902919	0.033489992999999996	0.0334896681	0.0334893172	0.0334889403	0.033488537400000004	0.0334881085	0.0334876536	0.0334871727	0.0	0.013369700000000003	0.0953322	0.0677948	-0.0009878170000000002	0.000456051	0.000404041
-0.19744518366584496	1.8347080873255623	1.42128038	30.44075394	1.17310894	0.27573951	0.007018088100000001	0.0144371373	0.018364461999999998	-0.0042329898	0.009908512900000001	0.0028548533	0.0147638729	0.012681231999999999	0.0282415184	0.009587361899999999	0.0241812992	-0.0113442948	0.033491747599999996	0.0334913967	0.0334908118	0.033489992999999996	0.0334889403	0.0334876536	0.033486133	0.0334843785	0.033482390099999995	0.0334801679	0.0334777117	0.033475021699999996	0.0334720979	0.0334689403	0.0334655489	0.0334619237	0.0334580648	0.0334539722	0.0334496459	0.0	0.0102139	0.142044	0.219773	-0.000960041	-0.00051015	-7.98562e-05
-0.5351825253195329	1.1976716961851064	1.01055622	21.64393044	0.89398688	0.11825140999999997	0.009938782299999999	0.0093995491	0.0071842995	-0.009156129	0.003268492	0.0311067492	0.0093706235	0.0020112491	0.0163120884	0.0014769564	0.0064075067	-0.0326980808	0.0334915396	0.033490564900000006	0.0334889403	0.0334866659	0.0334837417	0.0334801679	0.0334759444	0.0334710714	0.0334655489	0.0334593771	0.033452556	0.0334450859	0.0334369668	0.033428199	0.0334187825	0.0334087176	0.0333980044	0.033386643199999996	0.033374634199999996	0.0	0.01339	0.109385	0.252872	-0.00106007	-0.000152303	0.000448614
-0.6142137491072942	1.1350472617407037	0.88370329	18.9270153	0.79675245	0.1322017638	0.0032304290000000004	0.0083124084	0.0019983519	0.0091302116	-0.0264684977	0.015688034099999998	0.0028615697	-0.0014661384	0.0200135603	-0.0042052573	0.0047157562	-0.006837941700000001	0.0334912277	0.0334893172	0.033486133	0.0334816753	0.0334759444	0.0334689403	0.0334606634	0.0334511139	0.0334402923	0.033428199	0.0334148343	0.033400198900000004	0.0333842932	0.0333671179	0.0333486737	0.0333289612	0.0333079812	0.0332857344	0.0332622218	0.0	-0.000156957	0.097232	0.282634	-0.00142613	0.000568249	4.29864e-07
-0.7107315901206982	0.6765086502861175	0.84132224	18.01930428	0.77664918	0.058303299799999986	0.012174131599999999	0.0022838526	-0.0050787236	0.006877745500000001	-0.029065213700000002	-0.007227439	0.00562287	-0.0090890278	0.0192247636	-0.006407169200000001	0.0082265953	-0.0131168903	0.0334908118	0.0334876536	0.033482390099999995	0.033475021699999996	0.0334655489	0.0334539722	0.0334402923	0.0334245102	0.0334066268	0.033386643199999996	0.0333645607	0.0333403807	0.0333141047	0.0332857344	0.033255271499999996	0.033222718	0.033188075899999996	0.0331513473	0.0331125346	0.0	-0.000117614	0.105689	0.266741	-0.00100282	0.000471248	0.000158398
-0.2157453069644424	0.7667360758873016	1.13439214	24.29622841	0.89014494	0.34225251399999995	-0.0001340185	0.0124530646	-0.0055021722	0.0066190133	-0.0342542068	-0.028618054700000003	0.007899491	0.0270483777	0.0032868210999999997	0.0023131234	0.0121397034	-0.0011367361	0.0334902919	0.0334855742	0.0334777117	0.033466705299999996	0.033452556	0.0334352651	0.0334148343	0.0333912654	0.0333645607	0.0333347227	0.0333017542	0.0332656582	0.0332264382	0.0331840979	0.0331386412	0.033090072400000003	0.033038396	0.032983617	0.0329257404	0.0	0.0396104	0.199595	0.282006	0.00180216	-0.000227369	0.000521871
-0.050110276792979636	-0.032236008777623885	1.38833511	29.73513794	1.04687393	0.60562495	-0.0235418337	0.0128537848	-0.0224214719	-0.0021798207999999997	-0.0122439681	-0.0389577686	-0.009833317	0.0453682429	-0.0191751762	0.0040497169	0.0267381082	-0.0069143111	0.0334896681	0.033483078900000005	0.0334720979	0.0334567266	0.0334369668	0.0334128213	0.0333842932	0.0333513863	0.0333141047	0.0332724536	0.0332264382	0.0331760647	0.0331213397	0.0330622702	0.0329988642	0.0329311298	0.032859076	0.0327827123	0.0327020486	0.0	-0.010589500000000002	0.361063	0.420813	0.00415477	0.00140633	-0.000594821
-0.5759751408345123	-0.3273118306452518	1.27018392	27.20459557	1.00684392	0.367997	-0.0135423528	0.0224746429	-0.0064718844999999995	-0.0008840657000000001	0.0029934637	-0.044544444800000006	-0.013464378999999999	0.017263038	0.0007578024	0.0023418505	0.0234948164	0.0034832517	0.0334889403	0.0334801679	0.0334655489	0.0334450859	0.0334187825	0.033386643199999996	0.0333486737	0.0333048806	0.033255271499999996	0.0331998552	0.0331386412	0.033071640299999996	0.0329988642	0.0329203255	0.0328360381	0.0327460165	0.0326502767	0.0325488351	0.0324417096	0.0	-0.034021	0.216222	0.417228	0.000635103	0.00111043	-0.000487598
-0.6477136201473068	-0.5588413513894988	1.01690006	21.77980232	0.87947458	0.29182298	-0.017420772	0.0091530507	0.0063466829	-0.0036489903999999997	0.0330363897	-0.0284958388	-0.0141531069	0.0015137693	0.0080386925	-0.004924291	0.0163875504	-0.00011939530000000001	0.0334881085	0.033476841	0.0334580648	0.033431783900000005	0.0333980044	0.0333567337	0.0333079812	0.0332517577	0.033188075899999996	0.03311695	0.033038396	0.0329524316	0.032859076	0.0327583502	0.0326502767	0.032534879700000005	0.0324121853	0.032282220800000004	0.0321450155	0.0	-0.00212953	0.07433679999999998	0.438922	-9.20176e-05	0.000440845	4.27426e-05
